property_id,sale_price,bedrooms,bathrooms,floor_area_sqm,garden_sqm,age_years,distance_to_station_km,distance_to_school_km,neighbourhood,sale_date,epc_rating
PROP-00697,264100,2,2,83.1,98.7,11,4.6,0.3,Chapel End,2023-07-26,C
PROP-00698,286918,2,1,71.1,82.3,19,0.2,1.4,Victoria,2023-07-14,C
PROP-00699,425667,4,3,100.4,92.7,40,1.2,1.1,Victoria,2022-07-30,D
PROP-00700,282937,3,1,75.1,80.4,9,0.5,2.1,Gladstone,2022-07-07,A
PROP-00701,359501,2,1,82.3,79.5,63,2.8,0.3,Ferndale,2022-04-01,D
PROP-00702,250910,3,2,69.7,116.5,108,0.9,0.6,Hartley,2023-03-14,B
PROP-00703,307529,3,1,86.3,76.1,67,1.7,0.6,Castlegate,2023-03-24,D
PROP-00704,210397,2,2,67.9,68.8,150,3.0,0.4,Drayton,2023-10-27,E
PROP-00705,396396,6,2,111.7,95.8,15,3.0,0.7,Kingsway,2022-02-06,E
PROP-00706,440198,5,1,90.4,112.2,48,0.1,0.2,Zelton,2022-09-12,C
PROP-00707,350701,2,1,76.8,0.0,27,0.4,0.6,Uppermill,2022-03-19,C
PROP-00708,500403,5,2,105.6,108.7,57,1.2,3.0,Uppermill,2023-08-14,G
PROP-00709,161934,1,1,37.5,71.2,94,1.7,0.4,Victoria,2023-04-01,E
PROP-00710,206385,2,2,47.9,0.0,27,4.7,0.2,Eastmoor,2023-02-23,C
PROP-00711,469354,4,3,108.0,135.4,14,2.0,0.4,Ferndale,2023-05-25,C
PROP-00712,168104,2,1,53.1,55.0,3,5.0,0.6,Ferndale,2024-08-22,D
PROP-00713,311149,3,1,88.6,42.9,22,0.2,2.1,Jubilee,2022-11-09,D
PROP-00714,351241,4,1,80.9,106.2,37,0.2,0.3,Parkside,2023-02-05,C
PROP-00715,431219,5,2,114.3,93.6,20,2.1,0.6,Jubilee,2022-05-26,D
PROP-00716,600740,5,3,139.7,0.0,57,4.8,1.4,Zelton,2023-12-15,D
PROP-00717,398248,4,2,93.5,106.4,22,0.5,0.7,Foxhall,2024-01-11,E
PROP-00718,318505,3,1,75.5,98.3,11,1.4,1.1,Ferndale,2022-01-26,B
PROP-00719,395591,4,2,110.1,87.4,92,1.2,0.4,Northgate,2022-12-06,D
PROP-00720,633269,6,2,145.7,120.8,83,2.1,0.3,Uppermill,2023-12-07,C
PROP-00721,239582,2,1,60.8,0.0,7,1.1,0.3,Zelton,2024-05-05,D
PROP-00722,260819,3,1,70.5,0.0,5,1.1,0.8,Drayton,2024-07-11,E
PROP-00723,451084,4,1,105.9,105.8,12,3.6,0.6,Uppermill,2022-08-12,E
PROP-00724,385262,3,1,89.8,60.5,44,0.3,0.3,Zelton,2022-01-15,E
PROP-00725,354543,3,3,94.0,0.0,36,5.0,1.3,Foxhall,2024-09-22,D
PROP-00726,339398,4,2,85.3,132.4,15,0.5,0.6,Millbrook,2024-02-15,E
PROP-00727,168509,2,1,66.0,57.2,87,0.3,0.9,Dunmore,2024-12-22,C
PROP-00728,526175,6,2,133.2,157.4,81,1.2,1.1,Ashworth,2023-10-22,A
PROP-00729,497749,6,2,110.3,133.0,53,2.5,0.5,Foxhall,2024-09-02,E
PROP-00730,401418,5,3,113.8,0.0,6,1.2,0.9,Dunmore,2024-10-30,A
PROP-00731,163657,2,2,53.9,105.5,83,0.4,0.7,Drayton,2024-09-14,E
PROP-00732,215304,2,2,58.2,132.4,1,4.1,0.5,Millbrook,2023-07-29,C
PROP-00733,502163,4,2,118.3,88.8,102,1.6,0.7,Brindley,2023-11-13,C
PROP-00734,195191,3,2,68.4,76.7,19,1.6,0.9,Dunmore,2024-06-13,G
PROP-00735,303280,2,1,59.1,81.7,35,0.4,2.5,Stoneleigh,2024-01-24,C
PROP-00736,141040,3,1,49.3,0.0,30,2.9,3.0,Kingsway,2024-01-18,G
PROP-00737,213916,3,2,54.8,60.4,24,0.3,2.5,Chapel End,2023-03-25,D
PROP-00738,311433,3,1,73.8,125.5,70,0.2,0.5,Queensbury,2022-09-10,C
PROP-00739,337870,3,2,78.5,78.1,150,0.7,1.6,Gladstone,2023-04-06,F
PROP-00740,395087,4,3,101.8,51.4,14,2.6,2.1,Ferndale,2022-02-14,D
PROP-00741,360608,3,1,88.8,121.2,13,3.9,1.2,Riverside,2024-03-17,B
PROP-00742,118202,2,2,37.3,48.1,49,1.0,0.3,Eastmoor,2024-06-23,F
PROP-00743,238388,2,2,64.5,0.0,42,0.8,1.8,Drayton,2022-10-30,D
PROP-00744,339024,4,3,92.1,0.0,146,0.4,0.2,Queensbury,2023-11-25,E
PROP-00745,404344,4,1,100.4,0.0,20,0.6,0.9,Ferndale,2024-02-08,G
PROP-00746,187772,3,2,54.0,73.2,42,0.8,0.3,Castlegate,2022-09-07,D
PROP-00747,318890,3,3,82.1,117.8,26,1.9,0.3,Stoneleigh,2023-01-06,D
PROP-00748,348134,3,2,81.1,0.0,2,3.7,1.5,Ferndale,2024-04-10,F
PROP-00749,347704,3,2,81.4,52.1,50,2.4,0.3,Zelton,2023-03-01,E
PROP-00750,440041,5,1,107.3,105.8,64,0.3,0.3,Gladstone,2022-11-27,B
PROP-00751,80000,1,1,31.8,34.5,22,4.5,0.2,Jubilee,2022-04-05,D
PROP-00752,364748,5,1,107.0,112.1,15,3.7,3.0,Thornton,2024-11-11,C
PROP-00753,101227,1,1,30,0.0,77,0.5,0.3,Riverside,2023-03-19,E
PROP-00754,348231,3,1,85.1,45.2,20,0.2,0.4,Northgate,2022-10-21,D
PROP-00755,206032,2,2,58.4,105.1,50,1.3,1.0,Queensbury,2022-12-02,D
PROP-00756,339530,4,1,85.2,100.3,30,1.8,0.6,Kingsway,2022-07-02,D
PROP-00757,430802,5,2,131.3,150.6,4,5.0,0.4,Drayton,2022-09-10,C
PROP-00758,310140,3,2,73.9,0.0,17,1.4,0.5,Ironbridge,2022-07-22,A
PROP-00759,431767,3,1,110.9,115.2,36,2.9,0.7,Eastmoor,2023-06-15,A
PROP-00760,249298,3,2,74.4,73.4,12,3.9,1.0,Langford,2023-05-26,E
PROP-00761,116083,2,2,46.2,49.9,22,4.4,1.9,Chapel End,2023-04-14,C
PROP-00762,309714,3,1,70.2,125.3,40,0.2,0.4,Castlegate,2022-12-05,E
PROP-00763,306461,3,1,87.7,110.5,28,2.1,0.7,Queensbury,2024-12-26,F
PROP-00764,275328,2,1,71.4,0.0,22,1.2,0.5,Yarrow,2024-12-17,E
PROP-00765,350410,3,2,100.9,76.7,29,0.5,0.3,Chapel End,2022-10-01,D
PROP-00766,288530,3,1,82.9,65.2,71,3.0,1.8,Jubilee,2023-09-05,D
PROP-00767,202788,2,1,59.5,37.7,14,4.2,1.0,Chapel End,2022-03-14,D
PROP-00768,192340,2,1,42.8,66.4,17,2.0,0.6,Ashworth,2022-07-27,D
PROP-00769,240396,3,1,70.4,0.0,26,0.4,1.1,Hartley,2024-08-21,D
PROP-00770,367271,3,1,93.5,65.6,150,1.7,0.7,Eastmoor,2023-12-26,F
PROP-00771,494213,5,1,120.7,0.0,1,0.9,1.3,Elmswood,2022-03-06,C
PROP-00772,459212,6,3,101.4,0.0,26,1.1,1.1,Eastmoor,2023-10-28,G
PROP-00773,199125,3,3,48.1,75.8,4,0.1,0.3,Queensbury,2022-01-28,G
PROP-00774,293111,3,1,86.6,61.8,0,1.1,0.5,Castlegate,2024-05-28,C
PROP-00775,126425,2,1,44.7,0.0,12,1.9,1.1,Northgate,2023-02-11,D
PROP-00776,238669,4,2,70.7,0.0,150,1.4,1.0,Hartley,2022-09-04,C
PROP-00777,201505,2,1,68.0,0.0,8,3.1,0.6,Queensbury,2023-09-20,F
PROP-00778,166779,2,1,52.9,56.8,12,0.6,0.5,Northgate,2023-05-21,D
PROP-00779,551019,5,1,137.0,115.1,13,0.6,0.9,Northgate,2023-01-14,C
PROP-00780,167619,2,1,56.5,0.0,32,3.1,0.5,Yarrow,2024-01-11,F
PROP-00781,310664,3,2,60.9,46.0,5,2.1,0.3,Stoneleigh,2023-01-26,C
PROP-00782,403146,4,3,113.8,114.3,51,5.0,0.4,Yarrow,2022-11-11,A
PROP-00783,386657,4,3,108.2,118.2,17,0.8,1.0,Drayton,2024-06-12,B
PROP-00784,385923,3,2,104.4,0.0,12,5.0,0.5,Stoneleigh,2022-05-05,G
PROP-00785,559448,6,1,139.9,103.1,28,0.2,0.7,Queensbury,2024-02-26,D
PROP-00786,118099,2,1,46.1,0.0,9,1.9,1.9,Brindley,2024-11-16,D
PROP-00787,279736,2,2,60.4,68.5,10,1.2,0.5,Uppermill,2022-10-31,C
PROP-00788,515427,5,1,120.4,80.3,69,1.2,0.2,Langford,2024-01-26,D
PROP-00789,292476,3,2,90.7,68.1,2,2.6,1.6,Hartley,2023-07-27,C
PROP-00790,174759,2,1,44.4,28.0,35,2.0,1.1,Uppermill,2023-06-12,E
PROP-00791,284902,4,1,82.8,60.4,55,0.4,0.4,Yarrow,2024-06-07,D
PROP-00792,178339,2,1,44.4,70.7,7,1.4,2.5,Ferndale,2023-08-01,A
PROP-00793,520997,4,2,126.0,0.0,6,0.9,0.7,Uppermill,2024-04-04,B
PROP-00794,324683,4,1,89.0,0.0,19,0.3,0.2,Chapel End,2022-03-31,C
PROP-00795,207482,2,2,67.3,0.0,135,4.8,0.3,Yarrow,2023-11-25,F
PROP-00796,446225,4,3,101.2,89.9,11,1.3,0.4,Riverside,2022-09-10,A
PROP-00797,320817,4,1,91.8,128.6,6,3.7,0.2,Northgate,2024-02-29,C
PROP-00798,377169,5,2,124.8,103.2,27,5.0,0.4,Jubilee,2024-01-02,B
PROP-00799,324957,3,1,108.9,59.0,37,0.4,0.8,Thornton,2023-01-07,E
PROP-00800,366359,3,2,93.4,99.1,27,0.8,0.4,Foxhall,2022-06-06,G
PROP-00801,148228,1,1,56.0,84.4,19,2.0,1.4,Parkside,2022-05-18,B
PROP-00802,170981,2,1,43.1,80.2,15,0.9,1.1,Northgate,2023-11-14,C
PROP-00803,343866,4,2,97.4,126.0,30,1.2,1.6,Millbrook,2022-06-21,E
PROP-00804,339910,4,2,79.1,120.2,9,3.0,0.6,Parkside,2022-10-01,B
PROP-00805,317396,2,1,78.5,29.2,13,0.3,1.7,Foxhall,2024-05-12,C
PROP-00806,435954,4,1,107.4,125.3,47,0.9,0.2,Drayton,2022-06-01,D
PROP-00807,464840,4,3,111.0,0.0,3,1.4,1.5,Eastmoor,2023-01-09,D
PROP-00808,357417,4,2,93.0,80.0,16,2.4,1.2,Jubilee,2022-08-16,C
PROP-00809,313639,3,1,86.9,0.0,20,0.9,2.6,Oakfield,2023-06-13,E
PROP-00810,266505,3,1,78.7,16.6,5,0.5,1.0,Hartley,2024-03-14,C
PROP-00811,338354,4,3,92.3,93.9,25,1.7,0.6,Millbrook,2022-12-04,A
PROP-00812,108214,2,1,40.6,0.0,36,2.9,0.2,Jubilee,2022-11-30,D
PROP-00813,159450,1,1,49.4,0.0,9,4.1,0.4,Castlegate,2022-04-02,E
PROP-00814,113254,1,1,41.5,96.4,127,1.1,0.5,Millbrook,2023-12-30,C
PROP-00815,287275,4,1,76.4,0.0,65,0.3,0.9,Millbrook,2024-09-03,E
PROP-00816,545440,5,1,127.0,0.0,39,4.7,0.4,Gladstone,2022-10-16,G
PROP-00817,213621,4,3,50.2,99.2,29,2.3,0.7,Eastmoor,2023-11-26,C
PROP-00818,440832,3,3,101.7,72.0,37,0.2,0.3,Uppermill,2024-10-15,B
PROP-00819,421675,4,1,110.0,77.1,60,0.2,0.3,Kingsway,2022-12-14,C
PROP-00820,386612,3,1,89.3,0.0,59,0.5,0.7,Ironbridge,2024-06-24,E
PROP-00821,485880,6,1,116.7,124.2,38,1.8,0.7,Queensbury,2023-10-05,D
PROP-00822,94706,2,1,31.8,85.8,1,5.0,0.2,Brindley,2023-05-17,F
PROP-00823,445902,5,1,113.3,0.0,20,0.2,0.6,Oakfield,2022-07-11,D
PROP-00824,491086,5,1,119.6,0.0,52,3.8,2.2,Zelton,2024-06-06,C
PROP-00825,257776,2,2,64.2,69.3,24,1.3,2.6,Eastmoor,2023-03-14,D
PROP-00826,310700,3,3,79.8,76.1,62,5.0,0.4,Gladstone,2022-02-16,G
PROP-00827,246043,3,1,68.1,0.0,20,0.6,1.2,Dunmore,2024-05-09,D
PROP-00828,379262,2,1,91.9,12.1,14,0.4,2.5,Parkside,2024-08-31,D
PROP-00829,252135,3,1,74.4,62.9,19,0.1,1.4,Thornton,2023-02-11,B
PROP-00830,134842,2,2,41.6,65.4,52,0.1,2.0,Foxhall,2022-10-30,D
PROP-00831,567779,5,1,130.0,110.2,0,1.0,1.6,Eastmoor,2024-07-09,E
PROP-00832,250820,2,2,59.7,55.6,18,0.7,2.6,Victoria,2022-01-30,D
PROP-00833,416167,4,1,111.1,82.1,48,1.7,0.7,Northgate,2023-12-22,D
PROP-00834,467071,6,1,119.1,106.6,32,0.4,0.7,Jubilee,2024-06-14,E
PROP-00835,234198,2,2,87.4,47.7,65,0.3,1.0,Thornton,2024-04-22,B
PROP-00836,492581,5,1,115.6,109.4,13,0.9,0.4,Oakfield,2024-02-20,B
PROP-00837,333052,2,1,88.9,116.1,21,2.7,1.2,Yarrow,2024-03-21,A
PROP-00838,321414,3,1,69.3,66.0,96,1.8,0.2,Foxhall,2024-04-29,A
PROP-00839,101983,1,1,30,87.7,36,0.7,2.8,Northgate,2023-05-11,D
PROP-00840,303818,3,2,77.4,73.4,40,5.0,0.4,Elmswood,2023-10-14,D
PROP-00841,221436,2,1,59.1,0.0,34,0.8,1.3,Foxhall,2023-06-17,D
PROP-00842,251376,2,1,63.8,0.0,58,0.3,1.0,Riverside,2022-06-11,E
PROP-00843,338452,3,2,90.2,105.1,17,0.5,2.0,Jubilee,2023-02-01,D
PROP-00844,300085,4,1,76.6,109.9,6,0.1,3.0,Dunmore,2022-07-31,B
PROP-00845,350666,3,2,88.6,97.7,3,1.1,0.6,Chapel End,2023-03-02,D
PROP-00846,398491,3,1,94.8,91.4,88,1.6,0.7,Ferndale,2023-01-04,C
PROP-00847,80000,1,1,30,0.0,149,5.0,0.7,Thornton,2022-01-11,C
PROP-00848,374715,3,1,93.8,108.6,29,2.2,0.4,Langford,2022-08-24,C
PROP-00849,226292,2,2,62.5,0.0,12,0.4,0.3,Westbury,2023-08-26,D
PROP-00850,199760,3,1,61.5,0.0,7,1.8,1.9,Ironbridge,2024-03-15,B
PROP-00851,133144,2,2,48.2,18.4,22,2.2,1.6,Thornton,2022-08-09,E
PROP-00852,186423,3,1,59.7,127.6,23,3.4,2.7,Ironbridge,2024-04-19,C
PROP-00853,568096,6,2,114.3,164.2,22,0.4,0.4,Gladstone,2024-02-01,D
PROP-00854,272954,2,1,83.9,72.3,9,1.4,0.5,Hartley,2022-05-16,D
PROP-00855,274913,2,2,71.1,112.8,44,1.4,1.0,Victoria,2024-06-10,D
PROP-00856,412757,4,1,113.7,0.0,12,0.3,0.7,Thornton,2023-11-01,E
PROP-00857,291086,3,2,74.3,120.0,150,3.7,0.5,Chapel End,2024-04-04,A
PROP-00858,85819,1,1,30,0.0,3,2.5,1.2,Ironbridge,2023-10-12,G
PROP-00859,415541,4,1,102.0,0.0,14,5.0,0.7,Uppermill,2022-09-06,D
PROP-00860,187426,2,2,58.3,0.0,150,3.1,1.2,Hartley,2022-12-15,B
PROP-00861,351450,3,3,109.2,131.1,12,2.4,0.3,Jubilee,2022-06-03,C
PROP-00862,191950,2,2,65.6,0.0,5,1.0,0.3,Dunmore,2022-10-31,G
PROP-00863,385744,3,3,95.9,63.3,29,0.5,0.7,Parkside,2023-07-29,D
PROP-00864,194260,2,2,44.0,41.4,11,1.7,1.7,Westbury,2022-06-09,B
PROP-00865,658607,6,1,143.4,131.4,8,0.3,0.4,Stoneleigh,2024-12-16,D
PROP-00866,159331,2,1,41.3,0.0,28,3.8,0.4,Langford,2024-02-29,D
PROP-00867,387377,4,1,83.7,111.0,81,1.7,0.3,Elmswood,2022-08-08,F
PROP-00868,194274,2,1,49.5,74.8,30,0.8,0.3,Riverside,2022-06-22,D
PROP-00869,287919,3,2,82.6,0.0,12,0.3,1.0,Yarrow,2024-05-15,C
PROP-00870,298066,3,2,93.6,50.4,41,4.9,0.4,Beechwood,2022-03-15,E
PROP-00871,243213,2,1,69.7,80.6,50,0.8,0.3,Yarrow,2023-07-04,D
PROP-00872,260253,2,1,86.3,68.9,27,1.9,0.7,Jubilee,2023-05-04,C
PROP-00873,344950,2,1,73.3,0.0,0,1.1,0.5,Ferndale,2023-06-25,B
PROP-00874,217725,2,2,75.0,71.4,0,3.2,0.7,Beechwood,2022-02-05,E
PROP-00875,182083,2,2,49.8,71.8,65,0.7,0.7,Langford,2023-06-12,E
PROP-00876,373818,3,1,92.9,87.0,88,2.3,1.8,Elmswood,2024-09-18,B
PROP-00877,453004,3,1,97.0,99.9,17,0.1,0.9,Westbury,2024-06-01,D
PROP-00878,271826,2,1,73.8,0.0,12,1.6,0.8,Foxhall,2024-07-09,D
PROP-00879,238926,2,2,53.2,88.2,116,0.6,0.4,Stoneleigh,2024-12-01,F
PROP-00880,379230,3,1,96.2,90.4,139,1.1,1.1,Oakfield,2022-11-04,D
PROP-00881,480781,6,2,126.5,111.7,64,0.1,0.2,Jubilee,2022-09-10,A
PROP-00882,263316,3,2,79.1,0.0,5,3.3,1.4,Queensbury,2022-11-14,B
PROP-00883,344225,4,1,88.9,98.4,108,0.5,1.1,Millbrook,2024-05-15,D
PROP-00884,579503,6,1,132.1,151.1,33,1.8,0.5,Stoneleigh,2022-10-13,E
PROP-00885,294749,3,1,67.7,68.2,24,0.4,1.4,Chapel End,2024-06-13,B
PROP-00886,170908,2,1,47.4,123.9,25,0.9,0.6,Northgate,2024-08-02,A
PROP-00887,324638,4,1,95.2,0.0,94,2.4,0.9,Langford,2022-09-18,E
PROP-00888,147546,2,2,55.8,67.8,65,3.2,0.7,Beechwood,2022-06-23,A
PROP-00889,250396,2,2,76.8,90.9,33,1.9,1.8,Drayton,2024-11-12,F
PROP-00890,248154,3,2,56.2,119.8,40,0.4,1.0,Yarrow,2022-01-14,G
PROP-00891,323515,3,2,79.1,85.1,5,0.3,0.4,Parkside,2022-02-20,D
PROP-00892,147322,2,1,62.8,90.5,31,2.7,1.1,Dunmore,2022-09-10,D
PROP-00893,260698,2,1,76.6,102.1,28,1.9,0.4,Parkside,2023-08-17,C
PROP-00894,206783,3,2,46.1,81.2,21,0.9,0.2,Oakfield,2022-09-04,E
PROP-00895,391498,3,2,100.3,92.7,23,3.7,0.6,Eastmoor,2024-08-16,F
PROP-00896,314136,2,2,61.5,83.2,29,1.2,0.4,Eastmoor,2023-12-22,E
PROP-00897,412606,4,1,91.3,57.1,57,0.6,0.6,Foxhall,2024-09-17,D
PROP-00898,226712,2,2,56.2,59.5,47,1.4,0.9,Stoneleigh,2024-04-06,B
PROP-00899,233251,1,1,46.7,0.0,108,1.1,1.3,Zelton,2023-04-30,B
PROP-00900,505453,5,1,134.7,88.7,2,1.5,0.3,Dunmore,2022-05-30,D
PROP-00901,295228,4,3,76.6,92.3,150,1.4,0.4,Ironbridge,2024-10-02,D
PROP-00902,343814,3,1,78.2,58.4,62,0.2,0.2,Victoria,2022-07-17,C
PROP-00903,85929,1,1,44.7,70.0,45,4.8,1.2,Queensbury,2024-10-13,C
PROP-00904,310835,4,2,83.2,103.8,32,0.3,0.3,Northgate,2024-02-10,B
PROP-00905,268994,3,1,75.7,114.6,0,2.7,0.5,Chapel End,2023-05-30,D
PROP-00906,388522,4,1,124.2,0.0,34,3.0,2.3,Queensbury,2023-10-02,D
PROP-00907,316560,3,2,94.4,64.2,150,1.7,0.2,Northgate,2023-06-19,C
PROP-00908,324005,2,2,83.0,102.8,84,0.5,0.3,Stoneleigh,2022-03-14,D
PROP-00909,386895,6,3,116.2,0.0,32,4.5,0.5,Beechwood,2022-08-02,A
PROP-00910,271295,3,1,68.9,108.0,83,0.5,2.3,Ashworth,2023-02-06,D
PROP-00911,267916,3,1,69.8,66.5,5,1.9,0.8,Drayton,2024-06-15,B
PROP-00912,422136,5,3,108.4,127.1,2,0.5,0.9,Hartley,2024-04-25,F
PROP-00913,173557,3,1,51.8,98.3,2,0.2,0.7,Jubilee,2022-03-31,D
PROP-00914,226212,2,2,61.5,90.8,26,0.3,0.3,Ironbridge,2023-02-26,D
PROP-00915,421975,5,3,88.6,107.2,32,3.1,0.4,Elmswood,2023-07-02,D
PROP-00916,438702,3,2,109.4,102.9,38,0.6,0.4,Eastmoor,2024-12-02,C
PROP-00917,309962,2,2,78.9,87.8,23,2.3,2.6,Ashworth,2024-10-18,A
PROP-00918,193543,2,2,48.9,0.0,77,0.8,0.2,Millbrook,2024-02-27,D
PROP-00919,212972,1,1,49.4,0.0,14,1.3,0.5,Ashworth,2023-11-20,C
PROP-00920,382438,4,2,97.6,77.2,22,0.9,1.2,Yarrow,2022-04-27,G
PROP-00921,434049,4,2,106.4,125.8,34,1.4,0.8,Ferndale,2024-02-20,D
PROP-00922,423118,4,3,98.8,103.2,120,0.2,0.4,Riverside,2023-08-29,D
PROP-00923,160984,2,1,59.2,45.4,0,0.6,1.1,Chapel End,2023-06-26,C
PROP-00924,382194,3,1,83.1,85.4,40,1.3,0.6,Stoneleigh,2022-06-12,C
PROP-00925,460445,6,1,121.6,134.4,27,0.5,0.4,Dunmore,2022-04-12,C
PROP-00926,220147,2,1,49.1,24.5,1,2.0,0.3,Westbury,2023-06-15,C
PROP-00927,379386,4,2,99.9,0.0,10,0.3,0.8,Drayton,2024-11-12,B
PROP-00928,298672,3,2,92.3,52.9,6,0.7,1.4,Kingsway,2024-04-15,E
PROP-00929,279117,3,3,78.0,91.1,13,0.3,0.9,Drayton,2023-03-10,G
PROP-00930,504751,4,2,118.9,122.7,34,1.7,0.3,Zelton,2022-06-10,B
PROP-00931,437404,6,3,84.9,95.0,52,1.3,0.3,Elmswood,2024-12-16,G
PROP-00932,326450,3,1,84.4,95.7,11,0.5,1.4,Langford,2023-04-18,D
PROP-00933,181711,2,2,55.3,44.6,21,0.2,0.9,Castlegate,2024-01-12,E
PROP-00934,402300,4,1,98.1,156.8,11,3.7,1.1,Victoria,2022-10-10,E
PROP-00935,280724,2,1,58.6,79.5,150,1.4,1.0,Zelton,2023-02-10,C
PROP-00936,211492,2,1,59.1,107.3,5,0.2,0.7,Westbury,2022-12-08,B
PROP-00937,275766,2,2,89.3,43.5,20,1.3,1.2,Drayton,2023-11-21,D
PROP-00938,489628,6,1,121.7,113.3,21,1.0,1.6,Jubilee,2024-09-04,F
PROP-00939,221768,2,1,64.3,14.6,3,3.5,0.9,Langford,2024-07-17,D
PROP-00940,430785,4,1,105.5,103.2,1,1.2,0.8,Queensbury,2024-05-23,C
PROP-00941,201589,2,1,64.6,82.5,53,5.0,0.4,Queensbury,2023-07-24,E
PROP-00942,133921,2,1,52.1,52.3,7,4.3,0.4,Thornton,2022-08-06,C
PROP-00943,295121,3,1,86.7,131.0,1,3.6,2.8,Riverside,2023-02-04,A
PROP-00944,321680,3,1,81.0,60.7,5,1.0,2.2,Westbury,2022-09-03,D
PROP-00945,443981,5,1,122.0,122.0,44,5.0,1.5,Yarrow,2023-04-01,F
PROP-00946,190955,2,1,64.9,65.4,46,3.4,0.2,Drayton,2024-12-03,D
PROP-00947,243313,2,2,72.0,40.1,39,0.5,0.9,Dunmore,2023-03-27,E
PROP-00948,443204,3,1,94.9,109.0,3,1.2,1.2,Gladstone,2022-01-07,D
PROP-00949,221212,2,2,63.4,85.1,12,0.8,0.9,Uppermill,2023-12-16,D
PROP-00950,370648,5,2,107.9,100.7,39,1.5,0.8,Jubilee,2022-07-17,C
PROP-00951,277439,2,2,61.4,49.4,15,1.7,0.3,Oakfield,2023-10-16,E
PROP-00952,400244,4,2,112.2,109.8,21,0.5,0.5,Queensbury,2023-03-17,G
PROP-00953,227349,3,2,69.0,118.6,66,0.9,0.4,Beechwood,2023-07-04,D
PROP-00954,290300,4,1,83.5,86.4,9,1.6,2.6,Thornton,2023-11-07,C
PROP-00955,230437,3,1,74.3,0.0,48,3.7,1.4,Riverside,2022-05-10,E
PROP-00956,94427,1,1,30,39.0,20,2.0,0.5,Ferndale,2024-02-05,D
PROP-00957,182273,2,1,70.9,71.0,27,2.5,0.2,Jubilee,2023-09-10,A
PROP-00958,203885,2,2,61.2,0.0,61,1.7,0.3,Yarrow,2023-07-07,B
PROP-00959,131236,2,2,54.0,0.0,54,1.3,2.2,Drayton,2024-03-12,C
PROP-00960,435779,4,3,100.4,74.3,14,1.0,0.3,Uppermill,2024-08-23,D
PROP-00961,526218,6,2,139.4,155.8,11,0.1,0.7,Millbrook,2024-02-03,G
PROP-00962,403810,3,1,85.6,152.1,10,0.8,0.9,Uppermill,2023-09-29,D
PROP-00963,264039,2,2,77.6,101.3,3,0.9,1.7,Queensbury,2023-04-22,A
PROP-00964,403222,4,1,91.9,0.0,15,1.3,0.6,Ashworth,2023-07-04,F
PROP-00965,179068,2,2,43.4,72.1,10,1.0,0.7,Riverside,2022-06-16,B
PROP-00966,258503,2,1,63.7,82.0,81,0.3,1.9,Parkside,2022-12-16,E
PROP-00967,382518,4,1,96.9,68.5,14,1.0,0.5,Foxhall,2023-07-10,D
PROP-00968,389806,3,1,107.3,67.1,121,0.8,0.9,Parkside,2024-08-05,C
PROP-00969,351889,5,3,109.5,0.0,29,2.8,0.2,Northgate,2023-01-03,C
PROP-00970,346468,3,3,102.3,0.0,3,1.0,0.3,Thornton,2024-08-17,E
PROP-00971,175623,2,1,51.0,63.5,105,0.6,1.6,Dunmore,2024-05-22,E
PROP-00972,353940,4,3,82.8,89.4,35,0.3,0.4,Ferndale,2023-06-23,E
PROP-00973,154161,2,2,39.2,47.8,59,1.4,0.5,Brindley,2024-08-27,C
PROP-00974,591453,6,1,155.8,139.1,83,0.7,2.0,Beechwood,2022-10-08,D
PROP-00975,330062,4,1,84.5,103.8,11,0.8,1.4,Westbury,2024-08-29,D
PROP-00976,356972,3,3,95.9,142.9,71,2.0,1.7,Riverside,2024-06-23,D
PROP-00977,404332,3,1,102.4,121.8,7,3.1,1.7,Zelton,2023-12-10,F
PROP-00978,510149,5,3,124.5,0.0,18,4.2,3.0,Gladstone,2024-06-24,D
PROP-00979,301206,2,1,60.7,68.7,37,0.2,0.5,Parkside,2024-03-26,A
PROP-00980,520182,6,2,132.2,138.5,1,2.0,0.7,Thornton,2024-07-19,D
PROP-00981,408736,3,2,101.2,0.0,18,1.5,1.2,Westbury,2022-12-29,C
PROP-00982,282275,2,1,75.1,50.6,13,3.0,1.1,Yarrow,2022-02-04,D
PROP-00983,376587,4,2,87.4,135.9,35,4.4,0.8,Victoria,2024-04-05,D
PROP-00984,136125,2,2,42.0,68.6,23,0.6,0.4,Queensbury,2024-04-18,C
PROP-00985,348186,3,2,91.1,77.2,5,1.0,1.6,Castlegate,2024-08-06,B
PROP-00986,381068,4,1,101.4,141.7,62,0.5,0.6,Castlegate,2023-05-21,C
PROP-00987,427911,4,2,105.0,90.6,5,0.2,1.2,Ferndale,2023-07-26,C
PROP-00988,330118,4,1,90.8,0.0,150,0.6,0.7,Castlegate,2024-09-30,D
PROP-00989,319699,3,1,72.4,88.4,72,0.8,0.8,Gladstone,2024-06-07,D
PROP-00990,273366,3,2,75.7,107.2,32,2.1,0.5,Queensbury,2023-03-08,C
PROP-00991,551831,5,2,126.4,87.3,15,1.3,1.1,Elmswood,2022-03-11,D
PROP-00992,423784,4,2,98.3,97.7,16,1.7,0.3,Foxhall,2024-01-04,C
PROP-00993,387643,4,1,113.1,68.0,52,1.1,0.4,Yarrow,2024-02-04,E
PROP-00994,139121,2,2,48.6,133.2,57,3.6,0.8,Northgate,2024-05-22,G
