station_id,station_name,country,latitude,longitude,elevation_m,avg_temp_c,avg_humidity_pct,avg_wind_speed_ms,measurement_date
WS008,Jyväskylä Lake,Finland,62.2415,25.7209,78,12.3,74.0,3.2,2023-07-18
WS009,Córdoba Sierra,Spain,37.8882,-4.7794,106,17.4,67.8,3.5,2023-07-18
WS010,Brně South,Czech Republic,49.1951,16.6068,237,22.5,73.8,11.6,2023-07-18
WS011,Würzburg Valley,Germany,49.7913,9.9534,177,13.5,64.7,1.3,2023-07-18
WS012,Strasbourg Est,France,48.5734,7.7521,142,22.3,77.3,5.9,2023-07-18
WS013,Kraków Old Town,Poland,50.0647,19.945,219,16.0,53.8,0,2023-07-18
WS014,Reykjavik Port,Iceland,64.1466,-21.9426,14,18.7,72.6,3.3,2023-07-18
WS015,Tromso Arctic,Norway,69.6492,18.9553,10,14.6,76.3,6.4,2023-07-18
WS016,Oulu North,Finland,65.0121,25.4651,15,8.5,54.3,4.5,2023-07-18
WS017,Cluj-Napoca Centre,Romania,46.7712,23.6236,405,20.5,79.4,1.5,2023-07-18
WS018,Pôrto Atlantic,Portugal,41.1579,-8.6291,85,21.7,98.1,5.7,2023-07-18
WS019,Thessaloniki Bay,Greece,40.6401,22.9444,5,24.1,64.7,5.9,2023-07-18
WS020,Izmir Coastal,Turkey,38.4192,27.1287,2,27.6,66.6,7.1,2023-07-18
WS021,Gdansk Baltic,Poland,54.352,18.6466,7,14.3,73.9,6.3,2023-07-18
WS022,Bergen Fjørd,Norway,60.3913,5.3221,12,12.6,81.5,2.3,2023-07-18
WS023,Ljubljana Basin,Slovenia,46.0569,14.5058,295,17.2,65.0,8.8,2023-07-18
WS024,Bratislava Danube,Slovakia,48.1486,17.1077,134,19.9,79.0,2.2,2023-07-18
WS025,Réval Harbour,Estonia,59.437,24.7536,9,15.4,47.4,2.6,2023-07-18
WS001,Zürich Central,Switzerland,47.3769,8.5417,408,20.4,64.4,7.6,2023-08-05
WS002,São Paulo Paulista,Brazil,-23.5505,-46.6333,760,7.9,62.0,7.2,2023-08-05
WS003,Malmö Harbour,Sweden,55.605,13.0038,12,13.2,42.2,7.3,2023-08-05
WS004,London Heathrow,United Kingdom,51.47,-0.4543,25,17.7,32.5,4.1,2023-08-05
WS005,Düsseldorf Rhine,Germany,51.2277,6.7735,38,15.4,91.2,2.2,2023-08-05
WS006,Montréal Centre,Canada,45.5017,-73.5673,36,16.8,51.3,1.4,2023-08-05
WS007,Göteborg Coast,Sweden,57.7089,11.9746,5,12.3,43.5,1.4,2023-08-05
WS008,Jyväskylä Lake,Finland,62.2415,25.7209,78,8.1,42.5,0.1,2023-08-05
WS009,Córdoba Sierra,Spain,37.8882,-4.7794,106,19.5,54.7,0.9,2023-08-05
WS010,Brně South,Czech Republic,49.1951,16.6068,237,18.7,64.3,2.9,2023-08-05
WS011,Würzburg Valley,Germany,49.7913,9.9534,177,15.7,88.9,4.6,2023-08-05
WS012,Strasbourg Est,France,48.5734,7.7521,142,18.9,26.2,2.4,2023-08-05
WS013,Kraków Old Town,Poland,50.0647,19.945,219,10.5,58.6,4.9,2023-08-05
WS014,Reykjavik Port,Iceland,64.1466,-21.9426,14,10.3,72.8,1.4,2023-08-05
WS015,Tromso Arctic,Norway,69.6492,18.9553,10,12.2,41.7,3.3,2023-08-05
WS016,Oulu North,Finland,65.0121,25.4651,15,13.2,73.0,3.7,2023-08-05
WS017,Cluj-Napoca Centre,Romania,46.7712,23.6236,405,23.9,58.8,2.9,2023-08-05
WS018,Pôrto Atlantic,Portugal,41.1579,-8.6291,85,11.7,91.5,3.1,2023-08-05
WS019,Thessaloniki Bay,Greece,40.6401,22.9444,5,16.6,84.8,7.1,2023-08-05
WS020,Izmir Coastal,Turkey,38.4192,27.1287,2,21.2,43.5,5.0,2023-08-05
WS021,Gdansk Baltic,Poland,54.352,18.6466,7,13.7,47.4,6.6,2023-08-05
WS022,Bergen Fjørd,Norway,60.3913,5.3221,12,7.1,73.5,5.1,2023-08-05
WS023,Ljubljana Basin,Slovenia,46.0569,14.5058,295,24.5,69.9,0,2023-08-05
WS024,Bratislava Danube,Slovakia,48.1486,17.1077,134,15.1,66.0,4.9,2023-08-05
WS025,Réval Harbour,Estonia,59.437,24.7536,9,16.8,35.6,3.2,2023-08-05
WS001,Zürich Central,Switzerland,47.3769,8.5417,408,20.8,88.2,8.7,2023-08-23
WS002,São Paulo Paulista,Brazil,-23.5505,-46.6333,760,7.3,81.5,8.3,2023-08-23
WS003,Malmö Harbour,Sweden,55.605,13.0038,12,18.7,75.9,6.1,2023-08-23
WS004,London Heathrow,United Kingdom,51.47,-0.4543,25,14.1,43.3,6.5,2023-08-23
WS005,Düsseldorf Rhine,Germany,51.2277,6.7735,38,15.5,64.6,2.6,2023-08-23
WS006,Montréal Centre,Canada,45.5017,-73.5673,36,17.3,68.5,1.4,2023-08-23
WS007,Göteborg Coast,Sweden,57.7089,11.9746,5,14.6,68.7,3.8,2023-08-23
WS008,Jyväskylä Lake,Finland,62.2415,25.7209,78,10.7,76.8,8.7,2023-08-23
WS009,Córdoba Sierra,Spain,37.8882,-4.7794,106,19.2,83.5,6.2,2023-08-23
WS010,Brně South,Czech Republic,49.1951,16.6068,237,9.3,53.6,2.4,2023-08-23
WS011,Würzburg Valley,Germany,49.7913,9.9534,177,19.4,67.8,5.2,2023-08-23
WS012,Strasbourg Est,France,48.5734,7.7521,142,19.4,51.5,2.1,2023-08-23
WS013,Kraków Old Town,Poland,50.0647,19.945,219,13.3,62.4,3.7,2023-08-23
WS014,Reykjavik Port,Iceland,64.1466,-21.9426,14,12.8,54.1,6.3,2023-08-23
WS015,Tromso Arctic,Norway,69.6492,18.9553,10,13.2,88.2,5.8,2023-08-23
WS016,Oulu North,Finland,65.0121,25.4651,15,12.5,75.1,5.5,2023-08-23
WS017,Cluj-Napoca Centre,Romania,46.7712,23.6236,405,16.1,84.3,8.3,2023-08-23
WS018,Pôrto Atlantic,Portugal,41.1579,-8.6291,85,25.9,65.5,4.8,2023-08-23
WS019,Thessaloniki Bay,Greece,40.6401,22.9444,5,21.4,65.0,5.5,2023-08-23
WS020,Izmir Coastal,Turkey,38.4192,27.1287,2,20.5,62.1,8.4,2023-08-23
WS021,Gdansk Baltic,Poland,54.352,18.6466,7,16.0,66.0,6.2,2023-08-23
WS022,Bergen Fjørd,Norway,60.3913,5.3221,12,14.0,69.4,3.8,2023-08-23
WS023,Ljubljana Basin,Slovenia,46.0569,14.5058,295,14.6,64.5,1.2,2023-08-23
WS024,Bratislava Danube,Slovakia,48.1486,17.1077,134,18.2,47.3,6.3,2023-08-23
WS025,Réval Harbour,Estonia,59.437,24.7536,9,16.1,69.2,3.7,2023-08-23
WS001,Zürich Central,Switzerland,47.3769,8.5417,408,15.5,35.5,1.3,2023-09-10
WS002,São Paulo Paulista,Brazil,-23.5505,-46.6333,760,11.7,70.2,3.8,2023-09-10
WS003,Malmö Harbour,Sweden,55.605,13.0038,12,8.5,67.0,2.9,2023-09-10
WS004,London Heathrow,United Kingdom,51.47,-0.4543,25,9.6,69.9,3.5,2023-09-10
WS005,Düsseldorf Rhine,Germany,51.2277,6.7735,38,16.5,75.0,5.8,2023-09-10
WS006,Montréal Centre,Canada,45.5017,-73.5673,36,15.8,52.3,1.7,2023-09-10
WS007,Göteborg Coast,Sweden,57.7089,11.9746,5,6.4,100,1.3,2023-09-10
WS008,Jyväskylä Lake,Finland,62.2415,25.7209,78,8.6,59.6,3.3,2023-09-10
WS009,Córdoba Sierra,Spain,37.8882,-4.7794,106,15.6,37.0,1.5,2023-09-10
WS010,Brně South,Czech Republic,49.1951,16.6068,237,9.4,63.1,2.3,2023-09-10
WS011,Würzburg Valley,Germany,49.7913,9.9534,177,11.3,68.2,2.5,2023-09-10
WS012,Strasbourg Est,France,48.5734,7.7521,142,16.6,59.2,4.6,2023-09-10
WS013,Kraków Old Town,Poland,50.0647,19.945,219,9.3,74.9,3.0,2023-09-10
WS014,Reykjavik Port,Iceland,64.1466,-21.9426,14,9.8,70.0,3.6,2023-09-10
WS015,Tromso Arctic,Norway,69.6492,18.9553,10,7.4,59.2,7.4,2023-09-10
WS016,Oulu North,Finland,65.0121,25.4651,15,11.1,72.2,1.0,2023-09-10
WS017,Cluj-Napoca Centre,Romania,46.7712,23.6236,405,11.1,55.0,3.4,2023-09-10
WS018,Pôrto Atlantic,Portugal,41.1579,-8.6291,85,17.6,51.6,6.9,2023-09-10
WS019,Thessaloniki Bay,Greece,40.6401,22.9444,5,16.5,34.8,2.8,2023-09-10
WS020,Izmir Coastal,Turkey,38.4192,27.1287,2,9.4,53.7,2.6,2023-09-10
WS021,Gdansk Baltic,Poland,54.352,18.6466,7,10.1,60.1,3.0,2023-09-10
WS022,Bergen Fjørd,Norway,60.3913,5.3221,12,8.1,87.5,7.0,2023-09-10
WS023,Ljubljana Basin,Slovenia,46.0569,14.5058,295,11.2,83.8,0,2023-09-10
WS024,Bratislava Danube,Slovakia,48.1486,17.1077,134,11.5,87.9,0,2023-09-10
WS025,Réval Harbour,Estonia,59.437,24.7536,9,11.9,46.2,3.6,2023-09-10
WS001,Zürich Central,Switzerland,47.3769,8.5417,408,13.7,90.5,2.0,2023-09-28
WS002,São Paulo Paulista,Brazil,-23.5505,-46.6333,760,11.9,74.4,3.4,2023-09-28
WS003,Malmö Harbour,Sweden,55.605,13.0038,12,9.0,64.1,4.2,2023-09-28
WS004,London Heathrow,United Kingdom,51.47,-0.4543,25,15.5,50.9,2.9,2023-09-28
WS005,Düsseldorf Rhine,Germany,51.2277,6.7735,38,13.9,62.5,3.5,2023-09-28
WS006,Montréal Centre,Canada,45.5017,-73.5673,36,14.8,54.6,2.0,2023-09-28
WS007,Göteborg Coast,Sweden,57.7089,11.9746,5,12.1,48.6,6.9,2023-09-28
WS008,Jyväskylä Lake,Finland,62.2415,25.7209,78,9.9,45.9,4.7,2023-09-28
WS009,Córdoba Sierra,Spain,37.8882,-4.7794,106,17.9,76.4,6.9,2023-09-28
WS010,Brně South,Czech Republic,49.1951,16.6068,237,12.5,54.4,2.5,2023-09-28
WS011,Würzburg Valley,Germany,49.7913,9.9534,177,10.5,53.8,4.7,2023-09-28
WS012,Strasbourg Est,France,48.5734,7.7521,142,13.9,57.6,2.2,2023-09-28
WS013,Kraków Old Town,Poland,50.0647,19.945,219,14.4,57.5,1.4,2023-09-28
WS014,Reykjavik Port,Iceland,64.1466,-21.9426,14,8.2,61.0,1.3,2023-09-28
WS015,Tromso Arctic,Norway,69.6492,18.9553,10,9.3,77.7,4.1,2023-09-28
WS016,Oulu North,Finland,65.0121,25.4651,15,8.7,72.9,3.9,2023-09-28
WS017,Cluj-Napoca Centre,Romania,46.7712,23.6236,405,17.1,89.8,4.2,2023-09-28
WS018,Pôrto Atlantic,Portugal,41.1579,-8.6291,85,17.6,78.1,3.2,2023-09-28
WS019,Thessaloniki Bay,Greece,40.6401,22.9444,5,13.1,78.6,0.1,2023-09-28
WS020,Izmir Coastal,Turkey,38.4192,27.1287,2,22.6,78.1,4.5,2023-09-28
WS021,Gdansk Baltic,Poland,54.352,18.6466,7,12.0,91.3,1.6,2023-09-28
WS022,Bergen Fjørd,Norway,60.3913,5.3221,12,6.4,56.0,3.3,2023-09-28
WS023,Ljubljana Basin,Slovenia,46.0569,14.5058,295,11.6,67.3,4.3,2023-09-28
WS024,Bratislava Danube,Slovakia,48.1486,17.1077,134,11.5,89.0,0.5,2023-09-28
WS025,Réval Harbour,Estonia,59.437,24.7536,9,6.4,70.6,3.5,2023-09-28
WS001,Zürich Central,Switzerland,47.3769,8.5417,408,10.5,55.7,1.4,2023-10-16
WS002,São Paulo Paulista,Brazil,-23.5505,-46.6333,760,15.2,54.7,5.3,2023-10-16
WS003,Malmö Harbour,Sweden,55.605,13.0038,12,5.0,76.4,5.5,2023-10-16
WS004,London Heathrow,United Kingdom,51.47,-0.4543,25,11.0,78.5,6.0,2023-10-16
WS005,Düsseldorf Rhine,Germany,51.2277,6.7735,38,10.2,57.2,3.3,2023-10-16
WS006,Montréal Centre,Canada,45.5017,-73.5673,36,4.3,69.4,2.3,2023-10-16
WS007,Göteborg Coast,Sweden,57.7089,11.9746,5,7.0,72.9,0.6,2023-10-16
WS008,Jyväskylä Lake,Finland,62.2415,25.7209,78,1.2,59.8,2.7,2023-10-16
WS009,Córdoba Sierra,Spain,37.8882,-4.7794,106,12.9,47.7,4.1,2023-10-16
WS010,Brně South,Czech Republic,49.1951,16.6068,237,3.5,32.7,5.8,2023-10-16
WS011,Würzburg Valley,Germany,49.7913,9.9534,177,4.5,56.6,0.5,2023-10-16
WS012,Strasbourg Est,France,48.5734,7.7521,142,4.6,59.0,3.0,2023-10-16
WS013,Kraków Old Town,Poland,50.0647,19.945,219,11.3,71.7,3.3,2023-10-16
WS014,Reykjavik Port,Iceland,64.1466,-21.9426,14,5.9,81.7,5.0,2023-10-16
WS015,Tromso Arctic,Norway,69.6492,18.9553,10,0.6,80.3,8.4,2023-10-16
WS016,Oulu North,Finland,65.0121,25.4651,15,5.3,91.6,6.3,2023-10-16
WS017,Cluj-Napoca Centre,Romania,46.7712,23.6236,405,12.0,48.6,1.2,2023-10-16
WS018,Pôrto Atlantic,Portugal,41.1579,-8.6291,85,11.1,40.0,2.5,2023-10-16
WS019,Thessaloniki Bay,Greece,40.6401,22.9444,5,14.1,55.0,5.3,2023-10-16
WS020,Izmir Coastal,Turkey,38.4192,27.1287,2,8.1,57.6,6.6,2023-10-16
WS021,Gdansk Baltic,Poland,54.352,18.6466,7,7.5,69.4,8.3,2023-10-16
WS022,Bergen Fjørd,Norway,60.3913,5.3221,12,8.8,51.8,7.3,2023-10-16
WS023,Ljubljana Basin,Slovenia,46.0569,14.5058,295,7.8,64.7,4.0,2023-10-16
WS024,Bratislava Danube,Slovakia,48.1486,17.1077,134,12.2,48.1,5.1,2023-10-16
WS025,Réval Harbour,Estonia,59.437,24.7536,9,6.8,77.2,3.5,2023-10-16
WS001,Zürich Central,Switzerland,47.3769,8.5417,408,7.2,54.3,6.9,2023-11-03
WS002,São Paulo Paulista,Brazil,-23.5505,-46.6333,760,23.2,44.0,5.0,2023-11-03
WS003,Malmö Harbour,Sweden,55.605,13.0038,12,2.0,59.7,2.2,2023-11-03
WS004,London Heathrow,United Kingdom,51.47,-0.4543,25,2.1,43.4,8.2,2023-11-03
WS005,Düsseldorf Rhine,Germany,51.2277,6.7735,38,-0.5,55.1,6.9,2023-11-03
WS006,Montréal Centre,Canada,45.5017,-73.5673,36,6.6,75.8,7.8,2023-11-03
WS007,Göteborg Coast,Sweden,57.7089,11.9746,5,-0.2,49.3,6.1,2023-11-03
WS008,Jyväskylä Lake,Finland,62.2415,25.7209,78,1.6,60.1,0.8,2023-11-03
WS009,Córdoba Sierra,Spain,37.8882,-4.7794,106,11.1,73.6,0.6,2023-11-03
WS010,Brně South,Czech Republic,49.1951,16.6068,237,5.9,43.4,2.8,2023-11-03
WS011,Würzburg Valley,Germany,49.7913,9.9534,177,0.0,55.4,1.9,2023-11-03
WS012,Strasbourg Est,France,48.5734,7.7521,142,2.0,75.9,4.7,2023-11-03
WS013,Kraków Old Town,Poland,50.0647,19.945,219,5.2,81.4,3.1,2023-11-03
WS014,Reykjavik Port,Iceland,64.1466,-21.9426,14,-1.1,73.1,8.3,2023-11-03
WS015,Tromso Arctic,Norway,69.6492,18.9553,10,-0.5,85.7,6.5,2023-11-03
WS016,Oulu North,Finland,65.0121,25.4651,15,1.5,38.2,6.2,2023-11-03
WS017,Cluj-Napoca Centre,Romania,46.7712,23.6236,405,5.0,65.8,2.7,2023-11-03
WS018,Pôrto Atlantic,Portugal,41.1579,-8.6291,85,5.0,71.2,6.1,2023-11-03
WS019,Thessaloniki Bay,Greece,40.6401,22.9444,5,2.0,68.3,2.6,2023-11-03
WS020,Izmir Coastal,Turkey,38.4192,27.1287,2,4.3,70.9,3.2,2023-11-03
WS021,Gdansk Baltic,Poland,54.352,18.6466,7,-0.1,53.5,4.7,2023-11-03
WS022,Bergen Fjørd,Norway,60.3913,5.3221,12,-0.2,48.6,1.9,2023-11-03
WS023,Ljubljana Basin,Slovenia,46.0569,14.5058,295,4.1,71.1,1.4,2023-11-03
WS024,Bratislava Danube,Slovakia,48.1486,17.1077,134,5.4,52.6,10.8,2023-11-03
WS025,Réval Harbour,Estonia,59.437,24.7536,9,-2.6,53.1,4.5,2023-11-03
WS001,Zürich Central,Switzerland,47.3769,8.5417,408,1.5,77.4,8.5,2023-11-21
WS002,São Paulo Paulista,Brazil,-23.5505,-46.6333,760,21.0,67.6,2.7,2023-11-21
WS003,Malmö Harbour,Sweden,55.605,13.0038,12,1.5,86.5,6.2,2023-11-21
WS004,London Heathrow,United Kingdom,51.47,-0.4543,25,0.1,88.2,6.9,2023-11-21
WS005,Düsseldorf Rhine,Germany,51.2277,6.7735,38,4.4,55.1,4.2,2023-11-21
WS006,Montréal Centre,Canada,45.5017,-73.5673,36,2.4,72.0,3.2,2023-11-21
WS007,Göteborg Coast,Sweden,57.7089,11.9746,5,-5.9,78.9,4.5,2023-11-21
WS008,Jyväskylä Lake,Finland,62.2415,25.7209,78,2.5,63.0,4.5,2023-11-21
WS009,Córdoba Sierra,Spain,37.8882,-4.7794,106,10.7,70.8,4.7,2023-11-21
WS010,Brně South,Czech Republic,49.1951,16.6068,237,13.2,62.5,4.4,2023-11-21
WS011,Würzburg Valley,Germany,49.7913,9.9534,177,8.6,52.9,1.4,2023-11-21
WS012,Strasbourg Est,France,48.5734,7.7521,142,-0.5,73.0,5.6,2023-11-21
WS013,Kraków Old Town,Poland,50.0647,19.945,219,5.5,44.7,6.5,2023-11-21
WS014,Reykjavik Port,Iceland,64.1466,-21.9426,14,2.2,63.5,4.1,2023-11-21
WS015,Tromso Arctic,Norway,69.6492,18.9553,10,-1.2,70.5,5.6,2023-11-21
WS016,Oulu North,Finland,65.0121,25.4651,15,-4.9,62.4,1.0,2023-11-21
WS017,Cluj-Napoca Centre,Romania,46.7712,23.6236,405,6.3,73.0,3.8,2023-11-21
WS018,Pôrto Atlantic,Portugal,41.1579,-8.6291,85,7.2,41.7,6.1,2023-11-21
WS019,Thessaloniki Bay,Greece,40.6401,22.9444,5,5.1,66.9,6.8,2023-11-21
WS020,Izmir Coastal,Turkey,38.4192,27.1287,2,4.9,83.0,4.3,2023-11-21
WS021,Gdansk Baltic,Poland,54.352,18.6466,7,2.0,73.3,0.9,2023-11-21
WS022,Bergen Fjørd,Norway,60.3913,5.3221,12,1.7,65.9,6.6,2023-11-21
WS023,Ljubljana Basin,Slovenia,46.0569,14.5058,295,4.0,59.6,4.9,2023-11-21
WS024,Bratislava Danube,Slovakia,48.1486,17.1077,134,3.8,47.4,3.5,2023-11-21
WS025,Réval Harbour,Estonia,59.437,24.7536,9,4.0,63.6,1.8,2023-11-21
WS001,Zürich Central,Switzerland,47.3769,8.5417,408,2.7,37.2,0,2023-12-09
WS002,São Paulo Paulista,Brazil,-23.5505,-46.6333,760,25.8,67.7,4.6,2023-12-09
WS003,Malmö Harbour,Sweden,55.605,13.0038,12,-4.9,62.7,0.5,2023-12-09
WS004,London Heathrow,United Kingdom,51.47,-0.4543,25,-0.2,40.8,3.6,2023-12-09
WS005,Düsseldorf Rhine,Germany,51.2277,6.7735,38,0.0,38.7,2.7,2023-12-09
WS006,Montréal Centre,Canada,45.5017,-73.5673,36,3.5,88.2,0.2,2023-12-09
WS007,Göteborg Coast,Sweden,57.7089,11.9746,5,-1.9,46.5,0.6,2023-12-09
WS008,Jyväskylä Lake,Finland,62.2415,25.7209,78,0.4,75.0,2.0,2023-12-09
WS009,Córdoba Sierra,Spain,37.8882,-4.7794,106,4.4,74.6,4.5,2023-12-09
WS010,Brně South,Czech Republic,49.1951,16.6068,237,6.7,74.1,0,2023-12-09
WS011,Würzburg Valley,Germany,49.7913,9.9534,177,-1.1,54.0,3.5,2023-12-09
WS012,Strasbourg Est,France,48.5734,7.7521,142,0.2,55.2,1.3,2023-12-09
WS013,Kraków Old Town,Poland,50.0647,19.945,219,3.7,74.0,2.3,2023-12-09
WS014,Reykjavik Port,Iceland,64.1466,-21.9426,14,-3.0,75.1,7.2,2023-12-09
WS015,Tromso Arctic,Norway,69.6492,18.9553,10,-10.0,76.7,2.5,2023-12-09
WS016,Oulu North,Finland,65.0121,25.4651,15,-1.9,62.1,0,2023-12-09
WS017,Cluj-Napoca Centre,Romania,46.7712,23.6236,405,0.9,38.2,3.5,2023-12-09
WS018,Pôrto Atlantic,Portugal,41.1579,-8.6291,85,2.4,59.0,0.3,2023-12-09
WS019,Thessaloniki Bay,Greece,40.6401,22.9444,5,-0.6,52.3,3.4,2023-12-09
WS020,Izmir Coastal,Turkey,38.4192,27.1287,2,7.4,75.6,2.8,2023-12-09
WS021,Gdansk Baltic,Poland,54.352,18.6466,7,2.0,44.5,5.7,2023-12-09
WS022,Bergen Fjørd,Norway,60.3913,5.3221,12,-4.3,68.5,5.6,2023-12-09
WS023,Ljubljana Basin,Slovenia,46.0569,14.5058,295,-1.1,77.0,4.0,2023-12-09
WS024,Bratislava Danube,Slovakia,48.1486,17.1077,134,7.5,60.4,7.2,2023-12-09
WS025,Réval Harbour,Estonia,59.437,24.7536,9,-1.5,47.4,7.4,2023-12-09
