age_group,income,employment_length,loan_amount,credit_history_length,num_open_accounts,debt_to_income,region,defaulted
36-50,31006.23,3,16520.63,15,1,0.3902,North,0
36-50,56710.26,1,18878.88,13,4,0.3988,Scotland,0
18-25,43675.2,0,9163.4,12,5,0.267,Wales,0
18-25,54160.11,35,27397.33,12,4,0.2948,Midlands,0
51-65,20338.55,28,11552.48,13,3,0.2897,Wales,0
51-65,67994.58,6,1000.0,11,5,0.1282,North,0
26-35,31886.08,40,13053.59,0,2,0.4744,London,0
18-25,50553.63,11,28679.69,10,2,0.1857,North,0
18-25,39748.55,0,11545.45,14,4,0.3522,North,0
36-50,32279.74,1,4531.21,3,6,0.2803,Wales,1
51-65,49790.73,24,21282.08,6,4,0.2914,Midlands,0
26-35,52809.18,9,17584.02,7,7,0.4013,North,1
36-50,90384.26,18,14970.69,8,7,0.2264,London,0
51-65,53506.86,22,19771.24,5,1,0.3748,South East,0
65+,53236.84,5,8083.1,8,2,0.3759,London,0
18-25,62607.87,0,8999.8,10,4,0.2269,Midlands,1
26-35,51573.37,2,22275.2,0,3,0.4293,Scotland,0
18-25,41303.13,0,5336.12,8,3,0.4841,South East,0
51-65,47863.05,2,31149.06,6,3,0.563,Midlands,0
51-65,57386.53,5,27293.69,0,3,0.2886,South East,0
36-50,67033.74,1,3558.84,10,5,0.3429,London,0
18-25,15000.0,1,29758.1,9,2,0.3503,Midlands,0
26-35,15000.0,5,16521.94,8,3,0.3999,London,0
26-35,66270.76,4,28847.88,11,3,0.5298,North,0
36-50,27645.71,6,16334.27,9,5,0.3784,London,0
26-35,15000.0,5,13228.15,4,5,0.3817,London,0
18-25,15000.0,10,12185.37,11,4,0.1886,Midlands,0
51-65,74433.26,27,1000.0,12,7,0.5658,North,0
26-35,57797.03,1,24271.03,2,5,0.263,London,0
36-50,27688.33,1,7928.99,12,3,0.0008,Midlands,0
18-25,28432.42,19,24598.24,6,5,0.0469,Scotland,0
51-65,42987.54,7,31739.58,11,10,0.359,North,0
36-50,57469.03,14,9224.43,8,2,0.1672,London,0
65+,36707.86,2,8633.82,7,1,0.3265,North,0
36-50,27851.49,17,25077.94,10,3,0.1406,North,0
65+,62430.84,25,10324.53,6,5,0.3566,London,0
51-65,41534.91,10,28172.46,13,5,0.3877,Scotland,0
36-50,38550.73,1,8088.03,14,3,0.3411,Wales,0
65+,52658.24,22,29382.11,5,5,0.2364,Scotland,0
26-35,15000.0,15,11942.63,7,4,0.4254,Scotland,0
26-35,50534.43,13,18302.48,6,6,0.2721,North,0
18-25,49396.49,0,24822.58,9,3,0.2974,North,0
36-50,17179.5,16,20115.03,14,2,0.2588,North,0
51-65,15000.0,1,25706.6,0,5,0.2879,Scotland,0
51-65,31841.49,2,1000.0,0,4,0.5445,North,1
18-25,45293.52,8,10927.98,7,2,0.3194,South East,1
36-50,47127.68,3,15632.38,8,8,0.1676,Midlands,0
26-35,72672.84,10,7344.82,3,4,0.2049,Scotland,0
36-50,45301.55,9,24707.85,8,2,0.2869,London,0
26-35,16821.12,1,9877.51,4,12,0.2246,North,0
65+,37482.51,10,7365.27,5,5,0.434,Wales,0
26-35,18624.42,25,24404.57,14,6,0.15,North,0
26-35,38776.14,1,4545.45,6,3,0.3057,Wales,1
51-65,67360.39,9,5032.82,6,4,0.4413,North,0
36-50,50266.37,4,20082.76,8,3,0.2444,London,0
18-25,29025.87,6,28438.21,13,6,0.3727,Scotland,0
36-50,52662.13,3,16616.79,7,6,0.3152,South East,0
18-25,27999.92,4,1000.0,5,2,0.3162,Midlands,0
65+,15000.0,0,21849.35,10,1,0.3814,South East,1
36-50,19797.29,39,9074.02,12,6,0.0969,South East,0
26-35,50251.93,9,26207.59,13,4,0.4644,Midlands,0
36-50,55902.05,6,11203.46,7,4,0.0924,Midlands,0
18-25,72917.66,4,26439.46,10,6,0.4563,North,0
51-65,48141.23,7,10821.91,11,1,0.3721,Scotland,0
65+,66248.87,4,8112.68,8,4,0.3768,South East,1
51-65,53341.68,4,1000.0,14,2,0.5137,South East,0
26-35,58873.25,6,8404.08,11,3,0.462,North,0
26-35,61830.97,3,16772.7,17,1,0.4177,North,1
18-25,50766.31,1,16004.44,12,6,0.2847,Wales,1
36-50,61347.28,8,21116.36,0,3,0.2767,London,0
36-50,29426.05,18,27441.47,6,3,0.421,Scotland,0
36-50,15000.0,1,15286.67,0,5,0.3743,Midlands,0
65+,53713.31,0,15677.3,4,2,0.3561,North,0
26-35,48746.01,2,26128.84,6,1,0.3132,London,0
18-25,26245.1,38,17310.15,12,8,0.2711,Midlands,0
18-25,19275.86,17,5768.42,5,2,0.1532,South East,0
26-35,44352.15,9,9778.69,14,4,0.3972,South East,0
18-25,54904.6,26,1000.0,4,4,0.2982,Midlands,0
36-50,51358.38,5,5632.63,6,3,0.2904,Scotland,0
26-35,23646.38,40,1000.0,1,2,0.1025,North,0
26-35,27683.09,3,18510.01,15,3,0.3311,North,1
51-65,54050.74,2,27115.3,15,3,0.1564,Midlands,0
26-35,43308.35,10,5591.51,7,4,0.2678,Midlands,0
36-50,61082.77,4,5963.66,0,5,0.4151,Wales,0
26-35,36181.11,9,24431.42,6,5,0.3276,Midlands,0
36-50,55311.45,3,10491.13,9,3,0.3074,South East,0
65+,41286.3,9,17567.47,4,3,0.2328,South East,0
18-25,28989.58,3,22431.33,19,3,0.2543,North,0
36-50,58706.93,0,7919.23,17,5,0.5102,Midlands,0
51-65,24133.9,24,8113.41,0,7,0.4136,London,1
36-50,43334.73,21,9936.14,2,1,0.2645,Scotland,0
26-35,45194.76,35,1000.0,10,5,0.3073,North,0
26-35,39834.8,12,19866.77,2,3,0.3497,North,0
36-50,59834.39,11,21008.69,8,2,0.3726,London,0
51-65,52307.08,8,15796.89,8,3,0.3171,Midlands,0
18-25,50161.71,1,28596.77,7,1,0.1076,Wales,0
18-25,43232.34,2,12388.15,13,5,0.3162,Scotland,0
26-35,75413.9,3,21175.9,17,3,0.3089,South East,0
26-35,68364.01,22,19858.34,9,3,0.5669,London,0
26-35,58549.72,1,7008.88,1,7,0.643,Midlands,1
26-35,55591.85,25,26548.67,8,6,0.3971,South East,0
26-35,31159.35,7,16281.75,5,1,0.2387,North,0
18-25,41116.57,12,24746.09,17,2,0.4015,Wales,0
65+,53444.78,1,1990.67,11,6,0.1162,Midlands,0
18-25,60928.46,3,16097.53,10,3,0.2561,London,0
26-35,58056.86,31,10394.07,11,3,0.1248,Scotland,0
26-35,52457.32,3,6485.48,7,6,0.3861,London,0
65+,78011.27,3,29094.98,14,4,0.1747,Wales,0
51-65,39559.41,2,16952.97,5,9,0.2856,North,1
51-65,60237.42,1,1000.0,12,7,0.3147,Wales,1
18-25,58045.92,2,10026.93,15,6,0.3165,South East,0
51-65,49993.19,10,24390.52,3,2,0.2633,London,0
36-50,50649.0,6,6471.22,9,5,0.3604,Midlands,0
26-35,50286.21,8,5450.15,10,4,0.1695,Midlands,0
36-50,29251.75,1,13529.55,2,1,0.5287,South East,1
51-65,49215.5,16,19693.08,1,3,0.1959,Wales,0
51-65,55469.05,15,7717.28,3,8,0.3248,Scotland,0
51-65,47794.86,0,18907.21,7,5,0.395,North,0
65+,15000.0,4,15348.62,10,4,0.4019,South East,0
26-35,15000.0,0,16564.36,6,3,0.413,North,1
36-50,27271.82,15,1000.0,17,3,0.1289,North,0
18-25,39985.31,13,15159.15,13,2,0.2099,Midlands,0
51-65,28238.16,23,12493.09,10,9,0.3363,Wales,0
26-35,53626.42,2,18903.49,5,5,0.3777,South East,0
51-65,63455.98,6,8461.97,8,2,0.4709,South East,0
26-35,66006.06,2,11290.54,13,1,0.2583,London,0
26-35,48062.6,4,20331.04,12,10,0.2114,North,0
18-25,61514.9,7,29457.18,12,7,0.2544,North,0
26-35,31874.07,0,1754.27,6,3,0.5911,South East,1
51-65,39270.23,12,20131.47,5,1,0.5001,South East,0
18-25,20994.21,7,27199.33,0,6,0.2997,London,1
36-50,63724.19,17,21947.05,10,1,0.4742,South East,0
18-25,77387.03,3,26525.37,0,5,0.2513,Midlands,0
26-35,35725.24,23,9564.78,7,2,0.4345,South East,0
26-35,15000.0,40,27367.72,5,3,0.1545,South East,0
26-35,24802.77,25,7755.38,9,9,0.3628,Scotland,0
51-65,30296.9,15,15551.28,13,3,0.4423,Midlands,0
36-50,18128.35,16,9976.09,14,5,0.2808,North,0
26-35,23454.46,8,10378.05,11,5,0.3936,London,1
36-50,45683.13,2,1000.0,4,3,0.2526,Midlands,0
18-25,53875.0,11,1000.0,7,5,0.3564,Midlands,0
26-35,15000.0,12,26767.83,3,4,0.2622,South East,1
36-50,32421.09,40,1000.0,4,4,0.4183,London,0
26-35,42678.17,7,17504.43,10,2,0.1683,Scotland,0
36-50,22798.18,3,2009.64,3,3,0.1982,Wales,0
36-50,46251.31,11,6514.46,5,6,0.4767,London,0
51-65,39879.07,38,21843.03,2,4,0.0249,South East,0
65+,33925.37,1,16620.34,11,1,0.2431,Wales,0
18-25,26439.15,3,13728.6,6,4,0.303,London,0
26-35,46921.34,7,26446.54,0,1,0.3624,North,0
26-35,28257.22,1,12103.26,16,5,0.2627,Wales,0
26-35,15000.0,0,27299.77,13,5,0.1849,Wales,0
51-65,42397.79,4,4305.56,0,6,0.4672,Midlands,1
51-65,19697.58,20,3102.09,11,4,0.4464,South East,0
36-50,15000.0,0,13618.32,15,2,0.2745,South East,0
36-50,44331.4,5,15032.76,7,2,0.1051,Scotland,0
18-25,39067.64,14,6416.12,8,4,0.3567,Wales,0
36-50,26405.94,30,12238.95,6,1,0.3418,North,0
51-65,46120.92,40,28647.65,10,1,0.24,North,0
36-50,49630.78,5,11056.08,13,7,0.0854,North,0
26-35,46316.91,30,1000.0,2,6,0.2874,North,0
36-50,45663.45,0,1000.0,4,3,0.412,Scotland,0
26-35,15000.0,13,35866.26,8,5,0.4301,North,1
36-50,65278.27,10,29505.76,9,2,0.3147,Midlands,0
36-50,52034.47,2,10639.98,10,5,0.2452,South East,0
26-35,24885.76,7,23105.94,7,8,0.4081,North,1
51-65,41788.35,1,17604.19,3,5,0.1836,Midlands,0
51-65,45209.24,20,27705.05,12,2,0.1574,South East,0
18-25,41291.88,4,4287.78,1,5,0.3094,Scotland,0
65+,74275.1,9,4570.31,5,5,0.5056,North,0
36-50,15000.0,1,28193.69,8,7,0.5101,Wales,0
51-65,15428.45,2,1000.0,10,5,0.1619,South East,0
51-65,15000.0,40,15698.03,6,2,0.2675,North,0
36-50,43437.77,13,14552.97,11,4,0.6121,South East,0
51-65,51792.27,32,22842.62,14,6,0.2374,Wales,0
26-35,48508.78,3,16398.78,4,2,0.5144,London,1
26-35,36795.76,1,13679.6,9,2,0.4371,North,0
36-50,49317.73,6,11194.6,9,1,0.4629,North,0
51-65,36663.91,6,5051.94,6,4,0.2665,South East,0
51-65,55333.06,1,13339.02,0,4,0.27,Wales,0
36-50,61931.3,13,26650.99,9,5,0.2107,Scotland,0
36-50,25238.62,4,12140.67,10,1,0.4159,South East,0
26-35,36822.53,2,29062.6,13,6,0.1236,London,0
65+,39738.02,4,22310.04,6,5,0.3004,South East,0
26-35,67657.8,8,19765.79,4,4,0.5161,South East,0
51-65,27358.04,12,13381.77,3,6,0.3913,Scotland,0
36-50,61757.93,6,8715.91,0,4,0.4403,Wales,1
36-50,15610.93,7,31815.88,5,1,0.1227,London,0
26-35,64383.82,1,22935.84,21,2,0.2007,Midlands,0
65+,57333.9,24,13606.2,14,5,0.4621,Midlands,0
36-50,39198.16,26,31991.15,3,4,0.3351,London,0
65+,58500.13,11,21290.38,5,3,0.1952,Midlands,1
18-25,32983.07,0,1000.0,5,7,0.3952,South East,1
36-50,25389.37,7,10734.78,14,2,0.256,Midlands,0
51-65,72716.32,9,22271.07,19,5,0.6245,North,1
51-65,32258.74,40,30075.67,8,5,0.3919,North,0
65+,54186.04,40,38613.01,9,3,0.2093,London,0
18-25,61959.15,19,15255.68,10,1,0.4257,Scotland,0
18-25,56513.98,0,21162.44,7,3,0.5138,North,0
36-50,52786.89,30,8884.19,9,3,0.3193,Scotland,0
18-25,54243.17,9,6126.01,8,8,0.2278,Midlands,0
65+,61034.16,16,1000.0,10,2,0.3253,Scotland,0
26-35,47718.99,5,18899.98,0,4,0.2465,Scotland,0
36-50,41286.44,3,27645.08,5,5,0.289,Midlands,0
18-25,17359.07,6,22758.81,2,4,0.1533,Midlands,0
36-50,47726.28,1,15871.36,11,3,0.425,Wales,0
26-35,60510.09,4,27236.11,4,5,0.1821,North,0
18-25,22187.0,19,44507.65,0,1,0.393,Wales,1
26-35,37876.98,0,6683.08,0,2,0.2835,North,1
26-35,49656.72,1,1000.0,10,4,0.3467,North,0
65+,69222.58,1,18423.99,3,4,0.263,London,0
26-35,21145.76,5,25825.1,7,5,0.3435,South East,0
36-50,56282.14,40,1000.0,15,4,0.3719,Wales,0
65+,35559.84,1,23327.49,9,1,0.2779,South East,0
51-65,29874.61,1,11628.93,5,8,0.1125,London,0
65+,25475.85,24,18368.43,2,3,0.3604,North,0
65+,30200.23,21,5809.8,10,2,0.3669,North,0
36-50,50983.92,0,5194.54,7,5,0.1481,South East,0
36-50,37900.12,13,3953.69,10,2,0.2023,South East,0
18-25,54856.27,10,21675.09,0,6,0.2783,Midlands,0
36-50,21806.72,14,8756.78,13,5,0.0446,London,0
51-65,54545.95,6,17697.49,0,1,0.4049,North,0
36-50,49808.28,40,15295.09,5,6,0.2613,South East,0
51-65,15000.0,0,3198.58,14,4,0.3546,Scotland,0
51-65,69112.2,2,15760.83,0,6,0.1925,Scotland,0
26-35,48118.29,5,17370.05,7,3,0.5621,North,0
51-65,55777.75,5,25626.32,6,5,0.1495,South East,0
36-50,62810.44,25,29943.37,7,1,0.2602,Midlands,0
26-35,59430.75,8,4805.22,9,5,0.4639,Midlands,0
51-65,39730.16,0,18548.27,8,4,0.1821,South East,0
36-50,55052.88,5,1000.0,1,4,0.3309,Scotland,0
51-65,15000.0,5,23512.33,8,2,0.3952,Midlands,1
36-50,49087.79,33,25973.01,7,4,0.1392,Scotland,0
26-35,73184.73,9,1000.0,7,5,0.2398,London,0
51-65,29483.21,10,11607.87,18,5,0.3428,London,0
36-50,58478.16,12,6029.05,14,3,0.3744,Wales,0
26-35,73913.71,14,11582.2,17,2,0.2213,North,0
18-25,54405.72,10,9600.7,9,5,0.5409,Midlands,0
51-65,60457.32,2,14563.74,16,4,0.3777,Midlands,0
18-25,15000.0,20,24873.21,3,2,0.4132,South East,1
51-65,25171.37,13,11862.58,6,5,0.4062,North,1
26-35,67735.23,13,5125.56,5,4,0.1324,London,0
36-50,59286.3,40,13023.62,5,2,0.3062,Midlands,0
65+,50928.38,16,12467.54,8,3,0.3181,Midlands,0
26-35,37236.99,17,14134.06,9,6,0.2895,Wales,0
36-50,47123.18,30,8720.23,10,4,0.3449,Midlands,0
51-65,73286.64,1,18626.28,16,4,0.0671,London,0
51-65,40165.76,6,27934.27,0,4,0.3354,Midlands,0
36-50,54586.52,8,2310.07,1,3,0.2836,London,0
36-50,54113.64,3,19507.16,0,3,0.0661,South East,0
51-65,30014.68,18,24597.3,3,4,0.3707,London,0
51-65,31403.68,14,10660.45,5,2,0.1783,Midlands,0
51-65,69486.24,12,27522.01,4,4,0.2743,London,0
26-35,52262.34,40,14394.23,2,5,0.2895,Midlands,0
65+,29753.83,3,3740.22,8,5,0.0985,Wales,0
36-50,36396.97,13,2284.41,6,5,0.1119,North,0
18-25,24259.42,8,22848.09,3,7,0.3854,London,0
26-35,61197.03,3,21928.58,8,4,0.2475,South East,0
18-25,37468.2,1,30642.9,5,2,0.2729,North,1
18-25,37707.98,22,21707.18,13,4,0.3287,Scotland,1
26-35,57136.54,9,14005.28,7,4,0.109,London,0
18-25,15000.0,17,19823.08,6,3,0.2711,Scotland,1
36-50,41335.75,7,15720.88,9,5,0.3067,Midlands,1
18-25,41803.78,2,11674.27,0,3,0.5317,Midlands,0
26-35,36859.05,4,9506.37,14,5,0.2096,Wales,0
18-25,32108.32,4,1000.0,11,6,0.4147,North,1
18-25,29218.94,36,7578.54,4,1,0.3198,Scotland,0
26-35,47084.11,0,14803.5,2,3,0.1837,South East,1
36-50,23818.44,40,1000.0,2,5,0.244,Midlands,0
65+,44901.33,39,9851.34,0,6,0.424,North,0
51-65,32047.71,40,24205.74,0,4,0.4132,South East,0
51-65,33244.7,6,28432.29,0,4,0.2576,Midlands,1
26-35,45545.84,33,9725.56,0,5,0.3612,South East,0
26-35,33043.37,5,9350.01,6,3,0.1956,London,0
18-25,64806.8,0,7800.18,7,2,0.2988,Midlands,0
51-65,39478.81,2,9416.1,14,1,0.2684,North,0
18-25,60839.67,29,26426.49,12,5,0.4318,Wales,0
36-50,28285.3,0,31292.08,4,3,0.3755,Midlands,1
26-35,27886.18,7,1000.0,6,8,0.2389,North,0
26-35,15000.0,0,6885.35,13,2,0.2508,London,0
65+,33141.16,3,1000.0,5,5,0.3165,Wales,0
51-65,37813.09,0,14713.65,8,4,0.3006,Midlands,0
51-65,43386.5,19,10116.33,4,4,0.2865,North,0
36-50,54552.31,8,18589.21,8,7,0.2778,North,0
51-65,53246.32,23,21632.18,8,4,0.4855,South East,0
36-50,62441.54,11,20522.62,6,7,0.2658,Midlands,0
65+,26028.58,35,1000.0,13,3,0.356,Wales,0
26-35,42554.84,7,14742.98,3,6,0.6107,London,0
36-50,23996.98,10,1000.0,8,8,0.2184,North,0
36-50,49456.22,8,32368.73,16,6,0.3431,Wales,0
26-35,74476.59,6,11453.23,9,4,0.3493,South East,0
51-65,20464.29,18,1335.37,4,5,0.3187,Scotland,0
65+,54375.86,10,9557.35,9,3,0.3249,Wales,0
36-50,60875.53,16,17078.82,20,1,0.2145,North,0
26-35,25930.9,15,22332.48,8,1,0.3631,South East,0
36-50,49853.91,2,28003.1,11,3,0.0995,South East,0
51-65,35521.2,10,15629.1,8,6,0.5357,London,1
36-50,39819.01,2,11661.68,9,2,0.5256,Scotland,1
18-25,34925.07,8,21850.69,7,1,0.2805,Scotland,0
36-50,37952.24,11,21576.36,2,2,0.4462,North,0
18-25,62799.54,40,16187.78,9,5,0.2848,South East,0
51-65,40575.46,0,23096.22,1,3,0.3212,London,0
26-35,31169.95,0,8897.51,6,3,0.2383,North,0
36-50,43241.96,0,14759.77,17,5,0.4184,North,0
51-65,15000.0,5,1000.0,7,2,0.2502,Wales,0
18-25,27295.87,17,28898.68,3,3,0.4142,North,0
26-35,64474.64,18,10083.08,9,1,0.315,Scotland,0
26-35,39383.78,13,28955.64,5,8,0.3179,North,1
26-35,33395.39,22,8438.09,8,6,0.141,North,0
26-35,45113.46,3,18022.24,2,4,0.3272,Midlands,0
65+,55259.16,0,15547.44,11,3,0.1825,Wales,0
51-65,65917.35,0,8980.06,8,2,0.3274,North,0
51-65,33881.53,19,19796.09,2,1,0.5528,Midlands,0
65+,34295.65,13,27769.49,9,5,0.1533,London,0
26-35,37982.9,11,32897.91,17,6,0.3024,South East,0
26-35,60524.89,4,22427.23,4,5,0.2437,Midlands,0
26-35,43026.75,4,2899.67,11,1,0.1952,South East,0
51-65,80985.84,31,1000.0,10,7,0.2251,South East,0
36-50,39101.85,0,26389.36,10,1,0.4965,Midlands,1
26-35,73742.74,14,5027.08,12,3,0.5284,South East,0
26-35,25925.45,3,21159.55,6,3,0.1944,Scotland,0
36-50,16982.75,0,16339.4,8,1,0.3681,Midlands,0
36-50,40174.28,13,28187.01,8,3,0.2097,Midlands,0
51-65,62508.96,4,20099.52,3,3,0.2386,London,0
26-35,33414.37,12,14694.21,10,4,0.0741,South East,0
65+,30902.34,12,35612.45,6,5,0.5758,Midlands,0
36-50,60450.26,7,23232.48,17,2,0.4518,Scotland,0
51-65,54691.8,15,20547.32,5,4,0.2418,North,0
65+,27736.53,8,8173.94,1,3,0.3542,South East,0
65+,26684.05,3,3533.57,13,6,0.272,North,0
18-25,56927.26,13,12405.32,4,4,0.4335,South East,0
26-35,15000.0,8,1000.0,1,1,0.279,Wales,1
36-50,61431.42,0,11780.23,9,5,0.2966,Wales,0
36-50,54452.92,23,23009.54,14,5,0.2406,Midlands,0
36-50,15000.0,7,24817.9,11,5,0.3925,North,1
65+,42280.23,20,11579.96,5,7,0.5851,Scotland,1
18-25,15000.0,21,44359.75,8,5,0.2859,North,1
36-50,20308.4,5,27733.41,6,5,0.2845,North,0
26-35,32946.52,7,14700.31,16,3,0.317,Wales,0
51-65,19179.81,5,26414.23,5,4,0.3512,North,0
65+,81926.9,5,9205.07,8,6,0.2841,North,0
36-50,57553.04,22,17539.16,8,5,0.2729,Scotland,0
18-25,66613.9,15,11394.33,2,4,0.3299,North,1
51-65,39474.84,1,2882.23,7,3,0.1099,North,0
36-50,42548.41,9,20326.31,7,2,0.2543,South East,0
26-35,70453.09,40,14940.98,14,4,0.0799,Midlands,0
51-65,49807.18,9,15682.83,8,1,0.2609,London,0
65+,53020.35,15,14728.65,6,6,0.2062,Midlands,0
36-50,25598.77,14,6018.99,7,7,0.3952,Midlands,1
36-50,25515.39,4,30883.38,7,3,0.2318,Wales,1
26-35,46698.72,4,17487.38,7,1,0.2761,North,0
36-50,48713.45,12,12330.34,12,3,0.0623,North,0
36-50,24052.36,6,1907.9,12,6,0.4427,South East,0
26-35,48452.23,8,29033.81,3,5,0.1896,Scotland,0
18-25,20009.95,12,24173.18,13,7,0.2621,North,0
26-35,42248.94,15,15015.09,11,3,0.4134,North,0
26-35,16125.23,3,2158.7,7,2,0.4138,South East,0
36-50,65903.83,1,31589.31,0,1,0.1867,Midlands,0
36-50,36398.0,3,11352.09,9,4,0.3832,North,1
36-50,29515.77,7,8284.89,6,7,0.1822,North,0
26-35,21376.71,4,14508.77,10,4,0.3479,Wales,0
36-50,19644.26,8,18751.36,11,4,0.2259,Scotland,0
51-65,49855.38,0,13313.67,14,3,0.1982,Wales,0
36-50,60068.43,7,1000.0,2,4,0.3242,North,0
65+,58267.19,4,17496.26,18,6,0.2332,Wales,1
36-50,67138.65,7,24225.82,12,4,0.5622,Scotland,1
36-50,73467.25,5,6089.49,11,5,0.2459,South East,0
18-25,59242.68,3,30605.53,17,1,0.177,Midlands,0
36-50,32947.93,23,23748.71,9,5,0.2121,South East,0
51-65,45050.66,2,19687.75,13,4,0.3179,London,0
65+,15000.0,11,4859.12,8,3,0.3334,South East,0
65+,53476.44,25,17788.68,12,2,0.3571,London,0
26-35,44686.78,7,18549.3,13,4,0.4294,North,0
36-50,70714.1,20,14180.77,13,4,0.1195,Midlands,0
36-50,28619.53,1,23913.4,0,3,0.4349,South East,1
36-50,51279.28,6,11392.69,5,6,0.2103,North,0
26-35,23939.81,6,12283.72,13,6,0.3682,Scotland,0
51-65,40019.4,0,8336.29,10,7,0.5265,Wales,1
65+,15000.0,5,10487.63,7,2,0.2242,North,0
36-50,66408.83,4,13500.1,10,1,0.2192,Midlands,0
26-35,60947.69,11,13138.9,2,5,0.1971,South East,0
18-25,33491.68,27,12689.63,11,5,0.2794,South East,0
36-50,46713.04,0,24240.98,9,3,0.4718,South East,0
26-35,42692.74,3,30026.98,8,2,0.1863,Midlands,1
65+,30976.91,5,2181.48,7,5,0.2607,Wales,0
36-50,44217.49,6,29794.61,9,6,0.4371,London,0
36-50,34030.11,14,21744.65,6,4,0.3949,South East,0
36-50,59646.1,5,6069.21,6,3,0.26,South East,0
18-25,38205.45,0,11701.16,16,3,0.2947,North,0
65+,85029.64,12,17839.88,0,4,0.4299,South East,0
36-50,40598.74,21,1000.0,0,7,0.5098,Midlands,1
65+,44029.87,7,14132.56,11,7,0.5241,London,0
36-50,51506.85,8,20255.46,1,4,0.4856,Midlands,0
51-65,57066.92,1,7556.29,0,4,0.2396,London,0
18-25,43403.54,2,1000.0,13,4,0.5382,Midlands,0
36-50,51114.83,2,16986.44,14,7,0.2313,London,0
51-65,45290.47,5,37082.5,1,4,0.1219,North,1
51-65,27985.51,26,7867.68,0,3,0.3335,Midlands,0
51-65,23133.29,7,8129.55,1,5,0.4971,North,0
26-35,54586.46,2,12995.06,4,2,0.3996,Midlands,0
65+,69310.16,3,30697.28,17,4,0.3112,Midlands,0
65+,15000.0,4,1000.0,5,1,0.355,London,0
18-25,16177.88,9,22698.24,12,4,0.3839,Midlands,1
65+,16004.02,5,10290.67,11,5,0.3377,Midlands,0
26-35,55952.6,4,11153.0,14,7,0.2846,Midlands,0
36-50,57454.85,8,4898.33,4,2,0.2311,North,0
26-35,24425.89,2,12510.29,7,2,0.3335,Scotland,1
65+,81704.15,0,5187.01,6,2,0.3053,North,0
18-25,35070.6,0,9576.81,10,5,0.3204,London,0
36-50,67841.6,2,1000.0,14,5,0.4455,North,0
36-50,56553.73,0,1000.0,18,6,0.2903,London,0
26-35,24754.19,4,18367.23,6,4,0.295,North,0
36-50,34475.41,14,27622.27,8,3,0.3428,Midlands,0
18-25,26296.49,12,47298.29,12,4,0.6351,London,0
51-65,17802.25,9,24245.54,11,2,0.189,Scotland,0
65+,37442.02,19,9853.03,16,4,0.451,North,0
51-65,20425.2,3,1000.0,7,6,0.2841,South East,0
51-65,38850.95,21,20397.66,6,4,0.3127,London,0
26-35,76793.22,5,1000.0,14,3,0.1625,Midlands,0
26-35,54540.39,5,6928.23,9,3,0.5457,Wales,1
36-50,31971.66,5,23860.27,10,3,0.3467,North,0
18-25,30502.98,1,17942.05,7,4,0.3991,Wales,1
65+,34779.83,37,5709.35,12,1,0.1401,London,0
18-25,79280.39,1,1000.0,3,3,0.2429,Midlands,0
65+,22409.62,4,17122.43,5,3,0.3695,North,0
18-25,41968.16,3,18356.97,0,6,0.3007,Midlands,0
51-65,50376.53,0,30038.62,4,6,0.3736,London,0
26-35,63878.8,1,1000.0,12,4,0.5723,North,0
18-25,36011.93,0,16182.18,8,5,0.3806,North,1
51-65,24671.84,3,24167.68,3,6,0.2662,North,0
26-35,47211.01,20,10797.54,15,1,0.2418,North,0
51-65,65663.95,4,1000.0,8,4,0.2282,North,0
36-50,37088.1,1,5752.11,16,3,0.2687,North,0
18-25,26890.48,10,15374.15,12,2,0.2737,South East,1
65+,43983.72,40,10129.99,8,8,0.3343,Midlands,0
36-50,15000.0,2,18038.88,17,2,0.3834,North,0
51-65,38064.14,3,27793.53,6,1,0.3723,Wales,0
36-50,63204.46,35,11006.74,2,1,0.3359,London,0
36-50,57747.24,1,27197.26,15,2,0.3441,Midlands,0
26-35,39410.44,7,13843.47,11,2,0.6243,South East,0
26-35,71867.93,2,18389.29,14,4,0.2333,South East,0
36-50,76377.75,26,13828.96,12,6,0.3156,Midlands,0
36-50,53953.55,39,18648.29,16,6,0.1058,North,0
26-35,15580.12,16,20387.41,5,8,0.2741,London,0
36-50,15000.0,3,21418.11,7,8,0.2121,North,0
36-50,66902.82,5,15032.44,7,6,0.2324,Scotland,0
18-25,46405.1,2,1000.0,7,3,0.1777,Wales,0
26-35,71439.98,22,20955.38,0,6,0.1577,South East,0
36-50,17903.71,24,1000.0,8,5,0.3347,North,0
18-25,39098.67,5,8931.15,11,4,0.4052,Midlands,0
26-35,60525.43,10,1000.0,4,6,0.2274,South East,0
18-25,28863.83,1,31985.53,3,5,0.0767,Midlands,0
65+,60266.13,5,19173.03,7,3,0.3333,North,0
51-65,39789.97,9,11741.88,11,4,0.3763,London,0
18-25,42505.09,4,29189.04,2,3,0.4008,Wales,0
18-25,20694.61,4,20320.29,19,2,0.1974,Scotland,0
51-65,46524.95,0,16245.91,1,8,0.2473,North,0
36-50,81470.21,16,18951.44,5,4,0.1868,North,0
51-65,48984.39,22,11179.39,13,2,0.2313,Midlands,0
65+,27748.96,34,2603.16,12,2,0.2252,North,0
36-50,67119.75,12,24608.92,12,3,0.2588,Midlands,0
26-35,28291.71,7,14290.31,4,2,0.2898,Scotland,1
