age_group,income,employment_length,loan_amount,credit_history_length,num_open_accounts,debt_to_income,region,defaulted
65+,43648.13,0,22649.97,11,4,0.1947,Midlands,0
36-50,41346.9,0,14046.6,3,4,0.2463,London,0
26-35,39886.04,25,7058.98,5,1,0.6446,London,0
18-25,37861.58,21,1000.0,9,2,0.6748,North,1
18-25,34990.65,7,24888.25,10,8,0.4572,Midlands,0
26-35,15000.0,6,1000.0,9,2,0.5719,Scotland,0
26-35,40839.18,16,1000.0,7,9,0.3208,North,0
51-65,45979.34,1,20046.08,4,2,0.478,Midlands,1
36-50,40234.78,10,14827.33,12,1,0.4705,Scotland,0
18-25,31977.37,6,29591.76,14,1,0.2388,North,0
36-50,43855.16,13,8558.42,5,2,0.4095,Scotland,1
18-25,38549.35,0,22694.26,5,6,0.3357,North,1
26-35,45651.62,8,13235.56,11,2,0.4352,South East,0
51-65,33686.34,8,20492.16,8,5,0.2997,North,1
26-35,15000.0,18,16699.42,10,1,0.1618,Midlands,0
51-65,32318.49,11,20040.27,9,4,0.3826,North,0
65+,20770.01,21,17149.73,9,4,0.5046,Wales,0
36-50,28045.58,21,17935.0,5,6,0.5046,Midlands,1
18-25,36297.99,5,4114.51,0,4,0.1136,North,0
26-35,49850.86,1,15756.63,8,3,0.4074,Midlands,0
18-25,44990.1,9,21026.51,11,3,0.4833,London,0
36-50,38132.26,20,14483.48,9,1,0.4006,North,0
51-65,53721.87,0,13982.83,4,5,0.5097,North,1
36-50,35710.62,8,1000.0,5,4,0.1684,Midlands,0
51-65,38035.75,1,30340.92,20,1,0.2082,Midlands,0
51-65,29312.95,0,1323.62,9,1,0.4684,Scotland,0
51-65,18958.47,11,8818.48,0,9,0.3278,London,0
26-35,43353.85,11,7116.56,5,5,0.5559,Midlands,1
51-65,15000.0,9,17967.52,6,1,0.426,Scotland,0
36-50,21031.21,19,18419.62,1,3,0.2457,Wales,0
26-35,37662.75,0,21593.41,7,1,0.2381,Midlands,0
65+,22265.14,1,22038.05,5,7,0.0985,Scotland,0
65+,35266.83,19,32234.64,8,3,0.4831,South East,0
36-50,37210.62,6,11945.79,6,5,0.3625,South East,1
51-65,26595.75,3,6687.46,4,4,0.5174,Scotland,0
26-35,35827.47,13,12651.8,6,6,0.4187,Wales,1
26-35,35626.87,22,3947.66,12,6,0.3972,South East,0
18-25,17891.24,11,11547.52,8,4,0.5023,London,0
36-50,43198.42,15,1000.0,6,3,0.3653,London,0
26-35,15000.0,3,6642.79,9,3,0.3301,Midlands,0
18-25,63176.46,3,1000.0,7,5,0.38,Scotland,0
36-50,43011.21,19,27085.16,2,3,0.5063,North,0
18-25,50317.41,9,16110.93,11,3,0.2387,North,0
18-25,44925.5,2,33803.17,4,3,0.5187,North,1
26-35,34357.94,7,26105.62,6,1,0.3895,Scotland,0
26-35,23420.85,11,27092.03,0,2,0.3224,London,0
26-35,34631.41,2,13603.2,12,7,0.4075,North,0
26-35,47541.76,10,19900.32,8,4,0.5565,Wales,0
26-35,22660.11,0,6035.9,9,1,0.5553,South East,0
18-25,37355.37,3,9676.32,12,2,0.4388,Scotland,0
26-35,15000.0,11,15140.1,12,4,0.4739,North,0
65+,22874.3,1,1000.0,4,5,0.3865,London,0
18-25,22119.99,2,9935.05,8,1,0.2923,South East,0
36-50,60205.25,21,22929.51,7,5,0.4467,North,0
18-25,15000.0,11,10098.14,7,4,0.3127,North,0
26-35,40978.3,6,7637.51,3,4,0.226,North,0
26-35,58917.09,2,11155.48,15,7,0.3166,South East,0
65+,50081.2,4,22480.41,13,1,0.1337,North,0
26-35,57821.75,8,18609.74,10,6,0.1942,Midlands,1
36-50,60049.27,1,12747.13,14,3,0.6844,Midlands,0
36-50,35842.72,6,15176.3,10,3,0.5489,Midlands,0
18-25,42126.58,5,23570.29,6,2,0.344,North,0
65+,37923.9,6,28073.89,5,9,0.4583,London,0
26-35,42211.53,1,10252.24,9,7,0.2374,South East,0
18-25,41326.96,1,14175.53,1,6,0.4792,South East,0
26-35,60760.92,33,27448.38,12,4,0.4192,London,0
26-35,39376.7,38,20228.74,0,3,0.2743,South East,0
18-25,20693.42,5,1000.0,13,2,0.3315,North,0
36-50,43937.56,15,6068.25,10,7,0.3211,Scotland,1
26-35,45962.07,10,6378.97,17,4,0.5075,North,0
36-50,22670.69,1,10843.16,8,5,0.3678,North,0
18-25,22057.17,3,18698.34,11,4,0.1433,London,0
65+,49262.65,3,33852.24,11,3,0.3127,Wales,0
18-25,27004.46,9,14170.27,3,8,0.2626,South East,0
36-50,28796.27,8,21595.17,2,3,0.1583,North,0
36-50,28077.94,25,26338.13,3,3,0.2658,Wales,0
18-25,38676.95,15,29868.17,7,6,0.0562,North,0
18-25,51548.49,19,26348.24,7,5,0.2404,South East,0
18-25,45029.54,22,7530.54,8,5,0.4094,Midlands,0
18-25,28066.04,16,1000.0,10,5,0.4481,London,1
18-25,55070.99,4,8713.77,4,2,0.4555,North,0
36-50,48041.4,2,16684.85,12,5,0.5236,North,0
26-35,49886.96,8,7569.69,10,3,0.5581,Scotland,0
36-50,49398.92,11,1000.0,15,5,0.2263,London,0
18-25,27281.17,4,2846.35,10,7,0.1735,Scotland,0
51-65,21202.2,18,45065.8,7,3,0.3864,Scotland,1
18-25,29923.66,32,12807.04,18,4,0.462,South East,0
26-35,49859.07,8,33001.33,7,7,0.2547,Midlands,1
18-25,17301.88,6,12652.68,9,4,0.4197,North,1
18-25,15273.41,18,22926.23,10,5,0.6534,North,1
36-50,15000.0,0,13568.12,12,2,0.1796,London,0
36-50,16158.63,1,15073.13,8,2,0.3809,London,0
36-50,23163.67,18,22784.0,21,1,0.5358,Scotland,0
36-50,36867.43,13,10975.59,5,8,0.3503,South East,1
65+,17727.88,5,3058.49,15,4,0.4419,South East,0
36-50,44929.22,21,6947.98,0,5,0.5165,Scotland,0
26-35,35676.04,4,6894.0,3,3,0.3347,North,0
18-25,15000.0,10,15837.73,0,6,0.2208,North,1
18-25,34722.15,10,1000.0,3,4,0.3649,North,0
36-50,37122.98,2,18052.12,0,1,0.2158,North,0
26-35,63747.55,3,27662.98,8,4,0.2974,North,0
36-50,38630.48,24,9919.55,3,3,0.4463,Wales,0
18-25,15000.0,2,8453.68,15,3,0.4072,South East,0
51-65,38443.9,1,34673.25,10,7,0.5297,South East,1
65+,37616.13,6,29719.79,8,3,0.4148,London,0
26-35,44073.71,0,19275.76,9,3,0.263,North,1
51-65,74554.2,22,7524.77,11,5,0.2305,North,0
51-65,26951.44,1,20838.63,13,8,0.4742,London,0
65+,25210.64,9,4914.86,5,5,0.416,Midlands,0
26-35,42036.14,4,1770.45,4,1,0.3512,South East,0
51-65,62383.46,16,19521.79,10,8,0.4308,Midlands,1
18-25,45065.69,8,10217.27,15,7,0.2744,Wales,1
36-50,29860.37,4,1000.0,1,4,0.0132,North,0
36-50,49772.89,40,20867.63,9,4,0.5364,London,1
36-50,61907.87,0,29601.73,14,2,0.4773,South East,0
18-25,23468.16,8,21596.3,11,7,0.367,London,0
51-65,19989.7,40,10011.95,9,2,0.2452,North,0
26-35,35837.95,11,1000.0,10,6,0.348,North,0
18-25,39517.23,13,16463.52,17,3,0.1205,Wales,0
36-50,55760.85,0,8431.04,11,3,0.3972,Scotland,0
51-65,27968.44,0,5987.47,0,6,0.0896,North,0
65+,41028.18,0,1000.0,7,4,0.396,Scotland,0
36-50,58353.48,40,33770.02,8,1,0.2742,North,0
18-25,38359.68,38,4028.05,13,6,0.3579,South East,0
18-25,29071.73,4,1000.0,8,5,0.2091,North,0
18-25,43552.96,3,31946.42,8,9,0.6062,North,1
18-25,30044.54,1,15310.62,8,6,0.4341,North,1
26-35,40064.33,3,13759.57,9,3,0.2767,South East,0
26-35,32203.87,4,18093.98,7,1,0.3531,South East,0
18-25,32834.92,13,19356.88,5,4,0.6209,Midlands,0
51-65,28957.27,20,17132.28,7,3,0.2375,London,1
36-50,26394.4,13,1000.0,9,7,0.2132,Wales,0
51-65,49909.76,10,1000.0,11,4,0.2067,North,0
26-35,37849.65,14,7710.26,21,3,0.2778,North,0
26-35,54107.08,13,9898.97,1,3,0.6043,North,0
26-35,15000.0,6,11399.7,10,3,0.296,North,1
26-35,27202.9,4,17285.63,15,11,0.3174,Wales,1
36-50,23889.68,3,12204.32,4,6,0.4102,Midlands,0
26-35,31190.79,11,8193.04,11,5,0.3753,North,1
51-65,19520.03,32,18947.12,6,2,0.5254,Midlands,0
65+,15000.0,8,22138.27,5,3,0.5032,Scotland,0
26-35,45083.82,24,6912.13,4,9,0.4291,Scotland,1
18-25,26101.92,0,1320.59,7,5,0.3455,Wales,0
65+,43334.88,15,16801.91,7,6,0.524,London,0
36-50,17325.37,19,10793.47,11,6,0.2619,Midlands,1
36-50,15000.0,9,23360.84,0,5,0.2523,South East,0
36-50,38618.38,27,5147.86,12,2,0.3188,North,0
18-25,44490.25,8,2942.09,12,3,0.5543,North,0
18-25,25766.68,2,8666.66,9,1,0.2545,South East,0
18-25,19743.91,2,20197.83,19,3,0.2899,Scotland,0
18-25,53739.09,8,11483.76,14,3,0.4061,Midlands,0
26-35,34141.58,23,14114.03,5,5,0.3715,Scotland,0
18-25,20028.11,0,10047.86,2,3,0.3231,South East,0
51-65,15000.0,9,25155.0,4,5,0.4501,Midlands,0
36-50,24673.73,14,19830.52,5,4,0.309,North,0
26-35,29085.18,1,1000.0,0,3,0.5384,North,0
18-25,46442.91,1,24011.8,10,1,0.4156,London,0
36-50,34749.6,4,20904.02,1,2,0.5325,Scotland,0
18-25,32967.67,3,25847.77,9,5,0.2614,North,0
36-50,21269.59,2,9712.81,12,3,0.3578,Scotland,0
51-65,55711.79,2,5609.94,14,4,0.0954,Scotland,0
36-50,49647.3,1,14173.22,6,4,0.5806,North,0
18-25,48450.49,9,16630.45,4,2,0.7241,Wales,1
51-65,34087.19,11,26853.5,14,4,0.3368,Scotland,0
26-35,41015.36,12,21365.24,15,4,0.4359,Wales,1
18-25,15000.0,7,16490.87,11,1,0.397,Scotland,0
26-35,38036.7,30,13724.75,4,1,0.1862,Scotland,0
65+,63843.23,21,15152.57,1,3,0.5671,North,0
26-35,26294.65,31,11056.82,13,3,0.3388,South East,0
65+,20215.93,4,21789.37,7,1,0.0728,Wales,0
18-25,32864.29,21,1000.0,14,2,0.2726,Scotland,0
18-25,22078.43,14,15086.95,4,5,0.1708,Midlands,1
36-50,21138.03,4,25441.4,13,2,0.3983,Midlands,0
18-25,38975.12,1,3642.97,15,1,0.3974,North,0
26-35,47367.48,11,34446.67,6,3,0.5579,North,1
18-25,39110.84,1,4227.11,9,3,0.6545,London,0
26-35,17805.39,3,9953.08,2,5,0.6667,South East,0
26-35,24961.84,6,25259.34,2,5,0.2262,Scotland,1
36-50,39816.16,11,29520.33,9,5,0.4729,Midlands,0
36-50,44861.05,26,18574.8,5,2,0.4995,North,0
65+,31879.74,8,18311.35,9,4,0.3015,Scotland,0
36-50,21600.3,11,32878.71,8,9,0.4231,Scotland,1
36-50,46616.32,3,1318.94,11,2,0.4399,South East,0
36-50,62187.08,11,1000.0,10,2,0.3072,London,0
51-65,51857.1,5,1000.0,12,3,0.5723,North,0
26-35,64766.23,19,6487.41,9,2,0.4153,Scotland,0
26-35,25679.21,4,7839.09,9,4,0.3542,South East,0
36-50,50470.97,6,18805.72,7,8,0.1965,Midlands,0
18-25,54325.93,5,25077.51,13,4,0.5527,Scotland,0
65+,27693.15,16,24086.1,17,2,0.3912,Wales,0
36-50,22615.51,30,23793.78,11,2,0.3917,North,0
26-35,20583.4,3,5419.47,10,3,0.2531,London,0
51-65,33634.89,6,18847.97,6,6,0.5141,South East,0
26-35,15000.0,12,7662.1,9,4,0.2098,South East,0
65+,60341.94,22,21008.95,6,3,0.0488,South East,0
65+,15743.38,6,15426.68,4,2,0.2737,North,0
36-50,41327.35,1,23849.38,7,1,0.4321,North,0
18-25,15000.0,4,38762.56,16,1,0.4308,South East,0
26-35,65678.88,7,14671.65,7,4,0.4011,Scotland,1
36-50,53741.56,5,3966.58,16,3,0.3542,North,1
51-65,15000.0,2,1000.0,3,7,0.4038,North,0
18-25,39575.69,0,6031.92,8,8,0.8,Wales,1
18-25,31376.69,11,25668.37,11,3,0.4175,North,0
18-25,37325.33,40,19844.99,11,5,0.3166,Wales,0
36-50,44529.75,25,17303.04,2,5,0.3643,Midlands,0
51-65,22991.33,11,18814.49,1,1,0.3489,South East,0
18-25,34195.78,18,22193.69,11,3,0.3904,North,0
18-25,15000.0,2,1000.0,5,4,0.2433,North,0
36-50,36247.78,9,24862.58,11,4,0.4998,South East,1
51-65,15000.0,0,18893.94,15,1,0.4245,North,0
51-65,54586.92,12,1000.0,4,3,0.2616,London,0
51-65,15000.0,35,18354.39,5,5,0.533,North,0
18-25,39414.79,19,1975.82,0,2,0.0946,North,0
26-35,47429.43,7,20101.8,12,3,0.7029,North,0
65+,62962.25,15,16199.26,18,4,0.6628,North,0
65+,61600.2,28,4908.13,1,3,0.6388,Wales,0
36-50,55908.54,2,19135.05,14,4,0.3055,Midlands,0
36-50,34759.41,15,23090.31,14,6,0.4161,Wales,0
65+,51734.82,3,9265.02,11,3,0.2867,London,0
26-35,39139.28,20,22822.66,4,5,0.4446,North,0
18-25,40417.88,1,12214.74,6,5,0.3828,North,0
36-50,25696.74,1,23743.04,10,2,0.311,Scotland,0
65+,61122.43,12,14040.55,10,3,0.3094,Scotland,0
36-50,22956.95,1,26731.52,6,4,0.3924,Scotland,0
51-65,18943.93,1,5863.94,10,5,0.8,London,1
26-35,41114.68,8,6153.51,6,3,0.5758,Scotland,1
18-25,15000.0,18,7120.02,7,4,0.3929,South East,0
18-25,36763.4,3,16266.59,6,5,0.3528,London,0
65+,59519.48,18,13477.19,13,8,0.4734,South East,0
26-35,41226.3,16,17865.6,0,2,0.2881,North,0
18-25,35474.29,8,3358.73,11,1,0.3458,Scotland,0
65+,22400.14,10,7825.1,9,3,0.0873,South East,0
26-35,15000.0,0,27706.43,0,5,0.3936,London,1
51-65,47953.37,4,18715.89,12,5,0.3974,North,0
36-50,35419.85,3,21235.9,12,2,0.2984,Wales,0
18-25,44367.93,1,12446.99,5,5,0.4477,North,0
36-50,15000.0,4,17948.38,10,7,0.3987,North,1
65+,45979.89,4,10251.22,9,5,0.3002,North,0
18-25,64786.69,13,1000.0,19,3,0.5035,Scotland,0
51-65,55119.59,9,25354.37,10,7,0.353,Wales,0
18-25,39449.89,24,16821.79,8,2,0.2229,North,0
26-35,19332.91,1,7679.6,13,3,0.1158,Midlands,0
26-35,36826.95,0,15012.62,16,2,0.5953,Scotland,0
51-65,37311.32,7,10338.45,18,3,0.3989,Wales,0
36-50,27565.83,0,29984.7,5,5,0.3925,South East,1
26-35,28711.2,15,21715.59,10,2,0.3734,North,0
51-65,66478.49,7,3521.62,4,2,0.5627,Scotland,0
18-25,20514.16,6,2166.39,19,2,0.4014,North,0
18-25,28566.86,4,17505.4,8,5,0.6122,Midlands,1
18-25,43416.62,4,16343.64,12,5,0.4019,North,0
36-50,67713.63,5,20179.71,7,2,0.0,Midlands,0
36-50,30484.33,0,13566.73,10,7,0.57,Midlands,1
51-65,15000.0,0,8526.6,0,7,0.4273,Wales,0
26-35,15000.0,7,20096.48,13,3,0.304,North,0
18-25,72801.62,1,20940.98,14,6,0.3415,Scotland,0
51-65,15000.0,15,27574.74,5,4,0.3338,Scotland,0
26-35,36139.66,3,22344.54,0,4,0.1938,North,0
65+,15000.0,1,6631.67,15,9,0.5116,Scotland,0
26-35,23169.11,2,17564.52,14,7,0.3131,Midlands,1
18-25,25276.17,4,12141.96,11,5,0.2498,North,1
26-35,15000.0,0,5549.93,7,3,0.8,North,0
18-25,53285.48,1,1000.0,6,6,0.207,North,0
18-25,41461.37,3,37477.43,14,4,0.3668,South East,1
26-35,28594.29,3,9410.94,6,1,0.0349,Midlands,0
18-25,26377.26,16,13738.11,8,3,0.5681,Midlands,1
18-25,51327.39,18,17198.09,7,1,0.3376,North,0
26-35,36349.8,2,16116.85,9,2,0.5025,Wales,0
26-35,66285.06,1,1000.0,7,5,0.2385,Wales,0
26-35,28285.65,10,13342.62,8,9,0.1376,South East,0
18-25,41383.69,16,32711.55,16,4,0.2681,Midlands,0
36-50,16528.87,33,12881.64,10,3,0.5818,London,0
36-50,28501.28,0,31351.16,9,4,0.4666,Midlands,0
36-50,50562.64,5,15314.16,12,5,0.1375,Scotland,0
26-35,52682.28,13,11488.6,2,4,0.0171,Wales,0
18-25,62619.7,17,16444.18,13,6,0.3318,South East,0
26-35,41675.9,0,15375.7,9,4,0.5439,Midlands,1
51-65,53536.41,11,15153.34,4,3,0.2662,South East,0
26-35,44358.31,3,9179.31,7,7,0.5414,Midlands,0
18-25,28804.59,0,1361.27,10,5,0.399,Scotland,0
18-25,15000.0,6,20612.51,8,2,0.6429,North,0
65+,31528.04,1,15948.45,13,4,0.2782,Scotland,0
36-50,17820.63,13,31644.36,4,3,0.371,North,1
26-35,50818.91,13,14666.47,2,2,0.2817,South East,0
26-35,51670.28,18,1000.0,4,6,0.5278,South East,0
51-65,19767.12,4,18224.12,5,3,0.4686,London,0
18-25,51682.19,0,15759.21,8,2,0.1252,Scotland,0
36-50,17295.43,3,10691.4,6,3,0.4838,Scotland,1
36-50,56669.43,6,21184.24,2,5,0.1566,Scotland,0
26-35,32575.05,11,19976.22,1,5,0.2433,London,0
18-25,41881.48,4,3030.87,1,7,0.4919,Scotland,1
18-25,56740.38,7,10321.55,6,3,0.1918,London,0
65+,43953.41,7,25944.25,3,1,0.3243,London,0
36-50,32996.15,1,5202.66,6,3,0.4939,North,0
51-65,48120.01,9,13276.39,14,1,0.4423,North,0
36-50,20488.08,5,17271.78,2,5,0.4335,Scotland,1
65+,15000.0,16,3461.09,9,4,0.4988,North,0
65+,52190.42,11,14015.84,2,5,0.5761,South East,1
26-35,15310.26,1,13687.55,1,7,0.1939,South East,1
26-35,48827.76,6,11765.2,9,5,0.43,Midlands,0
36-50,37118.49,12,1000.0,11,9,0.5247,South East,1
36-50,34782.54,0,14996.88,11,3,0.4952,Midlands,0
26-35,20824.89,15,8814.33,13,2,0.3561,Scotland,0
51-65,28245.7,2,25657.78,7,3,0.3474,South East,0
18-25,35204.06,6,19156.73,9,7,0.5036,Scotland,0
26-35,37978.6,28,7229.64,6,1,0.4121,North,0
36-50,21454.27,8,11045.26,14,8,0.5441,Midlands,1
18-25,46154.33,5,16251.26,3,4,0.3965,Midlands,0
26-35,47107.62,0,11029.25,10,1,0.324,North,0
65+,42258.29,1,1000.0,2,5,0.1155,North,0
36-50,28419.8,8,17923.62,8,4,0.3454,London,0
65+,47891.97,6,20261.69,0,2,0.1954,Wales,0
36-50,44315.89,4,22409.0,9,7,0.1056,London,0
36-50,15000.0,25,24387.44,17,6,0.2502,Wales,1
36-50,38169.76,4,6716.38,5,3,0.4855,London,1
18-25,63997.35,7,22847.56,6,6,0.3437,Scotland,1
36-50,49578.88,8,3582.17,12,4,0.4067,North,1
26-35,52301.82,7,18571.59,8,9,0.481,North,0
65+,24483.17,6,7913.01,14,4,0.3746,London,0
26-35,36884.62,4,19183.1,9,3,0.2768,South East,0
18-25,32252.96,23,1000.0,12,1,0.3131,Scotland,0
36-50,34966.47,5,20427.3,0,3,0.4959,Scotland,0
36-50,27285.51,7,7133.2,8,4,0.3761,North,0
18-25,16470.65,10,19828.43,2,4,0.0,Midlands,0
18-25,35965.01,0,18727.41,6,2,0.327,London,0
51-65,23290.44,15,18854.13,10,3,0.4598,North,1
26-35,43790.36,7,15476.01,6,3,0.4074,Midlands,0
18-25,34539.69,10,3328.39,4,1,0.2269,London,0
26-35,15000.0,14,29903.3,14,4,0.2681,North,0
26-35,55727.44,20,13700.56,13,1,0.0877,North,0
18-25,41529.81,4,13675.53,1,8,0.4624,London,0
65+,28130.55,16,28848.39,11,2,0.4733,London,0
26-35,29954.2,2,6110.59,8,5,0.36,North,0
18-25,16578.19,10,14525.17,9,1,0.3275,London,0
65+,34063.73,1,16697.59,15,4,0.2178,Scotland,0
51-65,45217.7,0,12682.51,8,4,0.4299,Midlands,1
26-35,61173.76,1,17732.54,11,4,0.1337,London,0
26-35,33669.89,3,9186.93,9,3,0.4965,Scotland,0
51-65,35734.6,0,14318.07,9,3,0.4669,North,0
26-35,52887.8,9,16312.68,3,5,0.5552,Midlands,0
36-50,17617.78,3,28670.17,20,7,0.3876,Midlands,1
36-50,37184.24,13,31561.99,0,7,0.302,London,0
26-35,23656.2,0,16695.0,4,5,0.4448,North,1
36-50,36967.43,2,26992.38,5,6,0.4971,Midlands,0
26-35,49051.21,5,7749.18,12,2,0.2063,North,0
18-25,15000.0,4,37513.18,0,1,0.3696,North,0
51-65,51667.44,1,12552.82,7,5,0.4198,North,1
18-25,40395.23,40,14671.68,11,3,0.4522,Scotland,0
26-35,37098.63,3,20320.44,1,6,0.3272,North,1
36-50,55189.99,12,23525.32,7,1,0.4747,Midlands,0
36-50,23139.99,2,13285.58,7,5,0.236,Midlands,0
26-35,15000.0,21,1000.0,5,3,0.6827,London,0
36-50,19633.62,4,21558.63,8,4,0.2863,Scotland,1
18-25,42990.6,23,5899.06,5,5,0.4412,Scotland,0
36-50,27575.56,4,22742.06,12,3,0.2971,South East,0
51-65,21896.97,0,22523.11,10,3,0.3947,Scotland,0
51-65,20339.71,7,16925.8,7,3,0.2181,North,0
36-50,37621.36,7,24043.07,8,5,0.5413,North,0
26-35,34586.91,1,10096.89,6,5,0.2574,London,0
18-25,15000.0,2,28747.63,14,2,0.3922,Midlands,0
26-35,15000.0,15,16629.34,10,4,0.3704,North,0
36-50,27096.84,0,13146.77,7,5,0.2748,London,0
18-25,48771.39,6,26412.71,10,11,0.0,North,0
65+,28611.6,7,8348.15,17,4,0.5389,Wales,1
51-65,15000.0,11,1000.0,4,1,0.4017,North,0
18-25,33700.71,0,2523.36,12,5,0.119,North,0
36-50,35570.74,8,29350.79,10,4,0.093,North,0
51-65,15000.0,0,17499.6,6,1,0.3317,London,0
18-25,16733.12,3,16701.42,4,9,0.3676,Wales,0
36-50,46159.08,6,24107.42,12,1,0.3478,Wales,0
26-35,16543.58,24,17955.59,9,7,0.5966,North,1
18-25,46791.24,1,12248.12,15,2,0.1296,London,0
36-50,15000.0,1,10613.8,13,5,0.4118,South East,0
65+,15000.0,11,3245.74,9,2,0.4768,South East,0
26-35,35347.2,4,4330.51,4,3,0.4737,North,0
36-50,23680.43,9,16747.11,18,4,0.5141,South East,0
26-35,26978.22,40,13442.99,4,3,0.3975,North,0
51-65,37274.83,40,19880.7,12,4,0.4169,North,0
51-65,26537.83,4,14142.29,0,5,0.3305,London,0
18-25,20777.87,7,4360.15,15,2,0.1536,Scotland,0
51-65,42357.56,23,17456.09,0,5,0.4293,South East,0
18-25,37710.67,0,16856.06,6,8,0.3196,Scotland,0
18-25,35648.83,6,15172.63,2,4,0.2684,Midlands,0
36-50,34727.84,4,16572.33,14,5,0.4359,Midlands,0
26-35,22970.98,3,34656.92,4,4,0.4492,London,1
36-50,19843.63,40,3081.52,10,3,0.2741,Wales,0
36-50,29829.04,13,5428.05,9,5,0.4175,North,0
18-25,23219.66,4,1000.0,0,5,0.3678,Midlands,0
26-35,34812.86,17,15925.61,13,3,0.4085,London,0
26-35,29125.38,6,1000.0,7,3,0.568,North,0
26-35,35270.13,20,17241.71,15,7,0.4464,Midlands,1
18-25,33606.58,3,14438.18,11,3,0.435,Wales,1
18-25,61479.05,2,9261.39,4,6,0.2472,Wales,0
51-65,15000.0,2,19718.91,6,2,0.2683,Scotland,0
65+,32189.79,7,17965.95,6,4,0.4522,Wales,0
18-25,18384.41,3,31050.97,11,3,0.1419,London,0
18-25,27753.94,1,21130.5,11,2,0.3265,Midlands,0
36-50,22744.91,40,14368.65,4,5,0.2655,South East,0
65+,44584.62,23,1000.0,12,3,0.3587,London,1
26-35,15000.0,10,24296.37,10,1,0.3477,Wales,0
51-65,46712.11,22,24376.76,11,3,0.3996,London,0
36-50,42945.34,27,28236.37,10,3,0.4498,Scotland,0
65+,65831.24,11,1000.0,12,2,0.525,Scotland,0
18-25,62045.19,7,17050.84,3,5,0.5363,Midlands,0
65+,23031.18,21,21585.41,8,1,0.3444,London,0
26-35,53552.89,8,27015.63,13,5,0.2914,London,0
65+,30134.59,1,21018.98,13,3,0.2618,South East,0
26-35,39566.85,4,15605.66,13,3,0.3316,North,0
36-50,60801.37,5,4816.46,3,5,0.2318,North,1
51-65,23626.76,27,13829.21,18,2,0.4504,North,0
36-50,35839.1,10,18888.24,16,6,0.5335,Scotland,0
36-50,15000.0,20,22828.4,3,4,0.1513,Midlands,0
26-35,48318.99,14,1000.0,6,6,0.3814,South East,0
51-65,66539.75,3,17954.5,11,2,0.6134,Scotland,0
65+,43598.85,12,1000.0,4,6,0.1578,Midlands,0
18-25,55521.73,2,17658.79,10,4,0.6016,Midlands,0
36-50,52129.26,5,3526.02,9,11,0.251,Scotland,0
51-65,24400.97,16,1000.0,14,8,0.2889,Wales,0
36-50,39863.02,9,33104.76,10,4,0.4726,Wales,1
51-65,42408.56,17,1178.48,0,3,0.4561,South East,0
51-65,17503.83,2,8633.18,12,3,0.3642,North,0
51-65,56669.93,13,14796.29,14,4,0.2655,London,0
36-50,27429.58,2,1000.0,7,2,0.1934,Wales,0
65+,31747.66,7,22853.99,8,3,0.3685,South East,0
51-65,31045.34,5,7992.77,8,3,0.3482,South East,0
51-65,35562.25,8,4798.31,5,3,0.2612,Scotland,0
18-25,78945.17,1,24243.9,20,1,0.3417,Wales,0
18-25,25901.97,4,1641.28,4,7,0.4176,North,0
36-50,15000.0,10,19476.36,12,7,0.5405,South East,1
36-50,37454.09,8,15235.54,12,5,0.4093,North,1
26-35,22054.91,7,15572.9,5,4,0.3537,Scotland,1
18-25,28870.7,7,14436.08,3,1,0.2565,North,0
26-35,44297.51,28,16286.09,7,3,0.2683,South East,0
51-65,18686.72,27,1000.0,11,3,0.4125,South East,0
51-65,29538.44,4,6257.62,9,4,0.4206,Scotland,0
65+,39394.59,4,5867.42,17,3,0.3467,North,0
26-35,23324.79,8,26075.14,5,3,0.5158,North,1
26-35,34406.45,1,16586.22,5,3,0.3888,Midlands,0
26-35,39386.28,3,15113.47,12,1,0.307,North,0
26-35,33255.2,2,33556.36,0,8,0.2817,Wales,1
36-50,37353.9,2,1000.0,5,5,0.2717,Midlands,0
26-35,40352.5,10,29144.84,7,6,0.452,North,1
18-25,24901.4,4,15117.94,7,8,0.2868,South East,1
26-35,15000.0,1,7448.29,5,2,0.3961,South East,0
18-25,19466.55,21,9657.28,0,5,0.2527,Scotland,0
18-25,17027.45,20,10018.39,15,5,0.3549,Scotland,0
26-35,53486.81,19,30000.78,14,1,0.3718,North,1
18-25,15000.0,4,17391.91,0,4,0.7346,South East,1
26-35,44421.47,0,21864.6,11,7,0.1839,South East,0
26-35,24731.59,1,7578.37,7,5,0.5013,Wales,0
36-50,50530.7,3,16111.72,10,3,0.2647,Midlands,0
65+,28669.0,2,24092.94,9,5,0.5825,Scotland,0
36-50,35464.63,20,26261.65,0,2,0.2753,Midlands,0
36-50,42760.64,40,1602.46,12,2,0.5354,Wales,0
65+,53813.85,16,23085.72,5,5,0.4133,Wales,0
26-35,26448.46,13,13541.37,0,4,0.1803,London,0
18-25,25753.34,8,18653.74,8,4,0.4098,Scotland,0
26-35,42670.52,14,9719.95,0,4,0.4573,South East,0
26-35,15000.0,29,30258.13,13,1,0.4681,South East,1
36-50,15000.0,9,17601.79,6,9,0.3445,North,1
18-25,40504.54,1,9119.96,8,2,0.7692,North,0
51-65,45038.26,1,10110.76,10,5,0.6719,Midlands,0
18-25,40007.31,8,23594.1,8,5,0.4307,North,1
65+,33534.94,4,22215.26,5,2,0.1826,South East,0
