transaction_id,timestamp,amount,currency,merchant_name,merchant_category,card_type,status,customer_id
TXNDE0A14448D86,2024-10-27T04:20:00Z,41.48,GBP,Tesco,groceries,debit,completed,CUST00637
TXND059F6B99BB9,2024-10-23T21:13:39Z,28.76,GBP,Wagamama,,credit,completed,CUST00234
TXN3F1788F6A2EF,2024-12-08T10:22:36Z,99.53,USD,Amazon Prime,,debit,completed,CUST00145
TXN9FE086007078,2024-11-29T04:55:06Z,1.0,GBP,Netflix,entertainment,debit,completed,CUST00652
TXN51ADB40ADFA0,2024-11-06T03:12:12Z,76.2,GBP,Sky,entertainment,credit,pending,CUST00074
TXN1DB812FEABD2,2024-11-16T15:16:59Z,1.0,EUR,ASOS,retail,debit,pending,CUST00151
TXNF5C94BF51819,2024-11-29T03:57:51Z,40.13,USD,Pizza Express,dining,debit,pending,CUST00379
TXNE87637D9C4C5,2024-11-13T08:08:12Z,42.64,GBP,Boots,healthcare,credit,completed,CUST00134
TXN56EC311B0B6A,2024-10-24T06:03:40Z,48.84,GBP,Uber,transport,debit,completed,CUST00024
TXN0362C1364D93,2024-11-24T22:07:40Z,1.0,GBP,Argos,retail,credit,declined,CUST00419
TXNF85D4704A1AB,2024-11-05T00:24:39Z,25.67,GBP,LloydsPharmacy,healthcare,debit,completed,CUST00595
TXN6CDC1F0A66DC,2024-11-27T19:13:51Z,7.61,EUR,ASOS,retail,debit,completed,CUST00787
TXN68E563D56E6D,2024-10-29T04:09:06Z,85.87,GBP,Spotify,entertainment,debit,completed,CUST00302
TXNE4CADCFC08DE,2024-12-27T20:58:02Z,86.82,USD,Nando's,dining,credit,completed,CUST00633
TXN099C30972D0F,2024-10-01T02:22:20Z,14.45,EUR,Lidl,groceries,debit,completed,CUST00440
TXN80620C4BC503,2024-11-04T09:54:36Z,43.31,GBP,Argos,retail,debit,completed,CUST00229
TXN51107DAD3A11,2024-12-10T23:01:48Z,27.34,EUR,Adobe,subscriptions,credit,completed,
TXN7F9A6BB232D0,2024-10-29T01:51:13Z,1.0,USD,Spotify,,credit,completed,CUST00321
TXNAEC5ED741360,2024-11-02T09:47:59Z,52.3,GBP,Tesco,groceries,debit,completed,CUST00081
TXN7D3C0EED25F0,2024-10-18T19:40:59Z,44.27,GBP,Wagamama,,credit,completed,CUST00683
TXNC40990A263CF,2024-10-31T04:56:35Z,17.73,GBP,EasyJet,travel,credit,declined,CUST00611
TXN26BC3A5577EA,2024-11-16T08:35:53Z,61.9,EUR,Esso,,debit,completed,CUST00241
TXN60BAA9D15568,2024-11-02T16:08:46Z,114.94,GBP,Wagamama,dining,credit,completed,CUST00191
TXNDB811B06DF22,2024-10-13T09:40:48Z,1.0,GBP,Specsavers,healthcare,debit,completed,CUST00001
TXNAF0094770EBE,2024-11-09T19:19:39Z,76.08,GBP,Bolt,transport,debit,completed,
TXN2F33FDE788C6,2024-12-20T09:10:10Z,130.07,GBP,Currys,,,declined,CUST00266
TXN43294D370A00,2024-10-06T13:32:52Z,55.7,GBP,Greggs,dining,debit,completed,CUST00597
TXN48DC2350F742,2024-11-23T08:05:00Z,59.92,GBP,Uber,transport,debit,completed,CUST00597
TXN1C4A5C6F50A7,2024-10-15T09:31:17Z,62.5,GBP,M&S Food,groceries,debit,declined,CUST00159
TXN04B7FA7503B6,2024-10-08T01:12:46Z,48.47,GBP,Sainsbury's,groceries,debit,completed,CUST00559
TXNA234DE9E6E56,2024-12-19T04:31:00Z,30.96,GBP,Lidl,groceries,credit,completed,CUST00695
TXN9A2869415063,2024-10-15T20:48:04Z,36.75,GBP,British Gas,utilities,credit,declined,CUST00345
TXN565CABB7BAE7,2024-11-27T22:49:01Z,42.02,GBP,Greggs,dining,debit,completed,CUST00703
TXN0488D15330C2,2024-11-29T14:44:59Z,1.0,GBP,Aldi,groceries,credit,completed,CUST00199
TXN5C57C71FCEB3,2024-11-12T12:07:19Z,51.21,GBP,Dropbox,subscriptions,credit,pending,CUST00254
TXN3EB54699F024,2024-11-18T14:57:55Z,81.78,GBP,Apple,subscriptions,debit,completed,CUST00764
TXN7EF8A7D5704D,2024-11-15T21:00:31Z,3.38,GBP,Tesco,groceries,credit,declined,CUST00366
TXNF8FBBE2F7156,2024-11-10T02:00:29Z,69.76,GBP,Esso,fuel,debit,completed,CUST00706
TXNA9EC50280C8F,2024-11-14T14:57:50Z,59.0,GBP,Currys,retail,debit,completed,CUST00453
TXN7FD389178FD1,2024-10-13T13:35:44Z,5.71,EUR,Amazon Prime,entertainment,debit,completed,CUST00381
TXN075F31EE9258,2024-11-23T00:58:26Z,40.24,GBP,Currys,retail,debit,completed,CUST00318
TXNE1BA39F7B268,2024-10-14T02:26:21Z,69.4,EUR,National Rail,transport,credit,declined,CUST00194
TXN8973D591A93E,2024-10-28T09:07:46Z,36.71,GBP,Argos,,credit,completed,CUST00169
TXN902AC13BA041,2024-12-03T14:39:37Z,51.0,GBP,Sainsbury's,groceries,debit,pending,CUST00344
TXNEC01E815EC77,2024-10-02T11:28:18Z,46.28,GBP,Uber,transport,debit,completed,CUST00639
TXND23D7A79FFA3,2024-12-02T23:07:10Z,50.26,GBP,Argos,retail,debit,completed,CUST00616
TXN929B78035082,2024-10-24T22:35:53Z,4.26,GBP,Nando's,dining,debit,completed,CUST00741
TXN9DEE59CA81A9,2024-12-14T13:21:13Z,82.11,GBP,Trainline,transport,debit,refunded,
TXN0A4ED4762677,2024-10-29T21:09:38Z,33.76,GBP,LloydsPharmacy,healthcare,credit,completed,CUST00466
TXN8084D3947243,2024-12-18T13:28:58Z,20.36,GBP,EasyJet,travel,credit,completed,CUST00512
TXNE1DD8A19B3D7,2024-10-23T18:37:23Z,64.6,GBP,M&S Food,groceries,debit,completed,CUST00548
TXN8790291E55BC,2024-10-18T03:49:18Z,47.51,GBP,ASOS,retail,credit,completed,CUST00154
TXNFDA53A777F23,2024-10-01T00:25:50Z,1.0,EUR,EDF Energy,utilities,debit,refunded,CUST00128
TXN585F7FA91BB7,2024-10-29T13:41:20Z,54.33,EUR,Esso,fuel,debit,completed,CUST00643
TXN612FF6318416,2024-10-24T05:32:00Z,1.0,EUR,Dropbox,,debit,refunded,CUST00293
TXND8FDE4CFC182,2024-10-27T17:58:42Z,55.41,GBP,Waitrose,groceries,debit,completed,CUST00191
TXNBCBCECF2CD84,2024-10-07T20:28:04Z,75.67,GBP,Apple,subscriptions,debit,completed,CUST00646
TXNB33ADE5C61C8,2024-12-19T11:23:15Z,49.61,GBP,Booking.com,travel,debit,completed,CUST00760
TXNFE6199C6C7AF,2024-11-29T19:02:54Z,40.54,GBP,Specsavers,healthcare,credit,completed,CUST00441
TXN28E983126E0D,2024-12-02T17:53:31Z,101.85,EUR,Wagamama,dining,credit,completed,CUST00527
TXNE40C7467CCA3,2024-10-01T16:52:55Z,43.92,GBP,Sainsbury's,groceries,debit,completed,CUST00783
TXN498004A1029D,2024-11-12T18:48:20Z,46.54,GBP,M&S Food,groceries,credit,completed,CUST00752
TXN1C96372E96CD,2024-12-06T15:25:46Z,91.29,GBP,Pret A Manger,dining,debit,completed,
TXNA213A4F9A2F5,2024-10-20T13:28:24Z,1.0,GBP,Adobe,subscriptions,debit,completed,CUST00635
TXNFB55B0AC78C0,2024-12-06T04:52:39Z,54.0,GBP,Apple,subscriptions,debit,completed,CUST00271
TXNA8A53FD1BE8C,2024-10-18T14:48:53Z,9.13,GBP,Waitrose,groceries,,completed,CUST00220
TXN9056235225AE,2024-12-02T04:16:48Z,103.94,GBP,Expedia,travel,debit,completed,CUST00721
TXN4BD4D5F9C6FC,2024-11-11T22:49:13Z,55.13,GBP,Argos,retail,credit,completed,CUST00205
TXND9F922140165,2024-12-19T17:49:40Z,1.92,USD,Argos,retail,credit,pending,CUST00746
TXN0FB2A205B2BA,2024-12-07T05:46:40Z,89.53,GBP,Microsoft 365,subscriptions,debit,completed,CUST00580
TXN8149FEE96EB3,2024-10-07T12:31:45Z,25.91,EUR,Sky,entertainment,credit,completed,CUST00177
TXN0D67CF0FEE3E,2024-10-10T16:46:39Z,57.01,GBP,Pret A Manger,dining,debit,completed,CUST00705
TXN4C2DB518DE47,2024-11-24T04:00:38Z,1.0,GBP,Sky,entertainment,debit,completed,CUST00646
TXNF20A22F8B3D8,2024-11-17T05:03:15Z,42.7,GBP,Specsavers,healthcare,debit,completed,CUST00101
TXN6C72CF9EDDF3,2024-12-29T11:32:01Z,104.53,GBP,Texaco,fuel,credit,completed,CUST00717
TXN77D17541CDD0,2024-12-05T04:46:13Z,45.71,EUR,EasyJet,travel,credit,completed,CUST00699
TXN8314E8D1F243,2024-10-10T10:25:36Z,125.83,GBP,Shell,fuel,debit,completed,CUST00666
TXN45D3064E5CB4,2024-10-03T07:13:10Z,43.65,GBP,Amazon Prime,entertainment,debit,declined,
TXNB81DC29A8BD4,2024-10-03T12:23:43Z,36.47,GBP,Apple,subscriptions,credit,completed,CUST00314
TXN5ADC778356FA,2024-11-19T08:15:46Z,119.92,GBP,BT,utilities,debit,completed,
TXNE1065FD60E93,2024-11-04T11:50:03Z,40.38,USD,Shell,fuel,credit,completed,CUST00321
TXNE2E5FA1A18C6,2024-10-25T22:29:44Z,122.98,USD,EasyJet,travel,credit,pending,CUST00035
TXN401A8BBEC35D,2024-10-20T04:10:38Z,61.59,GBP,Amazon,retail,credit,pending,
TXN25E3FC3083A7,2024-11-24T04:44:27Z,55.71,GBP,Jet,fuel,debit,completed,
TXN1DAD0D406019,2024-12-24T20:11:28Z,63.12,GBP,Uber,transport,debit,completed,CUST00421
TXN0AB2CCCB9852,2024-10-13T13:06:56Z,12.07,GBP,Sky,,credit,completed,CUST00366
TXN9E0C598F48B2,2024-11-09T16:34:56Z,65.97,GBP,Nando's,dining,credit,declined,CUST00130
TXNDCEA05A4B884,2024-12-28T08:48:23Z,77.53,GBP,Esso,fuel,credit,refunded,CUST00198
TXN1BA6E1326D2D,2024-10-16T09:30:47Z,32.5,GBP,Uber,transport,debit,refunded,
TXNAF3469000A42,2024-12-18T20:05:55Z,8.66,USD,BP,fuel,credit,completed,CUST00780
TXN2EA17E59397B,2024-10-30T09:09:12Z,13.66,GBP,Greggs,dining,credit,refunded,CUST00248
TXNF9ADFFF8945B,2024-10-29T10:47:25Z,1.0,GBP,Jet,fuel,credit,declined,CUST00284
TXN0C7599383183,2024-12-23T12:57:20Z,68.97,USD,Spotify,entertainment,credit,refunded,CUST00234
TXND31231DC0E16,2024-10-01T09:58:51Z,52.93,EUR,Shell,fuel,credit,completed,CUST00429
TXNB83D28C2A774,2024-11-04T01:01:05Z,31.11,GBP,EasyJet,travel,credit,completed,CUST00665
TXN7DF95460358C,2024-11-15T03:11:32Z,1.0,GBP,Vue Cinema,entertainment,credit,completed,CUST00732
TXN9A8F5D448D2C,2024-11-09T05:50:40Z,85.0,EUR,Greggs,dining,,refunded,CUST00080
TXN221DEF0E1698,2024-12-15T09:18:24Z,1.0,GBP,Spotify,,debit,completed,CUST00547
TXN2B5CC055957C,2024-10-24T18:56:43Z,5.54,GBP,Texaco,fuel,credit,completed,CUST00790
TXN4747C6FE6EDC,2024-12-03T11:22:44Z,30.26,GBP,Jet,fuel,debit,completed,CUST00560
TXN7663FE971D92,2024-12-04T15:55:49Z,34.18,GBP,Texaco,fuel,debit,pending,CUST00556
TXN35EF233237FE,2024-10-09T12:48:49Z,99.32,USD,Amazon Prime,entertainment,credit,pending,CUST00036
TXND8D129D346B4,2024-12-16T22:20:48Z,46.53,GBP,Microsoft 365,subscriptions,credit,completed,CUST00129
TXN699E69367C49,2024-12-25T17:58:34Z,39.03,EUR,Greggs,dining,credit,completed,CUST00114
TXN03B3FF4D4472,2024-10-23T02:05:44Z,28.55,USD,Thames Water,utilities,credit,refunded,CUST00492
TXN26FAEC3EE661,2024-10-23T18:15:29Z,35.31,GBP,Virgin Media,utilities,credit,pending,CUST00713
TXN636987B6DBD1,2024-12-26T03:46:59Z,50.86,GBP,Nando's,dining,debit,pending,CUST00012
TXNABA439B12350,2024-12-30T03:51:51Z,37.83,GBP,BP,fuel,debit,completed,CUST00134
TXN50F85B147FA0,2024-10-04T12:01:26Z,68.33,USD,Argos,retail,debit,pending,CUST00124
TXN35D5A091B20F,2024-12-30T14:18:24Z,63.33,USD,Spotify,entertainment,credit,completed,CUST00010
TXN08A615845F68,2024-10-05T21:05:13Z,29.87,GBP,Google,subscriptions,,completed,CUST00192
TXN45F2D63471BC,2024-10-04T07:31:30Z,39.96,USD,EasyJet,travel,debit,pending,CUST00564
TXN67C7CBA45BC5,2024-12-30T07:35:56Z,86.55,GBP,Vue Cinema,entertainment,debit,completed,CUST00302
TXNC4DDAD3D09E6,2024-11-17T21:30:29Z,109.6,GBP,Pret A Manger,dining,,completed,CUST00096
TXND1F507D80071,2024-12-17T04:13:14Z,46.48,GBP,Shell,fuel,credit,pending,CUST00143
TXN5599E835BE6B,2024-10-29T04:05:34Z,4.93,USD,Thames Water,utilities,debit,completed,CUST00061
TXN759A0EBBE9E5,2024-11-25T10:49:27Z,24.76,GBP,Thames Water,,debit,completed,CUST00454
TXND66725C53A14,2024-10-15T16:39:21Z,13.19,GBP,Virgin Media,utilities,debit,completed,CUST00466
TXN0E94166C8276,2024-10-13T09:26:40Z,114.55,GBP,British Gas,utilities,debit,completed,CUST00119
TXN0F5DC2C9B69A,2024-12-28T12:25:42Z,72.05,GBP,Apple,subscriptions,debit,completed,
TXNC1F1A158FD21,2024-10-16T05:59:05Z,31.75,GBP,Booking.com,travel,credit,pending,CUST00475
TXND3775E257A73,2024-12-02T21:02:55Z,87.69,GBP,Virgin Media,utilities,credit,completed,CUST00676
TXNBBD6A24BADEC,2024-10-24T01:08:37Z,56.86,GBP,Superdrug,healthcare,credit,completed,CUST00562
TXNC54CB546A93D,2024-10-04T13:02:32Z,30.36,GBP,ASOS,retail,credit,completed,CUST00301
TXNFB3812C05BED,2024-10-11T23:26:49Z,20.85,GBP,Nando's,dining,credit,completed,CUST00664
TXN578E030FA794,2024-11-05T05:37:02Z,117.54,GBP,LloydsPharmacy,healthcare,debit,completed,CUST00057
TXNE8026B577057,2024-10-14T13:37:34Z,2.1,GBP,Dropbox,,debit,completed,CUST00643
TXN4F9224457571,2024-12-04T07:30:17Z,59.61,GBP,John Lewis,retail,debit,completed,CUST00429
TXN87452550BE1A,2024-12-09T02:52:48Z,30.95,GBP,Currys,retail,debit,completed,
TXN45431B69C478,2024-10-25T07:47:37Z,1.0,GBP,Wagamama,dining,credit,completed,CUST00756
TXNF5E9706C1214,2024-10-22T02:28:49Z,98.04,GBP,Adobe,subscriptions,debit,completed,CUST00145
TXND56EAEA94D1C,2024-10-29T15:56:49Z,3.76,GBP,Wagamama,dining,credit,declined,CUST00036
TXNA8E25148217C,2024-12-15T11:29:32Z,94.87,GBP,Boots,healthcare,debit,completed,CUST00309
TXN82C1F684B1CB,2024-12-14T04:29:19Z,26.05,GBP,Shell,fuel,credit,pending,
TXNBE233BFEEA1D,2024-12-03T11:12:28Z,98.89,GBP,John Lewis,retail,debit,refunded,CUST00725
TXNACFC105A84D7,2024-12-26T08:52:12Z,71.75,GBP,M&S Food,groceries,debit,completed,CUST00569
TXN5465FB17C018,2024-10-22T11:00:31Z,74.82,EUR,EDF Energy,utilities,debit,completed,CUST00383
TXND570F259A70C,2024-12-18T12:25:43Z,34.96,GBP,Ryanair,travel,debit,completed,CUST00489
TXNFF5C713335B5,2024-11-26T03:55:37Z,41.04,GBP,Virgin Media,utilities,debit,completed,CUST00003
TXN337C2312507B,2024-12-26T09:35:24Z,82.3,GBP,M&S Food,groceries,credit,completed,CUST00153
TXNC7FADB590E7D,2024-11-16T12:37:00Z,21.08,USD,Amazon,retail,credit,declined,CUST00567
TXN893B8AE6588F,2024-11-28T23:56:22Z,95.21,GBP,Jet,fuel,credit,completed,CUST00369
TXNCDAC626739F6,2024-11-06T15:44:00Z,13.49,USD,Amazon,retail,debit,completed,CUST00379
TXN7C23C9379EA7,2024-10-27T03:20:35Z,10.61,GBP,Waitrose,groceries,credit,completed,CUST00489
TXNEC15F79F472F,2024-12-20T18:00:39Z,51.02,GBP,Dropbox,,debit,completed,CUST00253
TXN512F4F139D9E,2024-11-30T20:12:28Z,34.99,GBP,Esso,fuel,credit,completed,CUST00568
TXN587B06E5CBFA,2024-12-30T05:16:49Z,38.91,GBP,Esso,fuel,,completed,CUST00668
TXN7705B100C90C,2024-10-17T09:41:39Z,1.0,GBP,LloydsPharmacy,healthcare,credit,completed,CUST00317
TXN1FE7E8EB97EB,2024-11-12T07:48:04Z,59.32,GBP,Booking.com,travel,,completed,CUST00325
TXN8935454A24E3,2024-11-22T06:49:59Z,62.7,GBP,National Rail,transport,debit,completed,CUST00677
TXNF0BFDB23A063,2024-11-23T17:14:56Z,24.06,GBP,Jet,fuel,credit,completed,CUST00332
TXN03F089063A29,2024-12-25T13:33:20Z,15.08,EUR,BT,utilities,credit,completed,CUST00210
TXN6F9948B33EFF,2024-11-30T09:55:07Z,65.7,GBP,Greggs,,credit,completed,CUST00425
TXN4770CB4FA4F5,2024-11-02T21:26:36Z,26.96,EUR,Tesco,groceries,debit,completed,CUST00387
TXNCCA43873F02E,2024-10-07T03:38:00Z,55.69,GBP,EDF Energy,utilities,credit,completed,CUST00700
TXN9DBB0DF12CBC,2024-12-21T16:02:51Z,87.77,GBP,Sainsbury's,groceries,debit,pending,CUST00415
TXN4C674D75932F,2024-10-22T20:30:19Z,86.14,GBP,Aldi,groceries,credit,completed,CUST00411
TXN8DE373EAE884,2024-11-04T05:39:37Z,18.42,EUR,Pret A Manger,dining,debit,refunded,CUST00475
TXNDDC14DC53E87,2024-10-06T19:41:00Z,54.12,GBP,Aldi,groceries,debit,completed,CUST00606
TXNEE7BF2A2BB90,2024-11-10T16:18:33Z,13.02,GBP,National Rail,transport,credit,refunded,CUST00308
TXN91DC124330B5,2024-10-19T02:25:18Z,27844.83,GBP,Google,subscriptions,credit,completed,CUST00655
TXNB58CA19BB908,2024-12-26T16:21:40Z,69.02,GBP,Microsoft 365,subscriptions,credit,completed,CUST00102
TXN20BF8E5862B7,2024-11-21T11:39:27Z,62.59,EUR,Specsavers,healthcare,debit,completed,CUST00603
TXN779D1701479E,2024-12-28T05:41:11Z,61.83,EUR,Pizza Express,dining,,completed,CUST00142
TXNEDCDB8104FA4,2024-11-26T02:36:11Z,53.24,GBP,Trainline,,,completed,CUST00510
TXN853BB6E8BF96,2024-11-16T03:40:18Z,9.18,EUR,Bolt,transport,,completed,CUST00660
TXN765978E6E482,2024-10-05T05:21:59Z,45.05,GBP,Superdrug,healthcare,credit,completed,CUST00647
TXNC1E0CCDE3F36,2024-11-22T09:54:28Z,88.57,GBP,TfL,transport,credit,pending,CUST00608
TXN462F7340D2B6,2024-11-10T08:55:35Z,20.89,GBP,Virgin Media,utilities,debit,completed,CUST00319
TXNFE2AFA488C95,2024-11-30T10:21:12Z,40.81,GBP,Pizza Express,dining,debit,completed,CUST00742
TXN34A7CBD2D74B,2024-10-17T22:02:17Z,58.44,GBP,Microsoft 365,subscriptions,debit,completed,CUST00185
TXNFE2BF314E198,2024-11-03T17:41:11Z,81.6,USD,M&S Food,groceries,debit,completed,CUST00252
TXNC3FBE9D481D4,2024-10-26T22:30:03Z,87.5,GBP,Dropbox,subscriptions,credit,completed,CUST00391
TXN5B92C286D7BE,2024-12-14T00:15:35Z,58.81,GBP,Aldi,groceries,credit,refunded,CUST00526
TXND714B156590A,2024-11-14T20:58:57Z,1.0,GBP,Superdrug,,credit,completed,CUST00275
TXNA5970BF5BC10,2024-11-03T19:33:27Z,52.73,GBP,Bolt,transport,credit,declined,CUST00761
TXN8D6821DEF39F,2024-12-27T04:15:24Z,113.98,GBP,Nando's,dining,credit,pending,CUST00629
TXNF6CD236B7701,2024-11-10T07:52:15Z,19.47,EUR,Texaco,fuel,debit,completed,CUST00609
TXN9582070A0649,2024-11-03T19:17:04Z,82.33,GBP,Currys,retail,debit,completed,CUST00121
TXN85E764A32027,2024-11-28T08:06:23Z,29.92,GBP,Pizza Express,dining,debit,completed,CUST00180
TXNB9B0629E586E,2024-11-19T10:37:31Z,21.72,GBP,Shell,fuel,credit,completed,CUST00308
TXN4520B4F5A1F6,2024-11-03T16:59:53Z,1.0,GBP,Shell,fuel,debit,completed,CUST00721
TXNE8949B8C9AF5,2024-11-15T11:08:51Z,1.0,GBP,Specsavers,healthcare,credit,completed,CUST00684
TXNE12E5682C941,2024-11-02T06:30:09Z,1.86,GBP,Nando's,dining,debit,declined,CUST00340
TXN431D5CB38822,2024-12-24T16:39:01Z,44.85,USD,John Lewis,retail,debit,completed,CUST00760
TXN26E2108E22A5,2024-10-11T08:09:19Z,83.34,EUR,Dropbox,subscriptions,credit,pending,CUST00626
TXN90A58B8F3685,2024-11-23T00:57:49Z,1.0,GBP,Nando's,dining,debit,completed,CUST00172
TXN2C410D30209C,2024-12-14T16:35:02Z,41.1,GBP,Lidl,groceries,debit,completed,
TXN5CFD89E696E5,2024-12-12T19:44:01Z,79.29,USD,Netflix,entertainment,credit,completed,CUST00372
TXN55B5B62956A2,2024-11-28T09:43:55Z,4.02,USD,Specsavers,healthcare,credit,completed,CUST00411
TXN7F37B0A4319B,2024-10-27T16:20:08Z,72.85,GBP,Jet,fuel,credit,completed,CUST00339
TXN8ED08B9BEC8A,2024-10-10T04:58:31Z,66.93,GBP,Argos,retail,debit,completed,CUST00620
TXNAF0E8183FB55,2024-10-14T01:34:22Z,83.92,GBP,Boots,healthcare,credit,completed,CUST00690
TXN8CCB69D0807B,2024-12-03T06:42:31Z,5.65,EUR,Boots,healthcare,credit,completed,CUST00187
TXN936AC93634CD,2024-10-05T06:23:41Z,25.7,GBP,Thames Water,utilities,debit,completed,CUST00642
TXNEB672DC7561F,2024-11-26T03:03:02Z,66.24,EUR,ASOS,retail,credit,completed,CUST00414
TXN384CA859805A,2024-12-17T03:32:08Z,37.87,USD,Superdrug,,debit,completed,CUST00373
TXN17A5F73DD11C,2024-11-22T20:43:35Z,79.99,GBP,Shell,fuel,credit,completed,CUST00791
TXNC4014ED424C9,2024-11-12T16:36:55Z,54.78,GBP,Aldi,groceries,debit,completed,CUST00335
TXN64666D9BC5BA,2024-11-22T08:26:40Z,21.75,GBP,Sainsbury's,groceries,,pending,
TXN878492BAE612,2024-11-29T16:18:47Z,53.46,USD,EDF Energy,utilities,debit,completed,
TXNDF25A48F45BF,2024-10-11T17:05:35Z,10.25,GBP,Lidl,groceries,debit,declined,
TXN18C0B519DDF4,2024-12-01T07:36:10Z,102.16,USD,Jet,fuel,debit,refunded,CUST00426
TXNCEA8B530649C,2024-12-19T03:29:20Z,81.08,GBP,Vue Cinema,entertainment,credit,completed,CUST00419
TXNF19E9B7884D4,2024-11-22T00:29:52Z,43.31,EUR,BP,fuel,,declined,CUST00464
TXN20242C84A83D,2024-12-11T21:49:17Z,161.48,GBP,Airbnb,travel,credit,completed,CUST00024
TXN558482F6C244,2024-11-24T19:56:43Z,39.64,GBP,Expedia,,debit,completed,CUST00799
TXNFAAA9826C05F,2024-12-08T06:58:12Z,1.0,USD,Boots,,debit,completed,CUST00745
TXNCBC38D88A44B,2024-10-13T22:11:07Z,64.11,EUR,Sky,entertainment,debit,pending,CUST00290
TXNE25797CE3730,2024-11-29T20:09:39Z,53.44,GBP,Vue Cinema,entertainment,credit,pending,CUST00491
TXNA6E51AF25082,2024-12-10T17:44:36Z,4.17,GBP,Trainline,transport,credit,completed,CUST00131
TXND242E8F3AA1A,2024-10-04T04:01:25Z,1.0,EUR,Argos,retail,credit,completed,
TXN693F2C50D472,2024-10-19T20:09:24Z,70.54,GBP,Tesco,groceries,,completed,CUST00727
TXN36D5C12CC667,2024-11-28T17:33:23Z,1.0,GBP,Vue Cinema,entertainment,debit,completed,CUST00139
TXN18735DC91FAA,2024-12-23T14:42:02Z,17.34,USD,Thames Water,utilities,credit,pending,CUST00067
TXNBEFB464AF2BC,2024-11-26T13:12:27Z,118.28,GBP,Uber,transport,debit,completed,CUST00493
TXN502AA658ECD4,2024-11-27T17:40:03Z,35.05,GBP,Apple,subscriptions,debit,completed,CUST00761
TXN50C7796CC80D,2024-11-13T01:26:19Z,44.7,GBP,Airbnb,travel,debit,pending,CUST00524
TXN7D5457982DF7,2024-12-07T17:27:01Z,46.74,GBP,Superdrug,healthcare,debit,completed,CUST00643
TXN4FB57053934C,2024-11-26T07:28:23Z,41.61,USD,John Lewis,retail,credit,completed,
TXN85E191C08E73,2024-10-30T03:13:04Z,111.58,GBP,Thames Water,utilities,credit,completed,CUST00374
TXN9FCEBB743E1B,2024-12-12T15:14:20Z,63.83,EUR,Wagamama,dining,credit,refunded,CUST00042
TXN3134D8F3B48F,2024-12-24T08:49:37Z,1.0,GBP,Vue Cinema,entertainment,credit,completed,CUST00581
TXN086061C6CA48,2024-11-06T13:37:14Z,1.0,GBP,M&S Food,groceries,debit,completed,CUST00284
TXNECECCD44743E,2024-12-11T13:17:17Z,19.8,GBP,Currys,retail,credit,completed,CUST00670
TXN079E58FC3B26,2024-12-13T08:45:47Z,66.0,GBP,Sainsbury's,groceries,credit,completed,
TXN3BF4263D999F,2024-10-04T19:23:58Z,90.26,EUR,Bolt,transport,debit,completed,CUST00089
TXNBB381EC2EB9A,2024-11-09T08:15:25Z,112.03,GBP,Amazon,retail,credit,completed,CUST00106
TXN2232C5686B3D,2024-12-20T09:37:57Z,20.56,EUR,BT,utilities,debit,completed,CUST00085
TXN4E433F1FA242,2024-11-07T16:32:30Z,61.37,GBP,Uber,transport,credit,completed,
TXN1DCE21C87D63,2024-10-20T16:46:10Z,1.0,GBP,Jet,fuel,credit,completed,CUST00136
TXNFF6D37DFF26C,2024-10-17T19:44:24Z,13.5,GBP,LloydsPharmacy,healthcare,,pending,CUST00462
TXNDD4C2C12F3F1,2024-10-11T06:27:39Z,67.75,GBP,Texaco,fuel,credit,pending,CUST00172
TXNB8935D85ADCE,2024-11-14T11:33:06Z,97.55,GBP,Apple,subscriptions,credit,completed,CUST00224
TXN385DA123EB74,2024-11-12T17:21:34Z,43.73,EUR,Trainline,transport,credit,completed,CUST00488
TXN01E8337FC4E3,2024-10-05T20:12:43Z,34.7,EUR,Wagamama,dining,debit,completed,CUST00194
TXN828947AFDBF2,2024-12-09T09:35:24Z,8.56,GBP,Superdrug,healthcare,debit,completed,CUST00506
TXN57938BAA52B2,2024-10-31T12:22:34Z,63.25,GBP,British Gas,utilities,debit,completed,CUST00745
TXNDD093D04E5AA,2024-11-16T03:29:15Z,104.28,GBP,Sainsbury's,groceries,credit,completed,CUST00165
TXNAF8367B34BEB,2024-12-13T09:04:31Z,33.68,GBP,TfL,transport,credit,completed,CUST00754
TXNCE305CCBF00F,2024-11-13T14:35:31Z,80.0,EUR,John Lewis,retail,debit,pending,CUST00299
TXN7B1005848296,2024-11-27T20:21:24Z,15.37,GBP,Boots,healthcare,debit,completed,
TXN84E32008EBEE,2024-12-30T09:36:42Z,10.16,GBP,Airbnb,travel,debit,declined,CUST00292
TXNDCDA1EE2F5B7,2024-11-29T12:26:27Z,19.58,GBP,EasyJet,travel,debit,completed,CUST00590
TXN58E13E334D1D,2024-10-01T16:57:11Z,65.5,GBP,LloydsPharmacy,healthcare,credit,refunded,CUST00063
TXN6340ECD1D108,2024-11-30T19:24:48Z,63.56,GBP,Adobe,subscriptions,debit,refunded,CUST00071
TXN6C209FDCA26E,2024-12-20T09:07:53Z,62.4,GBP,Waitrose,groceries,,completed,CUST00486
TXN515E72821145,2024-10-22T04:15:50Z,70.87,USD,Expedia,travel,credit,pending,CUST00505
TXN5298701F5AF0,2024-12-03T08:42:07Z,20.35,GBP,TfL,transport,credit,completed,CUST00121
