transaction_id,customer_id,amount,merchant_category,hour_of_day,day_of_week,is_international,distance_from_home_km,is_fraud
TXN-0003439,CUST-365,29.13,online_retail,12,Friday,False,0.5,False
TXN-0000227,CUST-251,30.49,electronics,5,Friday,False,6.9,False
TXN-0003002,CUST-267,11.92,groceries,21,Thursday,False,2.8,False
TXN-0003700,CUST-048,132.34,travel,5,Sunday,False,0.8,False
TXN-0001420,CUST-424,35.47,fuel,11,Friday,True,7.2,False
TXN-0001678,CUST-023,35.54,groceries,18,Tuesday,False,3.9,False
TXN-0004312,CUST-466,61.23,groceries,9,Friday,False,4.0,False
TXN-0003806,CUST-126,14.6,travel,21,Wednesday,False,14.0,False
TXN-0002235,CUST-262,36.1,cash_withdrawal,23,Saturday,False,5.2,False
TXN-0001050,CUST-395,42.47,travel,6,Thursday,False,1.1,False
TXN-0004899,CUST-104,480.56,fuel,16,Tuesday,True,20.0,True
TXN-0000436,CUST-344,200.0,restaurants,23,Friday,False,2.6,False
TXN-0000357,CUST-255,27.55,electronics,9,Wednesday,False,4.0,False
TXN-0003068,CUST-252,8.94,travel,17,Friday,False,0.3,False
TXN-0003998,CUST-226,38.55,restaurants,13,Friday,False,0.5,False
TXN-0001710,CUST-247,25.66,groceries,6,Wednesday,False,7.6,False
TXN-0001580,CUST-004,40.57,restaurants,9,Monday,False,8.6,False
TXN-0000578,CUST-055,200.0,restaurants,19,Sunday,False,0.2,False
TXN-0001089,CUST-408,7.71,electronics,11,Saturday,False,7.2,False
TXN-0000019,CUST-212,30.57,cash_withdrawal,12,Tuesday,False,1.5,False
TXN-0001376,CUST-254,40.8,online_retail,13,Saturday,False,0.3,False
TXN-0002868,CUST-368,199.26,cash_withdrawal,8,Saturday,False,18.2,False
TXN-0001022,CUST-350,146.52,cash_withdrawal,18,Thursday,False,3.1,False
TXN-0003059,CUST-190,228.56,online_retail,21,Thursday,False,5.7,False
TXN-0001433,CUST-415,14.28,travel,1,Wednesday,False,0.9,False
TXN-0002545,CUST-338,40.35,electronics,8,Tuesday,False,5.4,False
TXN-0000606,CUST-279,52.94,online_retail,12,Thursday,False,0.5,False
TXN-0000815,CUST-472,6.29,fuel,13,Wednesday,False,0.6,False
TXN-0001431,CUST-172,37.8,fuel,7,Tuesday,False,13.7,False
TXN-0000330,CUST-184,42.66,travel,14,Friday,False,2.8,False
TXN-0001258,CUST-291,200.0,online_retail,14,Thursday,False,4.2,False
TXN-0003401,CUST-384,21.28,cash_withdrawal,8,Wednesday,False,0.4,False
TXN-0000817,CUST-335,48.01,fuel,11,Friday,False,0.7,False
TXN-0000981,CUST-292,7.59,fuel,18,Saturday,False,8.3,False
TXN-0004142,CUST-267,117.12,cash_withdrawal,16,Sunday,False,0.4,False
TXN-0004023,CUST-474,9.41,groceries,8,Monday,False,5.0,False
TXN-0001542,CUST-063,29.57,cash_withdrawal,9,Friday,False,1.0,False
TXN-0000042,CUST-479,15.2,groceries,13,Sunday,False,5.3,False
TXN-0001301,CUST-130,37.33,online_retail,14,Thursday,False,9.6,False
TXN-0002363,CUST-135,41.47,fuel,23,Friday,False,3.2,False
TXN-0002335,CUST-032,36.03,cash_withdrawal,14,Wednesday,False,4.9,False
TXN-0004283,CUST-391,19.2,fuel,10,Wednesday,False,2.6,False
TXN-0002885,CUST-413,52.24,travel,12,Thursday,False,4.0,False
TXN-0002515,CUST-112,88.62,cash_withdrawal,16,Wednesday,False,1.6,False
TXN-0003527,CUST-070,13.16,groceries,12,Friday,False,3.4,False
TXN-0003240,CUST-476,424.01,travel,23,Thursday,False,9.3,False
TXN-0004500,CUST-389,66.83,online_retail,10,Wednesday,False,3.8,False
TXN-0002606,CUST-086,89.5,online_retail,22,Wednesday,False,0.8,False
TXN-0002162,CUST-026,32.01,cash_withdrawal,2,Thursday,False,2.1,False
TXN-0004808,CUST-423,200.0,electronics,5,Sunday,False,1.9,False
TXN-0000191,CUST-096,45.33,cash_withdrawal,11,Saturday,False,1.6,False
TXN-0000849,CUST-010,13.76,restaurants,6,Saturday,False,7.1,False
TXN-0003568,CUST-375,5.84,restaurants,17,Thursday,False,6.0,False
TXN-0004221,CUST-485,44.62,online_retail,14,Saturday,False,0.9,False
TXN-0002849,CUST-092,38.11,travel,8,Friday,False,15.2,False
TXN-0003909,CUST-255,48.84,groceries,23,Tuesday,False,3.1,False
TXN-0003635,CUST-362,22.2,online_retail,16,Friday,False,4.3,False
TXN-0004130,CUST-172,200.0,online_retail,17,Friday,False,0.9,False
TXN-0000910,CUST-169,274.66,online_retail,19,Thursday,False,3.6,False
TXN-0002140,CUST-039,269.32,restaurants,7,Wednesday,False,3.8,False
TXN-0002183,CUST-181,78.13,restaurants,9,Saturday,False,0.2,False
TXN-0002805,CUST-201,227.74,fuel,21,Tuesday,False,2.8,False
TXN-0004040,CUST-302,119.7,cash_withdrawal,8,Thursday,False,1.5,False
TXN-0004514,CUST-185,48.89,fuel,19,Wednesday,False,2.6,False
TXN-0000942,CUST-371,26.43,groceries,14,Thursday,False,2.3,False
TXN-0002720,CUST-259,25.98,fuel,23,Sunday,False,11.5,False
TXN-0001378,CUST-077,82.2,electronics,9,Saturday,False,10.4,False
TXN-0001643,CUST-270,13.37,restaurants,15,Friday,False,6.7,False
TXN-0004686,CUST-310,15.65,online_retail,14,Wednesday,False,5.1,False
TXN-0003079,CUST-334,13.77,cash_withdrawal,10,Sunday,False,8.1,False
TXN-0002426,CUST-111,51.47,online_retail,13,Saturday,False,10.0,False
TXN-0003077,CUST-405,34.03,travel,9,Thursday,False,1.3,False
TXN-0004359,CUST-500,29.07,travel,10,Monday,False,0.8,False
TXN-0001113,CUST-232,13.82,travel,12,Tuesday,False,0.5,False
TXN-0001694,CUST-170,49.61,restaurants,21,Tuesday,False,2.1,False
TXN-0001065,CUST-448,22.9,online_retail,17,Tuesday,False,5.1,False
TXN-0000314,CUST-420,111.15,electronics,10,Monday,False,6.1,False
TXN-0001868,CUST-238,41.78,online_retail,17,Sunday,False,10.7,False
TXN-0000611,CUST-082,14.29,electronics,17,Friday,False,4.9,False
TXN-0004451,CUST-440,93.23,travel,10,Sunday,False,0.4,False
TXN-0003072,CUST-168,23.44,restaurants,8,Sunday,False,2.7,False
TXN-0002145,CUST-500,31.23,restaurants,10,Wednesday,False,11.1,False
TXN-0000881,CUST-453,18.44,restaurants,23,Sunday,False,15.3,False
TXN-0001235,CUST-063,18.32,restaurants,7,Thursday,False,9.3,False
TXN-0004199,CUST-025,73.9,groceries,20,Thursday,False,0.4,False
TXN-0000002,CUST-198,80.86,online_retail,10,Thursday,False,6.1,False
TXN-0004886,CUST-065,611.9,fuel,3,Tuesday,False,7.9,True
TXN-0004566,CUST-353,27.57,cash_withdrawal,16,Tuesday,False,2.4,False
TXN-0001944,CUST-011,74.29,groceries,7,Sunday,True,2.0,False
TXN-0004405,CUST-461,16.65,cash_withdrawal,21,Saturday,False,2.8,False
TXN-0003620,CUST-382,99.53,electronics,14,Monday,False,2.8,False
TXN-0002954,CUST-074,29.23,groceries,20,Saturday,False,4.5,False
TXN-0001172,CUST-244,78.48,fuel,12,Friday,False,3.4,False
TXN-0003619,CUST-198,85.31,electronics,16,Saturday,False,3.0,False
TXN-0003456,CUST-255,23.07,groceries,21,Monday,False,20.0,False
TXN-0001010,CUST-249,22.82,groceries,5,Tuesday,False,6.5,False
TXN-0001403,CUST-254,20.98,cash_withdrawal,8,Friday,False,0.8,False
TXN-0002702,CUST-167,38.83,cash_withdrawal,20,Thursday,False,5.9,False
TXN-0004030,CUST-409,95.45,online_retail,17,Saturday,False,13.1,False
TXN-0000680,CUST-196,51.81,cash_withdrawal,9,Sunday,False,0.2,False
TXN-0003759,CUST-388,14.36,travel,16,Sunday,False,18.7,False
TXN-0002676,CUST-369,200.0,travel,23,Sunday,False,13.3,False
TXN-0001180,CUST-341,18.16,restaurants,3,Thursday,False,16.8,False
TXN-0003372,CUST-402,200.0,cash_withdrawal,21,Sunday,False,9.9,False
TXN-0003253,CUST-489,70.79,electronics,5,Monday,False,3.4,False
TXN-0000491,CUST-430,6.25,cash_withdrawal,22,Tuesday,False,9.1,False
TXN-0003913,CUST-422,33.12,electronics,11,Monday,False,9.6,False
TXN-0004264,CUST-066,200.0,cash_withdrawal,10,Monday,False,3.7,False
TXN-0003157,CUST-268,200.0,cash_withdrawal,14,Sunday,False,1.9,False
TXN-0003065,CUST-304,19.36,online_retail,14,Tuesday,False,6.0,False
TXN-0003962,CUST-346,21.26,fuel,10,Saturday,False,0.4,False
TXN-0000200,CUST-345,31.42,electronics,23,Wednesday,False,2.5,False
TXN-0001466,CUST-270,10.43,travel,17,Friday,False,0.3,False
TXN-0004197,CUST-477,17.07,restaurants,10,Saturday,False,4.7,False
TXN-0001518,CUST-363,328.36,travel,17,Wednesday,False,0.4,False
TXN-0001855,CUST-255,85.87,online_retail,13,Saturday,False,3.0,False
TXN-0004993,CUST-444,188.15,online_retail,0,Wednesday,False,34.6,True
TXN-0003608,CUST-418,31.03,cash_withdrawal,17,Tuesday,False,2.3,False
TXN-0002875,CUST-361,24.51,fuel,11,Tuesday,False,2.8,False
TXN-0004596,CUST-367,16.21,fuel,16,Saturday,False,2.1,False
TXN-0003543,CUST-195,22.84,cash_withdrawal,21,Monday,False,1.0,False
TXN-0002060,CUST-425,28.81,online_retail,22,Thursday,False,0.7,False
TXN-0001146,CUST-498,92.6,restaurants,10,Sunday,False,8.3,False
TXN-0004058,CUST-326,38.3,electronics,23,Monday,False,5.7,False
TXN-0004980,CUST-191,576.23,electronics,5,Sunday,False,64.2,True
TXN-0000455,CUST-321,32.29,cash_withdrawal,9,Tuesday,False,1.8,False
TXN-0003098,CUST-022,204.26,electronics,15,Sunday,False,8.1,False
TXN-0003992,CUST-002,200.0,fuel,19,Thursday,False,12.0,False
TXN-0000458,CUST-234,200.0,cash_withdrawal,17,Friday,False,3.3,False
TXN-0001250,CUST-194,19.39,online_retail,12,Saturday,False,1.1,False
TXN-0004951,CUST-296,568.25,online_retail,4,Thursday,False,19.1,True
TXN-0001381,CUST-049,7.8,travel,12,Saturday,False,16.3,False
TXN-0002256,CUST-216,62.01,groceries,15,Monday,False,6.9,False
TXN-0001663,CUST-006,37.14,cash_withdrawal,18,Wednesday,False,2.2,False
TXN-0002620,CUST-317,411.46,electronics,19,Tuesday,False,10.4,False
TXN-0002602,CUST-207,44.17,groceries,14,Saturday,False,4.0,False
TXN-0003872,CUST-496,36.43,restaurants,2,Saturday,False,2.3,False
TXN-0001881,CUST-350,124.02,cash_withdrawal,10,Tuesday,False,9.9,False
TXN-0003152,CUST-042,17.51,fuel,6,Thursday,False,0.5,False
TXN-0002948,CUST-150,60.71,online_retail,9,Monday,False,3.8,False
TXN-0001424,CUST-448,497.95,online_retail,19,Friday,False,15.6,False
TXN-0000931,CUST-034,97.6,electronics,18,Wednesday,False,18.8,False
TXN-0001888,CUST-079,9.05,cash_withdrawal,10,Friday,False,8.3,False
TXN-0001505,CUST-284,65.72,online_retail,15,Saturday,False,0.9,False
TXN-0004862,CUST-001,470.9,restaurants,4,Tuesday,False,5.2,True
TXN-0002947,CUST-103,13.63,cash_withdrawal,15,Monday,False,3.8,False
TXN-0002812,CUST-278,24.67,cash_withdrawal,8,Friday,False,1.0,False
TXN-0003335,CUST-055,200.0,fuel,12,Tuesday,False,8.2,False
TXN-0001981,CUST-028,61.14,cash_withdrawal,11,Monday,False,7.6,False
TXN-0002452,CUST-121,200.0,restaurants,17,Thursday,False,2.3,False
TXN-0000259,CUST-383,7.44,travel,19,Wednesday,False,7.7,False
TXN-0000682,CUST-275,38.45,groceries,16,Saturday,False,3.3,False
TXN-0001256,CUST-034,203.0,fuel,20,Wednesday,False,0.4,False
TXN-0004177,CUST-082,265.38,electronics,6,Friday,False,1.1,False
TXN-0002834,CUST-169,60.48,groceries,12,Wednesday,False,9.4,False
TXN-0000497,CUST-178,57.31,cash_withdrawal,23,Saturday,False,13.2,False
TXN-0001764,CUST-168,200.0,travel,11,Sunday,False,13.8,False
TXN-0002661,CUST-431,241.87,cash_withdrawal,14,Sunday,False,0.1,False
TXN-0001274,CUST-480,70.24,cash_withdrawal,12,Friday,False,2.5,False
TXN-0000210,CUST-017,26.62,restaurants,15,Tuesday,False,5.7,False
TXN-0000615,CUST-406,23.7,restaurants,3,Thursday,False,0.1,False
TXN-0004367,CUST-400,200.0,travel,17,Thursday,False,3.0,False
TXN-0000150,CUST-185,28.86,fuel,8,Wednesday,False,4.9,False
TXN-0004184,CUST-350,449.23,travel,16,Monday,False,5.4,False
TXN-0004018,CUST-099,200.0,fuel,14,Friday,False,0.1,False
TXN-0002595,CUST-237,34.83,online_retail,12,Sunday,False,2.3,False
TXN-0004641,CUST-482,31.45,groceries,0,Thursday,False,0.7,False
TXN-0002381,CUST-051,51.72,restaurants,17,Wednesday,False,7.8,False
TXN-0001074,CUST-429,42.58,fuel,13,Tuesday,False,1.5,False
TXN-0000952,CUST-160,82.84,online_retail,13,Wednesday,False,1.8,False
TXN-0001227,CUST-338,23.13,cash_withdrawal,15,Monday,False,3.1,False
TXN-0000084,CUST-307,7.33,cash_withdrawal,12,Saturday,False,4.6,False
TXN-0001140,CUST-331,19.31,groceries,10,Wednesday,False,1.7,False
TXN-0002848,CUST-359,559.21,cash_withdrawal,14,Friday,False,2.9,False
TXN-0003815,CUST-028,47.57,online_retail,12,Sunday,False,1.7,False
TXN-0001904,CUST-415,8.35,restaurants,17,Saturday,False,0.5,False
TXN-0001543,CUST-389,34.02,groceries,15,Saturday,False,5.8,False
TXN-0003672,CUST-311,79.83,groceries,13,Sunday,False,9.4,False
TXN-0003743,CUST-016,29.98,cash_withdrawal,13,Monday,False,0.0,False
TXN-0003214,CUST-116,43.99,cash_withdrawal,15,Tuesday,False,3.2,False
TXN-0003343,CUST-491,121.54,travel,7,Friday,False,16.5,False
TXN-0004285,CUST-310,20.41,fuel,3,Tuesday,False,0.8,False
TXN-0000269,CUST-262,12.16,electronics,15,Sunday,False,2.0,False
TXN-0001954,CUST-181,36.4,cash_withdrawal,10,Wednesday,False,4.9,False
TXN-0003490,CUST-389,8.71,electronics,17,Friday,False,0.8,False
TXN-0004259,CUST-499,36.49,restaurants,12,Friday,False,6.5,False
TXN-0004550,CUST-199,51.73,electronics,9,Friday,False,20.0,False
TXN-0001798,CUST-431,9.55,electronics,21,Monday,False,1.8,False
TXN-0000908,CUST-420,413.3,groceries,13,Sunday,False,4.7,False
TXN-0003269,CUST-366,84.76,fuel,23,Monday,False,2.6,False
TXN-0004689,CUST-273,9.83,online_retail,22,Friday,False,7.4,False
TXN-0000644,CUST-411,33.11,travel,19,Sunday,False,6.6,False
TXN-0002504,CUST-429,15.43,cash_withdrawal,17,Sunday,False,2.8,False
TXN-0002694,CUST-425,19.66,cash_withdrawal,14,Wednesday,False,2.5,False
TXN-0002985,CUST-158,200.0,fuel,12,Monday,False,0.4,False
TXN-0001774,CUST-001,54.08,restaurants,15,Monday,False,1.1,False
TXN-0003139,CUST-287,763.04,cash_withdrawal,13,Thursday,False,1.3,False
TXN-0003499,CUST-275,11.32,cash_withdrawal,16,Saturday,False,4.7,False
TXN-0000209,CUST-043,54.48,online_retail,8,Monday,False,3.2,False
TXN-0003887,CUST-360,17.57,cash_withdrawal,8,Sunday,False,2.1,False
TXN-0000468,CUST-352,40.84,cash_withdrawal,7,Monday,False,4.3,False
TXN-0001730,CUST-108,72.15,cash_withdrawal,17,Thursday,False,2.5,False
TXN-0002049,CUST-166,7.14,cash_withdrawal,6,Sunday,False,0.6,False
TXN-0000927,CUST-459,228.59,restaurants,15,Thursday,False,2.0,False
TXN-0004771,CUST-468,80.11,groceries,11,Wednesday,False,3.4,False
TXN-0001136,CUST-148,200.0,groceries,17,Monday,False,6.3,False
TXN-0001791,CUST-281,25.24,travel,13,Monday,False,0.4,False
TXN-0003346,CUST-052,209.7,groceries,8,Monday,False,0.7,False
TXN-0000559,CUST-272,86.52,travel,14,Friday,False,2.8,False
TXN-0004857,CUST-166,149.34,travel,5,Sunday,True,196.9,True
TXN-0003611,CUST-357,619.43,cash_withdrawal,10,Sunday,False,16.8,False
TXN-0000609,CUST-258,59.65,groceries,22,Saturday,False,2.8,False
TXN-0003313,CUST-261,21.34,electronics,11,Saturday,False,2.1,False
TXN-0001596,CUST-241,30.36,fuel,12,Saturday,False,3.9,False
TXN-0001242,CUST-280,454.99,groceries,10,Sunday,True,2.9,False
TXN-0000734,CUST-326,65.5,online_retail,23,Thursday,False,2.6,False
TXN-0002888,CUST-103,161.5,electronics,6,Wednesday,False,1.3,False
TXN-0001078,CUST-324,20.93,online_retail,12,Thursday,False,0.8,False
TXN-0000319,CUST-470,21.38,fuel,12,Monday,True,4.6,False
TXN-0003172,CUST-051,7.09,travel,12,Saturday,False,5.5,False
TXN-0002794,CUST-025,34.35,fuel,13,Friday,False,5.0,False
TXN-0000569,CUST-218,320.65,fuel,4,Monday,False,2.7,False
TXN-0004094,CUST-262,170.92,fuel,17,Monday,False,3.6,False
TXN-0004685,CUST-159,200.0,electronics,18,Tuesday,False,2.0,False
TXN-0002722,CUST-290,35.1,groceries,21,Friday,False,0.7,False
TXN-0002250,CUST-358,14.88,restaurants,23,Friday,False,13.9,False
TXN-0002833,CUST-014,44.93,electronics,13,Friday,False,16.1,False
TXN-0000359,CUST-363,69.23,cash_withdrawal,16,Saturday,False,9.8,False
TXN-0002508,CUST-374,25.7,restaurants,9,Monday,False,1.5,False
TXN-0000304,CUST-223,35.02,cash_withdrawal,10,Tuesday,False,1.7,False
TXN-0002311,CUST-196,43.02,travel,9,Thursday,True,4.2,False
TXN-0003034,CUST-032,32.16,groceries,8,Thursday,False,1.5,False
TXN-0002699,CUST-013,59.53,restaurants,20,Thursday,False,2.4,False
TXN-0004385,CUST-188,37.25,travel,19,Monday,False,2.7,False
TXN-0002056,CUST-194,46.84,electronics,3,Wednesday,False,12.1,False
TXN-0003138,CUST-333,32.13,groceries,14,Sunday,False,0.9,False
TXN-0000720,CUST-150,37.56,cash_withdrawal,14,Wednesday,False,0.7,False
TXN-0002914,CUST-148,32.27,fuel,12,Saturday,False,2.6,False
TXN-0001553,CUST-064,40.23,groceries,11,Monday,False,1.1,False
TXN-0003479,CUST-383,39.47,travel,14,Monday,False,2.3,False
TXN-0003051,CUST-117,72.99,electronics,16,Thursday,False,2.3,False
TXN-0000394,CUST-448,60.39,groceries,17,Sunday,False,3.6,False
TXN-0004308,CUST-289,47.12,travel,1,Sunday,False,6.9,False
TXN-0003342,CUST-158,46.05,electronics,10,Thursday,False,20.0,False
TXN-0004547,CUST-391,63.3,online_retail,13,Monday,False,6.4,False
TXN-0004565,CUST-030,48.51,electronics,15,Thursday,False,1.0,False
TXN-0000289,CUST-115,39.81,fuel,16,Friday,False,6.5,False
TXN-0003140,CUST-381,12.09,groceries,11,Wednesday,False,2.2,False
TXN-0001719,CUST-125,79.92,travel,17,Monday,False,3.2,False
TXN-0000996,CUST-004,40.84,online_retail,10,Thursday,False,0.3,False
TXN-0001832,CUST-404,26.55,travel,12,Thursday,True,4.4,False
TXN-0001846,CUST-499,37.15,restaurants,13,Saturday,False,13.5,False
TXN-0002642,CUST-050,5.0,restaurants,17,Saturday,False,15.1,False
TXN-0004208,CUST-037,21.52,groceries,22,Monday,False,12.9,False
TXN-0001228,CUST-356,22.16,online_retail,8,Monday,False,0.1,False
TXN-0001109,CUST-223,51.25,online_retail,3,Tuesday,False,20.0,False
TXN-0000838,CUST-268,26.51,fuel,12,Wednesday,False,1.4,False
TXN-0003195,CUST-034,61.69,groceries,14,Wednesday,False,13.4,False
TXN-0001578,CUST-247,37.73,cash_withdrawal,8,Sunday,False,14.6,False
TXN-0000008,CUST-264,82.92,electronics,12,Wednesday,False,2.4,False
TXN-0003904,CUST-025,11.89,fuel,12,Sunday,False,5.4,False
TXN-0002592,CUST-142,42.06,online_retail,17,Saturday,True,20.0,False
TXN-0002609,CUST-311,58.28,fuel,13,Monday,False,1.3,False
TXN-0002164,CUST-312,20.31,travel,16,Friday,False,0.2,False
TXN-0001435,CUST-341,36.91,electronics,17,Tuesday,False,5.5,False
TXN-0000083,CUST-124,305.02,electronics,23,Monday,False,0.5,False
TXN-0000534,CUST-431,83.33,online_retail,11,Wednesday,False,2.0,False
TXN-0002904,CUST-034,103.27,restaurants,14,Tuesday,False,4.5,False
TXN-0000863,CUST-493,347.77,travel,10,Wednesday,False,3.9,False
TXN-0004010,CUST-414,22.66,electronics,22,Wednesday,False,7.7,False
TXN-0002687,CUST-157,16.16,restaurants,16,Sunday,False,4.7,False
TXN-0000775,CUST-240,35.11,restaurants,13,Sunday,False,3.2,False
TXN-0004846,CUST-048,325.26,travel,4,Friday,False,0.9,False
TXN-0004201,CUST-460,17.73,online_retail,11,Monday,True,3.0,False
TXN-0003052,CUST-223,26.18,fuel,15,Tuesday,False,2.0,False
TXN-0000563,CUST-198,231.21,restaurants,16,Friday,False,6.5,False
TXN-0001340,CUST-022,240.8,online_retail,21,Tuesday,False,11.3,False
TXN-0004330,CUST-464,9.81,online_retail,10,Sunday,False,1.3,False
TXN-0000170,CUST-408,82.79,fuel,11,Thursday,False,1.6,False
TXN-0000088,CUST-396,35.39,cash_withdrawal,11,Sunday,False,20.0,False
TXN-0004852,CUST-021,230.96,travel,3,Monday,True,6.8,True
TXN-0004044,CUST-450,55.44,restaurants,23,Wednesday,False,3.6,False
TXN-0004274,CUST-112,257.21,groceries,13,Sunday,True,4.7,False
TXN-0003181,CUST-141,12.02,cash_withdrawal,9,Friday,False,1.2,False
TXN-0004024,CUST-083,8.97,fuel,17,Tuesday,False,0.8,False
TXN-0000531,CUST-491,51.69,electronics,7,Friday,False,1.5,False
TXN-0002534,CUST-240,51.26,online_retail,11,Tuesday,False,2.7,False
TXN-0000752,CUST-160,51.82,fuel,14,Sunday,False,1.8,False
TXN-0002067,CUST-052,263.31,cash_withdrawal,11,Thursday,False,1.4,False
TXN-0004513,CUST-128,62.73,electronics,18,Friday,False,5.9,False
TXN-0003813,CUST-419,55.66,fuel,18,Sunday,False,3.7,False
TXN-0001558,CUST-211,29.17,electronics,15,Sunday,False,1.3,False
TXN-0004872,CUST-065,227.15,travel,20,Monday,False,269.3,True
TXN-0001782,CUST-141,13.68,fuel,17,Saturday,False,4.5,False
TXN-0000799,CUST-308,18.69,travel,16,Wednesday,False,0.6,False
TXN-0003525,CUST-378,38.37,cash_withdrawal,17,Friday,False,13.6,False
TXN-0002945,CUST-372,45.6,restaurants,14,Monday,False,5.4,False
TXN-0003623,CUST-434,20.01,travel,7,Thursday,False,1.3,False
TXN-0001484,CUST-277,8.62,groceries,12,Saturday,False,1.4,False
TXN-0003945,CUST-339,5.11,online_retail,16,Monday,False,0.2,False
TXN-0000919,CUST-316,9.68,travel,13,Thursday,True,4.8,False
TXN-0002110,CUST-489,16.16,cash_withdrawal,0,Thursday,False,0.1,False
TXN-0000299,CUST-122,49.09,travel,11,Thursday,False,4.0,False
TXN-0002033,CUST-056,63.47,travel,9,Sunday,False,3.7,False
TXN-0001034,CUST-337,296.64,fuel,13,Tuesday,False,0.1,False
TXN-0000746,CUST-138,48.61,travel,14,Tuesday,False,20.0,False
TXN-0004407,CUST-016,35.66,online_retail,12,Saturday,False,14.9,False
TXN-0001994,CUST-095,15.68,fuel,21,Saturday,False,14.3,False
TXN-0004175,CUST-228,28.34,restaurants,14,Saturday,False,2.0,False
TXN-0001647,CUST-213,28.06,electronics,8,Tuesday,False,1.4,False
TXN-0002638,CUST-323,241.26,cash_withdrawal,12,Thursday,False,0.7,False
TXN-0001887,CUST-145,72.32,travel,8,Monday,False,5.6,False
TXN-0002339,CUST-191,20.19,fuel,10,Sunday,False,3.6,False
TXN-0004183,CUST-073,51.32,restaurants,17,Sunday,False,5.0,False
TXN-0003588,CUST-233,43.22,online_retail,4,Thursday,False,0.7,False
TXN-0002374,CUST-333,282.71,travel,11,Thursday,False,5.8,False
TXN-0001288,CUST-204,295.26,fuel,14,Saturday,False,1.6,False
TXN-0001211,CUST-483,54.92,restaurants,11,Friday,False,1.2,False
TXN-0000218,CUST-416,61.76,cash_withdrawal,1,Friday,False,4.5,False
TXN-0002771,CUST-043,36.74,cash_withdrawal,8,Monday,False,9.8,False
TXN-0000063,CUST-271,64.88,cash_withdrawal,16,Wednesday,False,0.5,False
TXN-0000120,CUST-259,39.07,travel,17,Wednesday,False,10.3,False
TXN-0000453,CUST-103,22.99,cash_withdrawal,14,Wednesday,False,1.2,False
TXN-0003004,CUST-222,8.46,restaurants,16,Monday,False,3.2,False
TXN-0004045,CUST-138,207.03,groceries,15,Monday,False,0.2,False
TXN-0001038,CUST-339,78.68,groceries,11,Saturday,False,6.0,False
TXN-0003148,CUST-442,15.55,cash_withdrawal,14,Tuesday,False,0.1,False
TXN-0001239,CUST-390,31.78,groceries,16,Saturday,False,0.8,False
TXN-0003624,CUST-074,96.95,online_retail,15,Tuesday,False,7.7,False
TXN-0000873,CUST-489,25.04,travel,10,Sunday,False,8.5,False
TXN-0004100,CUST-143,34.53,restaurants,18,Saturday,False,4.7,False
TXN-0003579,CUST-012,507.55,fuel,10,Tuesday,False,15.4,False
TXN-0001713,CUST-203,15.75,cash_withdrawal,8,Wednesday,False,0.6,False
TXN-0004017,CUST-231,29.11,fuel,20,Wednesday,False,1.0,False
TXN-0001978,CUST-468,200.0,travel,15,Tuesday,False,11.2,False
TXN-0001444,CUST-448,47.9,restaurants,20,Saturday,False,3.4,False
TXN-0002342,CUST-483,72.19,restaurants,11,Friday,True,1.6,False
TXN-0002863,CUST-474,17.49,electronics,19,Wednesday,False,2.8,False
TXN-0002560,CUST-199,35.03,cash_withdrawal,14,Sunday,False,0.2,False
TXN-0002076,CUST-431,23.63,fuel,14,Friday,False,0.4,False
TXN-0004944,CUST-220,115.44,travel,2,Wednesday,True,7.4,True
TXN-0004321,CUST-081,27.89,travel,18,Sunday,False,2.4,False
TXN-0004751,CUST-439,37.82,online_retail,18,Sunday,False,5.2,False
TXN-0002244,CUST-362,58.96,online_retail,15,Thursday,False,8.1,False
TXN-0003746,CUST-101,11.77,electronics,20,Wednesday,False,16.6,False
TXN-0002823,CUST-249,26.43,electronics,10,Friday,False,2.4,False
TXN-0002557,CUST-385,66.5,travel,15,Monday,False,5.6,False
TXN-0001922,CUST-133,12.76,restaurants,14,Sunday,False,0.5,False
TXN-0003860,CUST-054,61.99,electronics,17,Tuesday,True,7.8,False
TXN-0002418,CUST-326,125.64,fuel,15,Monday,False,6.1,False
TXN-0002919,CUST-448,27.2,travel,16,Saturday,False,3.5,False
TXN-0002857,CUST-416,71.02,electronics,23,Tuesday,True,1.6,False
TXN-0001018,CUST-226,13.74,cash_withdrawal,13,Saturday,False,13.1,False
TXN-0002398,CUST-486,52.9,cash_withdrawal,16,Saturday,True,18.0,False
TXN-0002153,CUST-259,43.54,groceries,23,Tuesday,False,2.4,False
TXN-0003762,CUST-427,27.62,groceries,5,Thursday,False,0.4,False
TXN-0002470,CUST-146,13.25,fuel,11,Sunday,False,2.9,False
TXN-0002887,CUST-221,65.74,restaurants,21,Thursday,False,3.6,False
TXN-0002912,CUST-252,8.72,groceries,10,Thursday,False,7.2,False
TXN-0001982,CUST-429,8.99,online_retail,16,Sunday,False,8.7,False
TXN-0000519,CUST-338,11.08,online_retail,23,Friday,False,0.9,False
TXN-0001123,CUST-042,45.11,online_retail,18,Wednesday,False,3.0,False
TXN-0000833,CUST-351,12.92,restaurants,16,Tuesday,False,0.8,False
TXN-0002223,CUST-380,59.37,online_retail,20,Saturday,False,20.0,False
TXN-0004969,CUST-114,372.31,groceries,1,Friday,True,34.9,True
TXN-0002343,CUST-149,10.31,electronics,15,Friday,True,3.2,False
