date,region,weather_type,temperature,wind_speed,is_holiday,demand_mw
2021-06-11,South,clear,21.6,20.6,0,36360.5
2021-06-11,Midlands,clear,23.7,29.9,0,34815.2
2021-06-12,North,cloudy,20.1,19.9,0,30962.7
2021-06-12,South,clear,20.6,33.5,0,32967.6
2021-06-12,Midlands,clear,22.5,30.1,0,30391.4
2021-06-13,North,cloudy,18.8,23.2,0,30968.9
2021-06-13,South,cloudy,24.1,13.4,0,31695.5
2021-06-13,Midlands,storm,20.0,32.3,0,34587.1
2021-06-14,North,clear,20.3,49.4,0,33142.6
2021-06-14,South,storm,20.7,21.1,0,36637.6
2021-06-14,Midlands,cloudy,21.1,16.3,0,34696.4
2021-06-15,North,clear,24.3,20.9,0,31789.6
2021-06-15,South,clear,22.6,29.9,0,34689.4
2021-06-15,Midlands,rain,25.1,32.2,0,33501.4
2021-06-16,North,rain,27.5,16.9,0,31848.4
2021-06-16,South,rain,22.2,20.2,0,37891.1
2021-06-16,Midlands,clear,23.5,8.2,0,32982.8
2021-06-17,North,clear,25.8,9.1,0,29071.1
2021-06-17,South,rain,21.2,19.5,0,37300.8
2021-06-17,Midlands,clear,22.6,22.1,0,31459.6
2021-06-18,North,clear,19.7,23.2,0,31903.9
2021-06-18,South,clear,22.9,21.6,0,35689.8
2021-06-18,Midlands,cloudy,21.6,29.1,0,33161.3
2021-06-19,North,clear,26.5,31.4,0,28916.2
2021-06-19,South,clear,26.8,31.2,1,28857.6
2021-06-19,Midlands,cloudy,22.9,27.9,0,32044.1
2021-06-20,North,cloudy,25.2,17.5,0,26761.9
2021-06-20,South,clear,27.2,14.6,0,31059.7
2021-06-20,Midlands,cloudy,23.7,31.7,1,27366.2
2021-06-21,North,clear,23.6,19.6,0,31382.1
2021-06-21,South,clear,26.4,5,0,34738.8
2021-06-21,Midlands,cloudy,24.4,25.6,0,33895.6
2021-06-22,North,cloudy,26.2,30.5,0,31894.4
2021-06-22,South,cloudy,23.3,31.6,0,35181.5
2021-06-22,Midlands,clear,22.8,9.0,0,32328.8
2021-06-23,North,clear,18.9,30.8,0,34108.4
2021-06-23,South,clear,18.6,33.7,0,35907.9
2021-06-23,Midlands,cloudy,24.5,11.2,0,32279.4
2021-06-24,North,cloudy,21.7,5.6,0,31148.8
2021-06-24,South,cloudy,23.1,19.3,0,35525.8
2021-06-24,Midlands,clear,26.2,17.4,0,30977.0
2021-06-25,North,rain,21.8,38.6,0,32809.9
2021-06-25,South,clear,25.5,12.1,0,34143.3
2021-06-25,Midlands,cloudy,17.3,23.0,0,35433.8
2021-06-26,North,cloudy,24.3,20.7,0,27784.2
2021-06-26,South,clear,21.3,19.0,0,31682.9
2021-06-26,Midlands,clear,22.0,15.7,0,31101.6
2021-06-27,North,cloudy,27.8,11.2,0,28785.7
2021-06-27,South,cloudy,23.1,17.3,0,32363.5
2021-06-27,Midlands,clear,22.8,11.9,0,30751.6
2021-06-28,North,cloudy,22.0,32.3,0,31966.6
2021-06-28,South,clear,19.7,29.3,0,35206.1
2021-06-28,Midlands,clear,23.2,15.2,0,32793.6
2021-06-29,North,cloudy,28.7,34.3,0,30847.4
2021-06-29,South,cloudy,27.1,24.9,0,32822.4
2021-06-29,Midlands,clear,24.2,13.0,0,32336.0
2021-06-30,North,cloudy,26.1,26.3,0,30858.5
2021-06-30,South,rain,23.5,20.3,0,36867.5
2021-06-30,Midlands,rain,26.9,35.0,0,34671.3
2021-07-01,North,clear,21.4,16.4,0,33255.4
2021-07-01,South,clear,23.4,23.2,0,35156.6
2021-07-01,Midlands,cloudy,22.6,39.7,0,33426.0
2021-07-02,North,rain,21.5,21.4,0,32956.0
2021-07-02,South,clear,23.4,13.7,0,34135.6
2021-07-02,Midlands,clear,20.2,22.4,0,34848.0
2021-07-03,North,cloudy,28.5,20.0,0,27626.3
2021-07-03,South,rain,23.7,27.3,0,32495.9
2021-07-03,Midlands,cloudy,23.4,27.5,0,28948.2
2021-07-04,North,clear,21.7,18.9,0,30950.3
2021-07-04,South,clear,23.4,35.0,0,30321.8
2021-07-04,Midlands,rain,22.7,12.7,0,31764.7
2021-07-05,North,cloudy,24.2,29.3,0,32500.7
2021-07-05,South,clear,25.3,18.7,0,34571.0
2021-07-05,Midlands,cloudy,19.8,17.4,0,35499.5
2021-07-06,North,cloudy,24.7,33.3,0,32341.0
2021-07-06,South,clear,25.9,5,0,33118.4
2021-07-06,Midlands,clear,22.7,25.9,0,32366.9
2021-07-07,North,cloudy,19.1,34.8,0,33910.9
2021-07-07,South,clear,25.0,23.3,0,33659.7
2021-07-07,Midlands,storm,21.7,28.0,0,35806.6
2021-07-08,North,clear,23.4,14.0,0,31687.9
2021-07-08,South,rain,23.7,24.3,0,35403.2
2021-07-08,Midlands,cloudy,21.0,28.2,0,34175.6
2021-07-09,North,clear,28.0,35.9,0,31228.9
2021-07-09,South,rain,27.1,32.6,0,35742.5
2021-07-09,Midlands,clear,24.1,6.8,0,31860.5
2021-07-10,North,clear,27.1,22.3,0,27854.7
2021-07-10,South,rain,25.2,30.9,0,32397.6
2021-07-10,Midlands,cloudy,22.6,28.0,0,30693.2
2021-07-11,North,clear,24.7,27.4,0,27247.3
2021-07-11,South,storm,24.8,6.6,0,32236.9
2021-07-11,Midlands,clear,25.8,28.1,0,28652.0
2021-07-12,North,clear,24.2,26.4,0,31436.5
2021-07-12,South,storm,22.4,6.7,0,36522.6
2021-07-12,Midlands,cloudy,24.4,19.5,0,34386.6
2021-07-13,North,clear,18.2,25.7,0,33180.0
2021-07-13,South,rain,23.9,13.0,0,36182.0
2021-07-13,Midlands,cloudy,26.3,14.4,1,27753.9
2021-07-14,North,cloudy,21.4,5,0,34102.5
2021-07-14,South,rain,30.1,13.3,0,33680.7
2021-07-14,Midlands,clear,24.8,23.3,0,35418.0
2021-07-15,North,clear,23.2,28.8,0,33111.0
2021-07-15,South,clear,24.4,14.3,0,36151.0
2021-07-15,Midlands,rain,21.0,33.2,0,32524.7
2021-07-16,North,clear,25.5,17.3,0,31512.4
2021-07-16,South,rain,24.2,25.5,0,32476.0
2021-07-16,Midlands,cloudy,26.2,38.9,0,33047.0
2021-07-17,North,cloudy,21.4,23.3,0,30724.1
2021-07-17,South,rain,25.9,29.5,0,28948.8
2021-07-17,Midlands,rain,28.1,30.8,0,30100.6
2021-07-18,North,cloudy,24.8,19.1,0,30064.3
2021-07-18,South,clear,26.2,25.1,0,30784.8
2021-07-18,Midlands,cloudy,26.4,26.9,0,28934.6
2021-07-19,North,clear,23.6,25.9,0,32049.6
2021-07-19,South,cloudy,25.5,20.3,0,35667.5
2021-07-19,Midlands,clear,21.1,16.7,0,33783.2
2021-07-20,North,cloudy,25.3,11.5,0,33761.7
2021-07-20,South,clear,25.1,12.0,0,36935.6
2021-07-20,Midlands,cloudy,24.1,27.1,0,33976.0
2021-07-21,North,cloudy,22.2,13.4,0,31737.5
2021-07-21,South,rain,24.3,18.6,0,36175.4
2021-07-21,Midlands,clear,23.9,16.1,0,31324.0
2021-07-22,North,clear,22.6,26.8,0,29976.1
2021-07-22,South,clear,20.7,14.9,0,36583.0
2021-07-22,Midlands,clear,21.0,11.1,1,31993.9
2021-07-23,North,clear,24.6,24.2,0,30625.7
2021-07-23,South,clear,19.1,21.2,0,37124.5
2021-07-23,Midlands,clear,27.5,14.5,0,32410.9
2021-07-24,North,clear,23.0,26.7,0,28736.9
2021-07-24,South,clear,21.8,5,0,31531.6
2021-07-24,Midlands,cloudy,18.2,15.3,0,30083.7
2021-07-25,North,clear,21.5,27.1,0,28535.2
2021-07-25,South,clear,25.8,13.2,0,31716.0
2021-07-25,Midlands,cloudy,19.0,30.2,0,33582.7
2021-07-26,North,cloudy,29.2,18.4,0,27507.2
2021-07-26,South,clear,26.0,31.7,0,34111.9
2021-07-26,Midlands,rain,22.3,38.1,0,33836.9
2021-07-27,North,clear,24.1,19.1,0,33051.6
2021-07-27,South,cloudy,23.3,9.6,0,34906.8
2021-07-27,Midlands,cloudy,23.2,21.5,0,31172.0
2021-07-28,North,clear,21.3,19.1,0,31916.6
2021-07-28,South,clear,24.5,9.6,0,34791.1
2021-07-28,Midlands,cloudy,22.2,25.0,0,36794.7
2021-07-29,North,clear,23.6,21.6,0,33939.9
2021-07-29,South,rain,22.7,19.6,0,35954.4
2021-07-29,Midlands,cloudy,25.2,33.8,0,34883.2
2021-07-30,North,rain,24.9,19.2,0,31099.8
2021-07-30,South,clear,24.0,24.2,0,37029.8
2021-07-30,Midlands,rain,22.5,5,0,35369.0
2021-07-31,North,clear,23.9,31.0,0,30677.2
2021-07-31,South,rain,23.7,21.6,0,32979.5
2021-07-31,Midlands,rain,24.9,18.9,0,30208.3
2021-08-01,North,clear,18.5,20.4,0,29463.5
2021-08-01,South,clear,24.5,28.0,0,30636.5
2021-08-01,Midlands,cloudy,24.8,35.3,0,30438.0
2021-08-02,North,clear,24.4,5,0,30497.4
2021-08-02,South,clear,19.7,11.2,0,38334.2
2021-08-02,Midlands,cloudy,22.5,38.4,0,34566.8
2021-08-03,North,clear,21.6,20.2,0,31656.9
2021-08-03,South,cloudy,28.0,13.9,0,34844.4
2021-08-03,Midlands,cloudy,21.8,29.8,0,34214.0
2021-08-04,North,cloudy,22.5,12.8,0,31036.9
2021-08-04,South,clear,19.7,12.1,0,39630.6
2021-08-04,Midlands,cloudy,24.7,24.9,0,33127.9
2021-08-05,North,clear,23.3,16.7,0,34045.5
2021-08-05,South,cloudy,19.0,11.4,0,36046.9
2021-08-05,Midlands,storm,21.0,9.4,0,35443.3
2021-08-06,North,clear,22.8,18.3,0,30981.1
2021-08-06,South,cloudy,21.3,15.4,0,37924.0
2021-08-06,Midlands,cloudy,19.5,29.6,0,33576.3
2021-08-07,North,clear,21.9,24.3,0,30514.0
2021-08-07,South,clear,17.5,17.9,0,33133.6
2021-08-07,Midlands,clear,18.9,31.4,0,31731.6
2021-08-08,North,clear,23.1,26.4,0,28403.4
2021-08-08,South,clear,16.2,11.4,0,32147.4
2021-08-08,Midlands,clear,21.3,20.3,0,31886.7
2021-08-09,North,clear,22.3,25.2,0,33855.1
2021-08-09,South,clear,19.7,18.2,0,34498.5
2021-08-09,Midlands,cloudy,20.2,17.5,1,32594.7
2021-08-10,North,clear,25.3,22.0,0,30511.4
2021-08-10,South,cloudy,24.1,27.0,0,36923.7
2021-08-10,Midlands,clear,20.6,23.6,1,33413.8
2021-08-11,North,clear,19.0,34.8,0,33218.5
2021-08-11,South,cloudy,19.7,18.9,0,37659.7
2021-08-11,Midlands,rain,19.7,18.7,0,35625.0
2021-08-12,North,cloudy,24.8,12.5,0,34779.2
2021-08-12,South,clear,18.0,35.7,0,39743.3
2021-08-12,Midlands,clear,19.1,23.0,0,37265.6
2021-08-13,North,clear,20.5,10.7,0,33299.3
2021-08-13,South,rain,20.2,21.0,0,39044.4
2021-08-13,Midlands,cloudy,24.5,21.0,1,31328.5
2021-08-14,North,clear,18.3,12.7,0,30801.5
2021-08-14,South,clear,19.5,10.8,0,33336.0
2021-08-14,Midlands,cloudy,19.0,31.2,0,34700.1
2021-08-15,North,clear,20.3,17.5,0,30888.1
2021-08-15,South,clear,22.1,16.2,0,32969.3
2021-08-15,Midlands,cloudy,20.4,23.6,0,33602.3
2021-08-16,North,clear,19.5,13.3,0,31617.1
2021-08-16,South,clear,19.7,17.6,0,36763.0
2021-08-16,Midlands,clear,19.3,24.4,0,39055.7
2021-08-17,North,clear,19.2,22.4,0,33525.7
2021-08-17,South,clear,24.7,21.3,0,34894.5
2021-08-17,Midlands,cloudy,25.0,26.0,0,33523.7
2021-08-18,North,cloudy,22.3,24.2,0,33329.0
2021-08-18,South,rain,21.2,29.0,0,35750.4
2021-08-18,Midlands,rain,23.4,13.2,0,33637.0
2021-08-19,North,rain,19.8,19.1,0,33614.5
2021-08-19,South,rain,21.7,19.5,0,36725.7
2021-08-19,Midlands,cloudy,19.7,23.2,0,36654.5
2021-08-20,North,rain,19.7,28.0,0,35876.3
2021-08-20,South,cloudy,19.8,28.7,0,37726.0
2021-08-20,Midlands,cloudy,16.7,33.6,0,36735.7
2021-08-21,North,clear,15.9,20.1,0,32261.0
2021-08-21,South,cloudy,22.1,10.4,0,35425.9
2021-08-21,Midlands,cloudy,20.6,21.7,0,34212.8
2021-08-22,North,rain,15.7,30.2,0,34017.7
2021-08-22,South,clear,20.4,21.4,0,33235.1
2021-08-22,Midlands,clear,20.7,24.7,0,31138.5
2021-08-23,North,cloudy,18.3,23.3,0,36133.8
2021-08-23,South,cloudy,21.1,25.5,0,37324.3
2021-08-23,Midlands,cloudy,18.0,17.4,0,35364.4
2021-08-24,North,clear,14.0,27.4,0,36289.3
2021-08-24,South,cloudy,16.1,18.0,0,38729.4
2021-08-24,Midlands,cloudy,18.2,23.4,0,37825.5
2021-08-25,North,cloudy,21.3,20.7,0,35064.9
2021-08-25,South,clear,19.7,19.5,0,35478.7
2021-08-25,Midlands,rain,18.0,18.8,0,35337.5
2021-08-26,North,cloudy,20.3,28.7,0,35512.0
2021-08-26,South,cloudy,20.8,13.1,0,35927.9
2021-08-26,Midlands,clear,13.8,12.4,0,37667.8
2021-08-27,North,cloudy,23.3,16.2,0,34526.5
2021-08-27,South,cloudy,18.2,21.8,0,37781.6
2021-08-27,Midlands,cloudy,14.8,12.5,0,40584.5
2021-08-28,North,cloudy,18.1,19.3,0,35554.3
2021-08-28,South,clear,17.5,23.6,0,35158.7
2021-08-28,Midlands,cloudy,16.7,30.4,0,32963.7
2021-08-29,North,cloudy,17.5,18.5,0,31715.0
2021-08-29,South,storm,21.7,10.6,0,33513.6
2021-08-29,Midlands,clear,17.9,15.8,0,32065.8
2021-08-30,North,cloudy,18.9,11.0,0,36358.5
2021-08-30,South,rain,17.4,37.6,0,39980.8
2021-08-30,Midlands,cloudy,18.7,26.6,0,38825.3
2021-08-31,North,rain,17.9,28.5,0,35663.9
2021-08-31,South,clear,22.4,24.0,0,36377.4
2021-08-31,Midlands,cloudy,18.0,6.6,0,37358.7
2021-09-01,North,rain,22.6,19.9,0,36616.4
2021-09-01,South,storm,13.4,35.7,0,41447.8
2021-09-01,Midlands,clear,18.1,12.5,0,35304.0
2021-09-02,North,cloudy,20.7,7.3,0,35061.6
2021-09-02,South,cloudy,14.9,26.1,0,36695.3
2021-09-02,Midlands,clear,19.7,33.6,0,35144.9
2021-09-03,North,clear,17.7,18.8,0,35259.2
2021-09-03,South,cloudy,17.8,30.0,0,39540.0
2021-09-03,Midlands,clear,19.7,32.9,0,35687.9
2021-09-04,North,clear,14.5,23.5,0,33151.5
2021-09-04,South,clear,19.4,31.5,0,35634.9
2021-09-04,Midlands,clear,16.7,22.1,0,33786.9
2021-09-05,North,clear,19.7,23.1,0,30541.4
2021-09-05,South,clear,20.7,5,0,32239.9
2021-09-05,Midlands,cloudy,19.4,8.3,0,31999.2
2021-09-06,North,rain,15.0,39.1,0,36517.0
2021-09-06,South,rain,16.9,26.4,0,38851.9
2021-09-06,Midlands,rain,16.7,23.8,0,35547.6
2021-09-07,North,clear,16.7,32.7,1,33110.6
2021-09-07,South,rain,20.7,27.9,0,38332.3
2021-09-07,Midlands,cloudy,17.8,16.7,0,34557.0
2021-09-08,North,cloudy,13.5,8.1,0,36501.6
2021-09-08,South,clear,17.7,36.6,0,39510.9
2021-09-08,Midlands,clear,15.5,20.6,0,37074.5
2021-09-09,North,clear,15.0,18.7,0,35348.3
2021-09-09,South,cloudy,13.9,14.2,0,42979.5
2021-09-09,Midlands,clear,19.5,24.8,0,35833.8
2021-09-10,North,clear,17.1,14.8,0,34655.0
2021-09-10,South,clear,17.3,12.3,0,40400.1
2021-09-10,Midlands,cloudy,18.1,22.2,0,38330.3
2021-09-11,North,clear,12.7,33.1,0,33996.8
2021-09-11,South,cloudy,16.8,24.0,0,37721.2
2021-09-11,Midlands,cloudy,15.9,29.5,0,34889.8
2021-09-12,North,clear,14.6,15.9,0,34370.4
2021-09-12,South,clear,15.1,28.3,0,34614.3
2021-09-12,Midlands,cloudy,23.8,12.9,0,33112.7
2021-09-13,North,clear,17.2,22.2,0,34896.8
2021-09-13,South,clear,18.8,32.0,0,39629.5
2021-09-13,Midlands,cloudy,15.0,18.5,0,38239.2
2021-09-14,North,clear,14.0,20.6,0,38210.5
2021-09-14,South,clear,16.2,23.1,0,38355.3
2021-09-14,Midlands,rain,18.8,33.4,0,37697.5
2021-09-15,North,cloudy,17.6,28.7,0,38238.3
2021-09-15,South,cloudy,16.8,20.4,0,40372.5
2021-09-15,Midlands,clear,15.3,33.2,0,38633.5
2021-09-16,North,cloudy,13.6,19.8,0,36628.8
2021-09-16,South,storm,14.8,10.2,0,42548.6
2021-09-16,Midlands,cloudy,16.5,37.4,0,37273.5
2021-09-17,North,clear,16.3,12.1,0,36784.1
2021-09-17,South,clear,16.8,13.6,0,38934.0
2021-09-17,Midlands,storm,16.2,12.6,0,37700.2
2021-09-18,North,clear,13.1,24.8,0,35890.3
2021-09-18,South,clear,16.4,28.7,0,39369.9
2021-09-18,Midlands,clear,12.8,25.7,0,35594.2
2021-09-19,North,cloudy,18.8,31.4,0,31698.0
2021-09-19,South,cloudy,13.8,22.7,0,36886.2
2021-09-19,Midlands,cloudy,11.4,11.7,0,39246.6
2021-09-20,North,cloudy,12.1,37.0,0,37645.5
2021-09-20,South,clear,13.3,25.8,0,41314.2
2021-09-20,Midlands,clear,15.5,29.2,0,39384.0
2021-09-21,North,rain,16.2,22.6,0,36760.6
2021-09-21,South,rain,15.3,28.9,1,40380.0
2021-09-21,Midlands,clear,15.8,22.7,0,38470.5
2021-09-22,North,clear,16.6,26.5,0,35800.6
2021-09-22,South,clear,12.9,22.1,0,39428.7
2021-09-22,Midlands,storm,17.1,28.8,0,41477.6
2021-09-23,North,cloudy,18.8,28.5,0,34840.8
2021-09-23,South,cloudy,13.6,19.2,0,39998.8
2021-09-23,Midlands,clear,15.6,21.6,0,39308.7
2021-09-24,North,cloudy,16.3,17.2,0,38895.4
2021-09-24,South,cloudy,16.1,38.1,0,41363.4
2021-09-24,Midlands,clear,16.6,30.7,0,39899.3
2021-09-25,North,rain,9.6,18.9,0,36195.8
2021-09-25,South,clear,17.2,27.3,0,37360.2
2021-09-25,Midlands,cloudy,11.9,23.9,0,35641.7
2021-09-26,North,cloudy,15.2,27.2,0,35869.6
2021-09-26,South,rain,12.5,20.4,0,39974.2
2021-09-26,Midlands,clear,14.9,14.5,1,32803.5
2021-09-27,North,clear,10.8,21.8,0,39673.3
2021-09-27,South,cloudy,13.8,40.5,0,41442.6
2021-09-27,Midlands,rain,17.7,12.8,0,40669.4
2021-09-28,North,clear,11.6,32.3,0,37925.1
2021-09-28,South,rain,17.0,32.1,0,39955.3
2021-09-28,Midlands,clear,10.1,29.0,0,40032.4
2021-09-29,North,cloudy,14.9,20.9,0,36764.3
2021-09-29,South,clear,13.8,24.8,0,42510.7
2021-09-29,Midlands,clear,12.4,25.5,0,40782.4
2021-09-30,North,cloudy,8.0,40.4,0,40290.9
2021-09-30,South,storm,10.1,29.9,0,42991.1
2021-09-30,Midlands,rain,14.5,36.2,0,42319.8
2021-10-01,North,cloudy,14.0,25.7,0,39694.5
2021-10-01,South,clear,13.2,25.3,0,41887.1
2021-10-01,Midlands,cloudy,10.9,16.8,0,40622.5
2021-10-02,North,clear,14.1,26.7,0,36460.5
2021-10-02,South,storm,11.9,23.4,0,42770.2
2021-10-02,Midlands,clear,16.0,20.7,0,36779.2
2021-10-03,North,clear,13.5,38.9,0,35034.4
2021-10-03,South,cloudy,16.2,15.0,0,39952.8
2021-10-03,Midlands,rain,12.2,26.3,0,35569.6
2021-10-04,North,clear,9.5,28.0,0,41558.4
2021-10-04,South,storm,14.2,22.8,0,42826.4
2021-10-04,Midlands,clear,15.6,22.7,0,39678.5
2021-10-05,North,cloudy,13.7,26.8,0,38900.0
2021-10-05,South,rain,10.2,26.6,0,45574.5
2021-10-05,Midlands,rain,11.3,20.1,0,42037.7
2021-10-06,North,clear,13.6,21.7,0,38412.1
2021-10-06,South,clear,11.4,36.1,0,41712.0
2021-10-06,Midlands,cloudy,9.2,16.6,0,40583.7
2021-10-07,North,cloudy,12.6,42.6,0,39550.3
2021-10-07,South,rain,5.0,27.0,0,45835.5
2021-10-07,Midlands,clear,15.4,28.4,0,38629.1
2021-10-08,North,cloudy,9.5,25.6,0,42608.2
2021-10-08,South,cloudy,11.5,25.3,0,43019.6
2021-10-08,Midlands,cloudy,10.1,22.3,0,41259.6
2021-10-09,North,cloudy,11.3,20.0,0,36558.3
2021-10-09,South,cloudy,12.8,37.9,0,39713.8
2021-10-09,Midlands,clear,13.4,20.7,0,37278.7
2021-10-10,North,cloudy,11.5,31.7,0,39174.4
2021-10-10,South,clear,16.7,27.6,0,37550.7
2021-10-10,Midlands,cloudy,16.6,25.5,0,37522.8
2021-10-11,North,cloudy,9.5,18.6,0,40494.5
2021-10-11,South,cloudy,15.8,31.4,0,41068.3
2021-10-11,Midlands,cloudy,12.2,8.8,0,40637.4
2021-10-12,North,rain,12.6,26.6,0,41111.8
2021-10-12,South,cloudy,14.5,32.4,0,44421.1
2021-10-12,Midlands,rain,10.0,17.9,0,42173.8
2021-10-13,North,cloudy,12.6,29.1,0,40767.2
2021-10-13,South,cloudy,9.4,35.8,0,44808.0
2021-10-13,Midlands,clear,11.8,23.4,0,42328.2
2021-10-14,North,cloudy,9.8,21.2,0,40054.5
2021-10-14,South,storm,13.5,21.9,1,42367.1
2021-10-14,Midlands,storm,10.5,14.6,0,44518.3
2021-10-15,North,clear,11.6,41.4,0,41088.8
2021-10-15,South,rain,13.3,27.6,0,43547.1
2021-10-15,Midlands,cloudy,12.3,31.5,0,41230.8
2021-10-16,North,clear,10.0,37.4,0,39428.6
2021-10-16,South,rain,11.4,22.3,0,42479.0
2021-10-16,Midlands,cloudy,8.8,24.8,0,39798.3
2021-10-17,North,cloudy,9.1,18.8,0,37269.0
2021-10-17,South,clear,7.0,24.8,0,39535.0
2021-10-17,Midlands,cloudy,9.4,22.4,0,40606.5
2021-10-18,North,rain,15.0,26.6,0,40160.9
2021-10-18,South,rain,10.4,35.2,1,41726.1
2021-10-18,Midlands,clear,8.5,29.4,1,39390.9
2021-10-19,North,cloudy,12.0,22.9,0,41194.9
2021-10-19,South,clear,8.3,31.6,0,44502.3
2021-10-19,Midlands,rain,14.4,30.9,0,40328.0
2021-10-20,North,cloudy,9.8,12.2,0,41888.8
2021-10-20,South,cloudy,11.9,22.0,0,43209.5
2021-10-20,Midlands,clear,10.2,28.2,0,42581.1
2021-10-21,North,clear,11.0,24.0,0,38823.6
2021-10-21,South,cloudy,11.6,34.4,0,45312.6
2021-10-21,Midlands,cloudy,1.5,28.7,0,44507.5
2021-10-22,North,rain,10.5,26.1,0,41130.6
2021-10-22,South,rain,10.0,33.0,0,42998.2
2021-10-22,Midlands,rain,9.9,20.9,0,43555.0
2021-10-23,North,cloudy,8.9,28.2,0,37506.8
2021-10-23,South,cloudy,5.8,29.0,0,42630.5
2021-10-23,Midlands,storm,9.0,20.9,0,41794.6
2021-10-24,North,rain,11.1,42.9,0,40157.9
2021-10-24,South,cloudy,11.7,30.2,0,42011.2
2021-10-24,Midlands,clear,9.5,26.0,0,38244.4
2021-10-25,North,cloudy,9.8,31.1,0,42193.5
2021-10-25,South,storm,5.0,14.6,0,49354.5
2021-10-25,Midlands,rain,10.6,28.2,0,42978.0
2021-10-26,North,rain,13.5,25.6,0,40542.0
2021-10-26,South,rain,9.7,24.5,0,45901.3
2021-10-26,Midlands,cloudy,6.4,28.0,0,44669.7
2021-10-27,North,cloudy,10.4,26.6,0,40786.2
2021-10-27,South,clear,11.7,22.1,0,43606.4
2021-10-27,Midlands,cloudy,10.8,38.7,0,43136.7
2021-10-28,North,rain,9.0,28.8,0,42875.6
2021-10-28,South,cloudy,12.8,19.7,0,43814.8
2021-10-28,Midlands,cloudy,5.6,27.5,0,44380.2
2021-10-29,North,cloudy,7.7,41.3,0,43611.8
2021-10-29,South,cloudy,9.8,23.6,0,42991.5
2021-10-29,Midlands,cloudy,6.6,15.2,0,44218.3
2021-10-30,North,clear,6.2,35.6,0,40049.8
2021-10-30,South,rain,11.3,40.1,0,43204.0
2021-10-30,Midlands,cloudy,3.0,20.8,0,42085.1
2021-10-31,North,clear,3.8,30.5,0,40578.1
2021-10-31,South,clear,14.3,20.6,0,39557.0
2021-10-31,Midlands,cloudy,8.0,27.7,0,42889.9
2021-11-01,North,clear,8.2,19.4,0,41384.7
2021-11-01,South,rain,10.3,31.2,0,45081.3
2021-11-01,Midlands,clear,6.3,31.9,0,43222.1
2021-11-02,North,cloudy,8.9,34.8,0,42514.7
2021-11-02,South,rain,8.3,19.3,0,45477.9
2021-11-02,Midlands,rain,7.4,33.2,0,44606.5
2021-11-03,North,rain,5.5,30.4,0,42936.4
2021-11-03,South,storm,6.2,25.6,0,48890.6
2021-11-03,Midlands,rain,8.2,26.5,0,44572.8
2021-11-04,North,cloudy,10.9,32.0,0,41764.1
2021-11-04,South,cloudy,6.9,31.3,0,46502.3
2021-11-04,Midlands,clear,12.3,13.4,0,44234.8
2021-11-05,North,clear,6.9,13.9,0,42251.8
2021-11-05,South,rain,4.6,22.4,0,46956.0
2021-11-05,Midlands,clear,6.7,26.4,0,43106.7
2021-11-06,North,cloudy,11.2,38.9,0,37293.6
2021-11-06,South,clear,5.5,19.1,0,42538.8
2021-11-06,Midlands,clear,8.9,23.6,0,40611.3
2021-11-07,North,rain,7.5,30.6,0,39242.5
2021-11-07,South,cloudy,8.5,29.2,0,43946.5
2021-11-07,Midlands,cloudy,8.0,30.5,0,41189.1
2021-11-08,North,cloudy,7.8,28.8,0,42586.9
2021-11-08,South,rain,4.5,24.8,0,46249.2
2021-11-08,Midlands,clear,4.5,40.6,0,46120.4
2021-11-09,North,rain,8.0,26.6,0,43094.4
2021-11-09,South,cloudy,8.9,35.0,0,46111.7
2021-11-09,Midlands,cloudy,1.4,12.0,0,48821.3
2021-11-10,North,clear,8.2,18.8,0,44140.1
2021-11-10,South,storm,7.6,30.0,0,49403.8
2021-11-10,Midlands,clear,3.5,26.9,0,45059.3
2021-11-11,North,cloudy,8.5,29.1,0,42249.6
2021-11-11,South,cloudy,6.5,27.8,0,46103.7
2021-11-11,Midlands,rain,10.1,29.6,0,45161.9
2021-11-12,North,rain,8.5,26.5,0,43460.0
2021-11-12,South,cloudy,9.2,28.8,0,44738.6
2021-11-12,Midlands,clear,2.5,36.2,0,44745.8
2021-11-13,North,clear,1.6,43.4,0,42847.1
2021-11-13,South,clear,4.3,19.6,0,44033.5
2021-11-13,Midlands,cloudy,8.4,29.3,0,41242.8
2021-11-14,North,cloudy,7.4,21.8,0,42015.1
2021-11-14,South,rain,9.4,27.2,0,45387.7
2021-11-14,Midlands,rain,2.8,38.5,0,44309.3
2021-11-15,North,rain,9.4,42.5,0,41343.9
2021-11-15,South,cloudy,10.6,24.5,0,45125.8
2021-11-15,Midlands,rain,10.1,46.0,0,44093.1
2021-11-16,North,clear,5.8,14.8,0,43187.6
2021-11-16,South,cloudy,4.8,40.3,0,50803.7
2021-11-16,Midlands,clear,6.0,44.9,0,44068.4
2021-11-17,North,clear,0.4,21.8,0,46805.3
2021-11-17,South,rain,3.3,34.7,0,47669.4
2021-11-17,Midlands,rain,0.6,35.2,0,47514.6
2021-11-18,North,clear,10.3,34.2,0,44345.8
2021-11-18,South,clear,5.6,39.1,0,46437.2
2021-11-18,Midlands,rain,3.8,19.4,0,47129.9
2021-11-19,North,rain,5.3,21.3,0,45529.5
2021-11-19,South,clear,7.1,28.9,0,46265.6
2021-11-19,Midlands,storm,2.3,35.7,0,50915.1
2021-11-20,North,storm,8.1,35.1,0,41199.2
